"","comuna","region","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","NA"
"42","Villarrica","La Araucania",13.0833333333333,5.5,9,9,9.58333333333334,5.5,9.58333333333334,2,8.125,12.5,14.8333333333333,9,11.3333333333333,12.5,4.33333333333333,10.75,12.5,6.08333333333334,5.5,9.58333333333334,2,2,8.125,7.25,16,9.875,5.5,11.625,10.75,5.5,9.58333333333334,6.375,12.5,5.5,7.83333333333334,12.5,9.875,7.83333333333334,7.83333333333333,12.5,11.3333333333333,6.375,5.5,9,12.5,10.75,6.08333333333334,10.75,9,9,9,7.25,9,5.5,7.25,12.5,9.58333333333334,7.83333333333333,10.75,5.5,7.25,5.5,2,5.5,7.83333333333333,5.5,12.5,5.5,6.375,12.5,7.25,9,7.83333333333333,10.75,6.375,5.5,9.58333333333334,12.5,9.875,9,9.875,10.75,11.625,12.5,5.5,6.375,8.125,7.83333333333334,9,12.5,3.75,6.08333333333333,9,7.25,9,2,12.5,5.5,12.5,9.58333333333334,9.875,7.25,9.875,13.375,7.25,7.25,13.375,7.83333333333333,9,10.75,6.375,10.75,6.08333333333334,7.25,6.375,10.75,7.25,9,7.25,6.08333333333334,7.25,7.25,13.375,6.375,10.75,9.875,5.5,9,5.5,9,14.25,12.5,5.5,4.33333333333333,10.75,10.75,9.58333333333334,5.5,10.75,5.5,7.83333333333333,6.375,5.5,12.5,5.5,12.5,4.33333333333333,5.5,5.5,13.0833333333333,7.25,6.375,9,14.8333333333333,3.75,7.25,7.25,9,5.5,7.25,7.83333333333334,12.5,6.08333333333333,5.5,7.83333333333333,12.5,6.08333333333334,9.875,7.25,9.875,13.0833333333333,9,6.375,8.41666666666666,6.08333333333334,5.5,9,5.5,9,7.83333333333334,5.5,14.25,6.66666666666667,9.875,10.75,5.20833333333333,4.625,10.75,7.25,9,9.58333333333334,9,5.5,10.75,5.5,5.5,2,5.5,9.875,9,NA
"43","Desconocido La Araucania","La Araucania",37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,NA
"44","Arica","Arica y Parinacota",5.37600174144281,5.30207620402723,6.08732997000746,7.82054054398857,3.81542938542939,5.89058991630945,6.67017067124333,4.89012896825397,5.52135736413365,6.09341020924006,5.58433283358321,7.38893737712315,5.3498672163504,6.08770397319981,6.63079823776314,6.52542943938139,5.28524977895668,6.67862834055616,6.11413700730842,7.09960641039218,5.52934072179596,6.31168505053368,5.47305121778806,6.20979938287898,6.13842861088097,6.88378170069895,6.85051458028017,6.13377530404304,5.19666666666667,5.47569531997326,6.11286316935429,5.69987421486322,5.41643772893773,7.40940400699391,5.30701637539074,5.70082200807182,5.93971418346741,4.3588632593702,6.35234506453928,6.03531103286385,6.07127952902601,6.93452834986016,6.10968224807784,4.83513288604566,6.87862268794157,4.01021442495127,6.11483135814032,5.89263259959854,5.18402777777778,5.64956542084753,4.91472617172625,5.96734892787524,6.22955934134217,5.88774990927854,7.49713498602954,5.33265809032172,4.82352609245215,5.04596738930314,5.43466509410782,6.09456896175817,3.79385639123833,6.95167376160991,6.71285656718146,3.92824074074074,6.23445523644189,6.31172335387447,5.38292831067767,5.08343311892321,6.10027519779842,5.71225625378944,7.59284361872993,5.58421361502348,4.88209998743087,5.17019263845889,3.77006564119901,6.26050871957746,6.44005528786756,5.45766830684965,3.990348583878,6.86118165640266,5.59086878129563,4.20441830366868,5.6173663398187,6.58831328859473,6.19232287911959,3.78443427449227,5.31964365377787,5.96972965440357,6.62796160130719,5.94993950393225,4.92735268448297,6.58078115547489,5.89179854287162,5.6779022950915,5.33292318276838,6.03865744778267,5.0744491253619,6.06533554266777,5.8660568483364,7.04002017399997,4.85937550896126,6.34386310779079,5.09292000368223,5.57456067639257,5.66375603864735,6.07849119815737,5.26958007585276,5.21374366367286,6.10772685649501,3.5530118030118,4.9717211328976,6.29884760921913,5.50843062446897,6.14763216983058,6.66095133023099,5.56502289883089,5.34511969201682,3.76997810618501,4.84657812653502,5.35722941696572,5.51645720476707,5.61326429163215,5.66782311516156,6.29293427500767,6.35037724439697,4.89936084870295,5.93831123998895,6.7224970877899,6.87537143840052,5.66696047008547,4.10152294485869,6.03977575982209,5.46918726911055,7.36947958839406,3.70862117147329,6.35788159189851,4.78114989585578,5.97143747850017,5.75997385922423,5.06038647342995,5.39786061883919,4.85732151835093,7.35894996696426,5.62799876180158,6.40826023391813,6.03863890039584,6.19727575982209,6.43254425656903,6.08365450039516,4.74296790241063,6.24240594279471,4.76597164687471,5.15455664046995,6.43194546589884,5.70718428216357,5.72061302681993,5.08553847162784,5.38687119675456,5.29342187336323,4.00820360195361,6.98041373239437,5.52078155205744,5.99721423723735,5.08757463373577,5.86674378253326,6.91851586687307,5.65914971143897,6.95962869608958,4.02465277777778,5.61101900972591,5.30383435805753,6.01943661971832,5.29804968738158,5.85784525416105,6.94554054398857,4.05935099915734,5.82362824761541,4.97090874811463,5.62307257585896,5.8375627090301,4.35860484544695,6.0416973813722,5.6792513817347,5.01119658119658,5.62287696768848,5.64178240740741,4.96258547008547,5.21445379162861,5.57112500933986,5.4240623594242,6.40746512415767,6.56242431440495,7.28370518688024,5.10752377360329,5.28330662393163,5.35640626938671,5.93006590266235,5.74625782690694,5.84375457680285,5.62199241135168,NA
"45","Camarones","Arica y Parinacota",37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,NA
"46","General Lagos","Arica y Parinacota",37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,NA
"47","Putre","Arica y Parinacota",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA
"48","Desconocido Arica y Parinacota","Arica y Parinacota",37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,NA
"49","Alto del Carmen","Atacama",9,9,9,9,9,9,5.5,5.5,9,5.5,5.5,5.5,9,5.5,9,9,5.5,9,9,9,9,5.5,9,5.5,9,5.5,5.5,5.5,5.5,9,9,9,5.5,9,5.5,5.5,9,9,5.5,5.5,5.5,9,5.5,5.5,9,9,9,9,9,9,5.5,9,5.5,9,5.5,9,9,9,5.5,9,5.5,5.5,5.5,9,9,9,5.5,5.5,9,9,9,5.5,9,9,5.5,9,5.5,9,5.5,9,9,5.5,9,5.5,5.5,5.5,5.5,9,5.5,5.5,5.5,5.5,9,5.5,9,9,9,9,5.5,5.5,5.5,5.5,5.5,9,9,5.5,5.5,5.5,9,9,5.5,5.5,5.5,5.5,9,9,9,9,9,9,5.5,9,5.5,9,9,9,9,9,5.5,5.5,9,5.5,5.5,5.5,5.5,9,9,9,5.5,5.5,9,5.5,5.5,9,5.5,5.5,9,5.5,5.5,5.5,9,5.5,9,9,5.5,9,9,9,5.5,5.5,9,5.5,9,9,9,9,5.5,9,9,9,5.5,5.5,9,5.5,5.5,9,9,5.5,9,9,5.5,9,5.5,9,9,9,9,9,5.5,9,9,5.5,9,9,9,9,9,5.5,5.5,5.5,NA
"50","Caldera","Atacama",5.5,5.5,3.16666666666667,3.16666666666667,4.91666666666667,3.16666666666667,5.5,7.25,5.5,5.5,5.5,5.5,5.5,5.5,7.25,3.16666666666667,7.25,7.25,7.25,5.5,5.5,3.16666666666667,5.5,5.5,5.5,5.5,5.5,5.5,7.25,5.5,5.5,5.5,5.5,3.16666666666667,5.5,3.16666666666667,5.5,3.16666666666667,7.25,3.16666666666667,7.25,5.5,3.16666666666667,3.16666666666667,7.25,5.5,5.5,5.5,4.91666666666667,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,3.16666666666667,5.5,3.16666666666667,5.5,5.5,5.5,3.16666666666667,5.5,5.5,5.5,5.5,3.16666666666667,5.5,3.16666666666667,7.25,5.5,3.16666666666667,3.16666666666667,7.25,7.25,5.5,5.5,7.25,5.5,3.16666666666667,5.5,5.5,5.5,5.5,3.16666666666667,5.5,5.5,5.5,3.16666666666667,5.5,3.16666666666667,5.5,5.5,3.16666666666667,5.5,5.5,3.16666666666667,5.5,5.5,5.5,5.5,5.5,5.5,5.5,3.16666666666667,5.5,3.16666666666667,5.5,5.5,7.25,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.91666666666667,5.5,7.25,7.25,5.5,3.16666666666667,3.16666666666667,5.5,5.5,5.5,5.5,3.16666666666667,5.5,7.25,5.5,5.5,5.5,7.25,4.91666666666667,7.25,5.5,3.16666666666667,5.5,5.5,5.5,5.5,5.5,3.16666666666667,7.25,5.5,5.5,3.16666666666667,5.5,5.5,3.16666666666667,5.5,3.16666666666667,5.5,4.91666666666667,7.25,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,3.16666666666667,5.5,5.5,7.25,5.5,3.16666666666667,3.16666666666667,5.5,3.16666666666667,5.5,5.5,5.5,5.5,5.5,5.5,3.16666666666667,5.5,5.5,5.5,7.25,5.5,5.5,5.5,5.5,5.5,7.25,NA
"51","Chanaral","Atacama",14.25,14.25,14.25,14.25,16,14.25,14.25,14.25,14.25,16,14.25,16,14.25,16,16,16,14.25,16,14.25,14.25,14.25,16,16,14.25,14.25,16,14.25,14.25,16,14.25,16,14.25,14.25,14.25,16,16,16,14.25,14.25,16,14.25,16,16,14.25,14.25,14.25,16,16,16,14.25,14.25,16,14.25,16,14.25,16,14.25,16,16,16,16,16,14.25,16,14.25,14.25,16,14.25,16,14.25,14.25,16,16,16,14.25,14.25,14.25,14.25,16,16,16,16,14.25,16,16,16,14.25,14.25,16,14.25,14.25,16,14.25,16,14.25,16,14.25,16,16,16,16,14.25,14.25,16,16,14.25,14.25,16,16,14.25,14.25,16,14.25,16,14.25,14.25,16,16,14.25,16,14.25,14.25,16,16,14.25,14.25,14.25,14.25,14.25,14.25,16,14.25,16,16,14.25,14.25,16,14.25,14.25,14.25,16,14.25,14.25,16,14.25,16,14.25,16,16,16,16,16,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,16,14.25,14.25,14.25,14.25,14.25,14.25,14.25,14.25,16,14.25,16,14.25,14.25,14.25,14.25,14.25,14.25,16,16,16,14.25,16,14.25,16,16,14.25,14.25,14.25,16,14.25,14.25,14.25,16,14.25,14.25,16,14.25,16,14.25,NA
"52","Copiapo","Atacama",5.49551282051282,4.90438596491228,5.43148936170213,6.35,4.8,4.23461538461538,4.23461538461538,5.64848484848485,4.5527972027972,4.50172064777328,3.31818181818182,6.77884615384616,5.85681818181818,5.09166666666667,5.27831423895254,5.85,5.20384615384615,4.76595744680851,6.25770020386482,6.10287081339713,4.79338731443995,6.28289473684211,5.51164757228587,5.51821000947541,5.77938596491228,4.22885405001867,5.88359462486002,5.77938596491228,6.0921052631579,4.625,5.5,5.59166666666667,4.40961538461539,6.97971291866029,5.52482269503546,5.52482269503546,4.425,4.94318181818182,4.41818181818182,4.94318181818182,5.02884615384615,4.06818181818182,4.42482269503546,4.6,3.23210526315789,5.58761808367071,4.65028708133971,4.50833333333333,5.49681818181818,4.58280141843972,5.82095141700405,3.20908346972177,5.01028708133971,5.33846153846154,5.16613475177305,5.73333333333333,5.34702797202797,4.55818181818182,5.29148936170213,4.69946808510638,5.52884615384615,5.03528708133971,3.55151515151515,4.70666666666667,5.37446808510638,5.34702797202797,5.68605263157895,6.31648936170213,5.09166666666667,5.8978947368421,5.52105263157895,5.9498987854251,4.275,6.23748619801252,4.65789473684211,4.65151515151515,4.49946808510638,4.06818181818182,4.8,4.42105263157895,4.56666666666667,5.41515151515151,5.25438596491228,5.44318181818182,3.88461538461538,5.54605263157895,4.25,5.01028708133971,3.4527972027972,5.16105263157895,4.01710526315789,6.40859462486002,5.64848484848485,4.45,4.15710526315789,5.52105263157895,5.49551282051282,4.19148936170213,7.33971291866029,4.33148936170213,5.06666666666667,5.16884615384616,6.07446808510638,4.05566801619433,6.33620414673046,5.20384615384615,4.1,4.30908346972177,5.02105263157895,4.69148936170213,3.925,6.35736282194849,5.33846153846154,4.70666666666667,6.77884615384616,5.95628626692456,6.36033551554828,5.37446808510638,6.18323211875844,4.06818181818182,5.54605263157895,3.175,6.58239101324208,5.58036130536131,5.84702797202797,4.15833333333333,5.77938596491228,4.90438596491228,3.40833333333333,5.98461538461539,4.70128205128205,6.72033551554828,4.89210526315789,4.20818181818182,5.52884615384615,4.79338731443995,5.16105263157895,4.65789473684211,4.13946808510638,6.82674089068826,6.08451417004049,5.03210526315789,5.39210526315789,5.63012820512821,5.0176499032882,6.83971291866029,4.56666666666667,4.87446808510638,5.02105263157895,3.5,5.49681818181818,5.33846153846154,6.04605263157895,3.46666666666667,6.10287081339713,5.26217948717949,4.41821000947541,4.94318181818182,4.01315789473684,5.18181818181818,4.275,4.21666666666667,5.95648936170213,5.17482269503546,5.63461538461538,4.1921052631579,5.63461538461538,4.71666666666667,5.25438596491228,5.15566801619433,5.64848484848485,4.40961538461539,4.1,5.52105263157895,3.14,5.09166666666667,5.53528708133972,5.06666666666667,4.1,6.18323211875844,5.08318181818182,4.8,4.7978947368421,5.89251012145749,5.54605263157895,5.44318181818182,4.15315789473684,4.5071052631579,5.48164335664336,7.41418100376667,5.77938596491228,4.1,5.64,5.49681818181818,5.16105263157895,6.22033551554828,7.26120897579465,5.26862041467304,3.24946808510638,6.68674089068827,NA
"53","Diego de Almagro","Atacama",5.5,9,8.70833333333333,5.5,10.75,9.58333333333333,6.66666666666667,6.08333333333334,7.54166666666667,4.33333333333333,4.91666666666667,9.58333333333334,8.70833333333333,6.95833333333334,6.375,9.29166666666667,5.5,9.58333333333334,7.83333333333334,6.08333333333333,6.95833333333334,7.25,7.25,3.75,9.58333333333333,8.125,9.58333333333333,3.75,8.70833333333333,6.375,6.08333333333334,7.83333333333333,7.25,7.54166666666667,9.58333333333333,10.4583333333333,8.125,5.5,9.58333333333333,7.25,7.25,6.95833333333333,8.41666666666667,7.83333333333333,10.1666666666667,7.83333333333333,5.5,3.75,6.66666666666667,9,7.25,7.83333333333333,9,7.83333333333333,4.33333333333333,6.66666666666667,10.1666666666667,9.58333333333334,9.29166666666667,6.66666666666667,6.66666666666667,7.25,9,7.25,5.5,9.58333333333334,7.25,7.25,9,8.70833333333334,5.5,11.3333333333333,9.58333333333333,7.25,6.66666666666667,4.625,5.5,8.125,6.375,7.83333333333334,8.125,7.25,8.125,7.83333333333333,5.5,8.70833333333333,7.54166666666667,8.41666666666667,5.5,7.25,10.4583333333333,6.08333333333334,7.83333333333333,8.41666666666667,7.83333333333333,6.08333333333333,7.25,6.375,7.25,6.08333333333333,5.5,5.5,7.83333333333333,5.79166666666667,4.33333333333333,9,6.375,6.66666666666667,7.25,7.25,5.5,6.08333333333334,5.5,9,3.75,7.25,8.125,6.66666666666667,5.5,6.08333333333333,5.5,7.83333333333333,9.875,7.25,6.375,7.25,9,6.375,4.33333333333333,4.33333333333333,6.375,6.375,5.5,9,8.41666666666667,5.5,8.41666666666667,7.25,5.5,5.20833333333333,6.66666666666667,9,4.625,4.33333333333333,7.25,6.375,9.29166666666667,6.66666666666667,5.5,8.70833333333333,5.5,6.08333333333333,8.41666666666667,7.83333333333333,8.70833333333333,4.91666666666667,5.5,9,6.66666666666667,4.625,6.95833333333333,7.54166666666667,9.58333333333333,6.08333333333334,6.08333333333333,9,7.25,9,5.5,8.41666666666667,7.25,5.5,5.5,7.83333333333333,8.70833333333333,6.08333333333334,9,9.58333333333333,6.66666666666667,7.83333333333333,9.58333333333333,7.83333333333334,8.41666666666667,7.25,4.33333333333333,5.5,6.08333333333334,6.66666666666667,5.5,7.25,10.1666666666667,7.83333333333333,7.25,5.5,8.41666666666667,4.33333333333333,5.5,8.41666666666667,9,6.375,NA
"54","Freirina","Atacama",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,NA
"55","Huasco","Atacama",5.5,2,9,9,5.5,7.83333333333333,9,7.83333333333333,7.83333333333333,4.33333333333333,12.5,2,7.83333333333333,5.5,7.83333333333333,9,5.5,2,5.5,7.83333333333333,2,5.5,4.33333333333333,5.5,7.83333333333333,12.5,9,5.5,2,12.5,11.3333333333333,2,9,5.5,4.33333333333333,5.5,5.5,5.5,7.83333333333333,5.5,5.5,5.5,2,7.83333333333333,5.5,11.3333333333333,9,12.5,12.5,2,7.83333333333333,5.5,5.5,11.3333333333333,5.5,7.83333333333333,9,4.33333333333333,11.3333333333333,5.5,7.83333333333333,7.83333333333333,9,5.5,2,9,7.83333333333333,11.3333333333333,4.33333333333333,9,11.3333333333333,9,5.5,12.5,4.33333333333333,11.3333333333333,11.3333333333333,7.83333333333333,2,5.5,5.5,7.83333333333333,9,12.5,5.5,5.5,7.83333333333333,2,11.3333333333333,9,5.5,9,9,9,5.5,12.5,7.83333333333333,5.5,9,5.5,7.83333333333333,9,9,7.83333333333333,5.5,2,11.3333333333333,9,7.83333333333333,9,9,5.5,5.5,9,7.83333333333333,5.5,5.5,5.5,11.3333333333333,5.5,9,7.83333333333333,9,5.5,5.5,7.83333333333333,5.5,9,2,7.83333333333333,9,9,9,4.33333333333333,7.83333333333333,12.5,4.33333333333333,5.5,7.83333333333333,9,9,4.33333333333333,9,9,5.5,2,5.5,9,9,5.5,5.5,2,2,5.5,4.33333333333333,7.83333333333333,4.33333333333333,2,7.83333333333333,5.5,7.83333333333333,5.5,9,5.5,4.33333333333333,7.83333333333333,4.33333333333333,9,9,5.5,7.83333333333333,7.83333333333333,2,5.5,7.83333333333333,5.5,5.5,12.5,9,2,7.83333333333333,9,11.3333333333333,9,9,7.83333333333333,7.83333333333333,5.5,5.5,4.33333333333333,9,11.3333333333333,2,7.83333333333333,9,5.5,5.5,11.3333333333333,9,12.5,NA
"56","Tierra Amarilla","Atacama",2.7,6.2,5.5,6.55,2.7,2,5.5,3.05,6.2,2.7,5.5,5.5,6.55,3.05,5.5,5.5,2,6.2,5.5,2,5.5,5.5,6.2,5.5,6.55,2,5.5,5.5,2,5.5,6.55,6.2,5.5,5.5,2,5.5,3.05,5.5,6.55,5.5,5.5,6.2,5.5,6.2,5.5,9,6.55,9,5.5,6.55,5.5,6.2,2,5.5,9,5.5,2,5.5,5.5,6.2,5.5,5.5,5.5,5.5,9,5.5,2.7,5.5,2,2,6.2,6.2,6.55,6.2,5.5,2,3.05,5.5,5.5,6.2,10.05,5.5,5.5,9,5.5,5.5,5.5,2,2.7,2,5.5,5.5,3.05,5.5,5.5,5.5,5.5,2,5.5,5.5,2.7,5.5,6.2,6.55,10.05,2.7,6.55,9,5.5,6.2,9,5.5,5.5,6.55,5.5,9,6.55,9.7,5.5,2,6.55,5.5,5.5,5.5,6.2,9,5.5,5.5,3.05,2,6.55,6.55,2,5.5,6.2,5.5,2.7,5.5,5.5,5.5,2,5.5,9,2,2.7,5.5,5.5,5.5,5.5,5.5,9.7,5.5,3.05,5.5,5.5,6.55,10.05,5.5,2,5.5,5.5,5.5,10.05,2,2,9.7,6.2,9.7,5.5,2.7,6.55,5.5,2,2.7,2,9,6.2,2,2,10.05,2,6.55,6.2,2,9.7,2,9.7,2,2,2,10.05,5.5,6.2,2,9,6.55,6.55,6.2,3.05,5.5,NA
