"","comuna","region","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","NA"
"303","Cabildo","Valparaiso",8.41666666666667,6.66666666666667,12.5,10.9833333333333,12.5,14.25,9.14583333333334,9,9.58333333333334,6.9,9,8.5625,5.5,10.75,5.5,6.375,10.75,9.58333333333334,9.875,11.8583333333333,14.25,7.25,9,10.1666666666667,9,11.1875,14.1041666666667,8.41666666666667,9.58333333333334,9.58333333333334,9,6.9,9.87500000000001,8.41666666666667,6.08333333333334,10.8375,10.75,5.0625,9.4375,10.75,12.15,11.1875,12.15,11.625,7.25,10.4,8.27083333333333,12.5,11.625,10.4,9,11.625,10.75,9,7.83333333333333,9.875,7.83333333333334,12.0625,11.9166666666667,12.5,11.9166666666667,12.0625,6.9,11.625,10.75,7.54166666666667,13.9583333333333,10.2541666666667,7.83333333333334,8.41666666666667,10.75,7.25,11.3333333333333,11.9166666666667,12.5,8.70833333333333,11.1875,6.8125,8.27083333333334,12.15,8.5625,9.23333333333333,13.9,11.275,9,9,12.0625,9,8.65,8.41666666666667,11.0416666666667,8.2125,12.9375,7.6875,11.1875,10.75,8.125,9,11.9166666666667,10.1666666666667,9.4375,7.39583333333333,10.75,9.875,14.1041666666667,9.58333333333334,14.8333333333333,10.75,7.25,9.58333333333334,6.66666666666667,9.4375,8.125,10.75,6.08333333333334,9.58333333333334,7.25,5.5,7.48333333333333,9.58333333333334,7.83333333333334,11.625,7.83333333333334,7.83333333333333,12.5,13.0833333333333,11.625,5.5,6.375,10.4583333333333,9.29166666666667,7.48333333333333,8.70833333333334,8.41666666666667,11.7708333333333,9.96250000000001,9.875,10.75,7.25,7.25,10.0208333333333,10.75,10.75,12.15,10.75,12.5875,11.3333333333333,5.5,10.75,8.125,8.5625,10.0208333333333,7.25,12.9375,5.5,9.4375,9,8.70833333333333,10.6041666666667,12.9375,7.83333333333334,12.5,11.7708333333333,5.5,11.9166666666667,11.9166666666667,10.75,10.8375,11.3333333333333,10.2541666666667,12.7333333333333,8.70833333333333,7.25,8.85416666666667,9.4375,10.4,9,9.23333333333333,12.2083333333333,7.25,11.1875,9,9.14583333333334,10.4583333333333,7.775,10.8375,11.9166666666667,10.3125,7.25,7.25,8.41666666666667,11.275,11.9166666666667,7.6875,11.3333333333333,12.5,10.3125,13.6666666666667,13.025,10.75,NA
"304","Calera","Valparaiso",7.98922413793103,9,7.71855044699872,8.70833333333333,9.28739316239316,8.93269230769231,7.19274977895668,9.71047008547009,7.18269230769231,5.98611111111111,5.20833333333333,9.07040229885057,6.30769230769231,10.3123219373219,8.19344360939188,9.41283524904215,8.60280970625798,9.02991452991453,10.7112682974752,9.32905982905983,7.4332264957265,6.99401340996169,9.04843304843305,8.34722222222222,10.0281339031339,8.625,8.19540229885058,5.57040229885058,7.02873563218391,8.56312014932704,8.37811302681993,9.77777777777778,6.71527777777778,7.16283524904215,8.02777777777778,9.2457264957265,6.95833333333334,7.82503192848021,8.61111111111111,8.71759259259259,8.66702279202279,5.88888888888889,6.66666666666667,8.25213675213675,6.38888888888888,8.83547008547009,6.15373563218391,7.05555555555556,8.1649720011789,6.01602564102564,6.44540229885057,9.23441644562334,9.2457264957265,9.42628205128205,6.71527777777778,6.18055555555556,7.94112879457707,9.89351851851852,6.29629629629629,6.58796296296296,6.86111111111111,9.44017094017094,9.26484674329502,7.44444444444445,7.70929118773947,6.62731481481482,6.46392081736909,5.69444444444444,7.90373563218391,6.08333333333334,8.79691644562334,8.16239316239316,9.40277777777778,5.9375,7.48183760683761,8.93269230769231,6.23611111111111,7.87250712250712,5.79166666666667,6.375,9.26175213675214,7.99786324786325,9,9.71047008547009,8.91203703703703,7.37907088122605,7.05555555555556,8.15684865900383,5.22222222222222,7.66880341880342,8.87116858237548,8.78879310344828,7.46623563218391,9.51005747126437,8.41666666666667,6.92672413793103,5.5,7.4176245210728,7.54166666666667,7.14334045584046,8.19344360939188,8.25213675213675,6.25095785440613,6.57638888888889,8.55128205128205,9.12713675213675,10.5854700854701,7.58163866784556,7.54166666666667,8.18505747126437,6.34818007662835,10.139846743295,6.47222222222222,7.67628205128205,9.36206896551724,8.61111111111111,6.78240740740741,7.63888888888889,4.33333333333333,9.85823754789272,8.20156695156695,8.43055555555555,8.6068376068376,6.425,8.22222222222222,8.56944444444444,7.53336526181354,7.76602564102564,8.87595785440613,6.22916666666667,6.29956896551724,5.8713282247765,8.37862879457707,9.03739316239316,9.1676245210728,6.38505747126437,6.71527777777778,8.26253192848021,8.64102564102564,8.83547008547009,7.02873563218391,9.64102564102564,8.97318007662835,9.06730769230769,8.00095785440613,6.66666666666667,5.54861111111111,9.81695156695157,9.97222222222222,9.94230769230769,7.44444444444444,8.125,8.38984674329502,8.5625,5.86206896551724,7.10220797720797,6.54166666666666,7.35648148148148,7.75,7.94112879457707,9.9149720011789,6.22916666666667,6.83429118773947,5.47318007662835,8.87595785440613,6.58796296296296,7.94112879457707,5.88888888888889,8.46666666666667,10.1965811965812,5.95138888888889,7.03472222222223,7.8707264957265,5.13290229885058,8.01794871794872,6.27777777777778,6.90972222222222,8.51388888888889,8.01655982905983,6.04166666666667,7.69675925925926,8.82734674329502,8.4184227330779,10.0188746438746,9.21100427350427,8.31944444444445,5.33547008547009,7.05555555555556,5.86206896551724,8.61111111111111,6.59444444444444,7.47435897435898,6.52083333333333,7.14447637292465,8.875,8.58429118773947,7.54166666666667,9.38058748403575,7.73611111111111,6.86111111111111,NA
"305","Calle Larga","Valparaiso",8.94640522875817,10.6960784313726,6.14166666666667,7.17107843137255,8.125,8.74550653594771,9.35,9.04861111111112,5.81372549019608,4.72596153846154,7.6875,8.00047134238311,10.1117647058824,8.76666666666667,8.61111111111111,10.3162393162393,9.46037581699346,10.890522875817,7.98888888888889,7.6,9.4375,10.6367647058824,9.29166666666667,5.94607843137255,8.06045751633987,5.74305555555556,11.1388888888889,10.6404411764706,9,9.51272624434389,8.35402526395173,9.39861111111111,14.2111111111111,7.98888888888889,7.01666666666667,11.1,7.07843137254902,7.04934640522876,10.5166666666667,8.89779411764706,8.52735042735043,15.4263888888889,10.6041666666667,9.7749183006536,8.62457264957265,6.2875,5.88888888888889,9.45096153846154,12.1111111111111,10.5555555555556,8.84272875816993,9.38888888888889,8.43954248366013,9.29166666666667,9.31454248366014,6.83006535947712,7.6,8.70661764705882,10.4178733031674,13.2291666666667,6.2875,7.20512820512821,8.0375,14.6,6.86485042735043,10.1763888888889,11.4888888888889,15.5625,11.1,11.5375,10.0036764705882,6.66666666666667,6.95833333333333,10.7585784313726,7.22254901960784,7.98774509803922,9.20416666666667,8.3875,8.5625,10.0294117647059,8.85416666666667,7.23856209150327,8.62941176470588,7.98888888888889,9.38888888888889,10.2152777777778,9.79607843137255,13.2291666666667,8.09926470588235,7.22254901960784,7.63888888888889,6.32638888888889,9.90161513323278,10.2647058823529,5.35416666666667,8.34279411764706,6.95833333333333,7.05929487179487,4.1875,10.1507352941176,7.45416666666667,7.11274509803922,9.79607843137255,8.41666666666667,12.4611111111111,6.725,13.2777777777778,7.22254901960784,6.62777777777778,10.1375,8.95138888888889,9.58333333333333,9.76176470588235,5.68946078431372,5.88888888888889,7.075,8.5625,7.44444444444445,12.0571895424837,8.76838235294118,7.49656862745098,7.10416666666667,9.30512820512821,8.37777777777778,7.81209150326797,6.82107843137255,11.2361111111111,9,5.08006535947712,7.93529411764706,7.38813474107592,8.96111111111111,10.6041666666667,9.10096153846154,6.56944444444444,5.01388888888889,5.70416666666667,5.35416666666667,8.37156862745098,7.41101055806939,8.23978758169934,7.95,8.27941176470588,11.45,9.38888888888889,7.80588235294118,8.89779411764706,5.85,7.6875,9.37287581699347,8.18707264957265,8.76552287581699,7.18872549019607,11.8566176470588,8.07638888888889,6.31045751633987,9,5.79166666666667,8.46527777777778,5.12941176470588,8.3874591503268,7.10416666666667,7.63888888888889,12.2666666666667,7.93529411764706,8.96111111111111,8.41666666666667,8.48846153846154,7.07843137254902,7.39957264957265,5.5,10.1506535947712,8.40522875816993,7.46732026143791,8.48846153846154,8.42352941176471,7.06029411764706,8.85416666666667,12.1111111111111,8.5625,5.5,9.77777777777778,8.5625,5.85,8.61111111111111,6.13194444444444,10.225,7.37009803921569,10.9930555555556,10.2152777777778,10.3611111111111,7.01666666666667,10.3982843137255,8.76666666666667,9.036337355455,7.075,10.225,7.64861111111111,6.68954248366013,7.62745098039216,NA
"306","Cartagena","Valparaiso",9,7.25,9,9,9,9.95,5.5,6.725,9,7.6,6.625,9.4375,9.35,5.5,7.6,7.5,11.0125,9.7,6.625,9,9,9,10.1375,9.875,9,10.575,8.8125,5.5,8.125,7.6,9,11.0125,10.75,8.125,8.125,5.5,6.375,5.5,9.7,10.75,9,9.25,9.4375,11.0125,9.7,7.5,9.25,8.825,7.6,5.5,10.75,7.6,8.125,7.95,8.375,7.5,8.125,9.7,8.9125,9,5.5,9,9,7.6,8.125,9,9,5.5,9,7.5,8.825,9,5.9375,8.3,7.25,9,6.725,8.2,7.25,7.5,8.125,8.8125,9,8.025,9,9.7,9,7.6,8.825,8.125,11.0125,9.7,10.3125,9,8.9125,9.7,9,10.3125,9,9,7.5,7.6,9,9,10.3125,7.5,8.125,9.7,11.0125,5.5,9.2625,5.5,8.9125,8.125,5.5,10.75,7.5,9,7.325,9,7.5,7.6,9,9,7.5,10.75,7.5,8.125,10.4,8.825,9,7.5,9.7,7.6,7.95,6.9,9.4375,10.75,6.2,8.125,7.25,9.4375,9,9,9,7.5125,9.35,11.45,8.9125,8.2,9.7,9,9.4375,9.525,4.625,9.7,9.875,9.25,8.125,9,7.25,8.3,9,9.35,10.3125,9,9,6.2,9,8.125,5.5,7.5,9,8.2,9,7.5,7.6,5.5,10.75,8.125,9,9,10.3125,5.5,10.3125,9.7,7.25,8.9125,8.125,11.45,7.5,7.6,5.5,9.875,7.6,7.6,9,10.75,8.825,5.5,NA
"307","Casablanca","Valparaiso",8.06666666666667,10.825,10.3611111111111,9.77777777777778,9,10.4555555555556,8.41666666666667,12.6527777777778,10.2638888888889,10.9833333333333,10.0694444444444,8.72777777777778,10.1666666666667,11.0407407407407,10.0888888888889,4.56666666666667,9.03888888888889,9.95277777777778,9.85555555555556,11.5277777777778,10.75,9,7.38611111111111,11.2361111111111,12.6527777777778,12.2083333333333,6.375,10.9444444444444,7.775,11.7212962962963,6.41388888888889,6.2,9.38888888888889,5.01388888888889,8.3,7.28888888888889,7.54166666666667,8.94166666666667,7.28888888888889,8.80555555555556,11.2361111111111,7.95,10.0666666666667,7.54166666666667,9.40833333333334,12.4805555555556,6.9,6.27777777777778,6.66666666666667,8.76666666666667,6.86111111111111,8.22222222222222,8.88333333333333,6.375,8.825,9.29166666666667,7.73611111111111,5.69444444444445,9.66111111111111,8.80555555555556,7.15277777777778,9.11666666666667,6.47222222222222,6.375,10.2638888888889,9.23333333333334,6.2,8.04722222222222,7.8712962962963,9.38888888888889,9.29166666666667,6.47222222222222,10.2638888888889,13.6444444444444,8.22222222222222,10.2027777777778,8.125,7.73611111111111,11.1388888888889,9.46666666666667,7.25,8.49444444444444,9.05833333333334,8.5712962962963,5.79166666666667,8.55833333333333,9,10.4166666666667,6.13333333333333,8.41666666666667,5.26666666666667,10.1666666666667,9,7.25,7.075,7.25,9,10.3027777777778,9.38888888888889,9.46666666666667,6.66666666666667,6.9,7.88333333333333,11.9351851851852,8.41666666666667,11.9166666666667,7.34722222222222,9,9.99074074074074,7.63888888888889,7.36666666666667,7.075,6.99722222222222,8.33796296296297,9.58333333333333,6.66666666666667,11.9166666666667,4.91666666666667,9.68055555555556,9.875,6.9,7.54166666666667,9.81666666666667,8.22222222222222,7.54166666666667,10.8851851851852,9.29166666666667,9,10.2444444444444,11.1388888888889,9.48888888888889,7.28888888888889,8.29444444444444,5.05277777777778,11.0416666666667,8.98055555555556,6.08333333333333,10.0888888888889,6.27777777777778,11.1166666666667,6.47222222222222,10.2638888888889,5.325,10.4555555555556,9.38888888888889,8.22222222222222,10.1666666666667,5.44166666666667,7.36666666666667,9,7.28888888888889,9.81666666666667,11.6055555555556,10.1666666666667,8.49444444444445,8.45555555555556,11.5277777777778,10.75,10.0888888888889,11.5277777777778,10.05,9.38888888888889,8.64444444444445,8.93333333333334,6.86111111111111,8.45555555555556,9,8.04629629629629,9.38888888888889,10.4166666666667,10.2638888888889,7.93055555555556,11.2166666666667,7.98888888888889,7.54166666666667,11.7777777777778,7.19166666666667,7.19166666666667,6.19907407407408,5.26666666666667,9.00555555555555,9.875,7.17222222222222,10.1666666666667,7.89166666666667,5.15,7.075,7.63888888888889,9.51944444444445,6.9,9.03888888888889,4.38333333333333,4.56666666666667,7.86666666666666,6.47222222222222,10.9444444444444,5.73333333333333,11.4305555555556,12.1111111111111,8.20277777777778,NA
"308","Catemu","Valparaiso",8.20454545454545,5.03333333333334,8.13030303030303,10.1666666666667,8.41666666666667,8.15151515151515,6.98484848484849,9.06363636363637,9.06363636363637,7.78030303030303,7.91818181818182,5.5,7.56818181818182,9.60454545454546,7.63181818181818,7.95,8.20454545454545,6.66666666666667,7.88636363636364,6.66666666666667,7.25,4.33333333333333,5.81818181818182,5.5,8.41666666666667,10.3363636363636,6.2,7.36666666666667,4.33333333333333,6.13636363636364,5.03333333333334,8.41666666666667,7.6,8.3,8.46969696969697,7.25,4.68333333333333,10.1666666666667,7.88636363636364,5.85,9.35,6.48636363636363,4.33333333333333,8.36363636363636,9,4.86363636363636,6.03030303030303,9.11666666666667,6.13636363636364,6.43333333333333,6.03030303030303,8.20454545454545,9.53030303030303,5.5,7.41969696969697,7.88636363636364,7.95,7.03787878787879,9.31818181818182,6.55,6.71969696969697,4.33333333333333,8.20454545454545,5.5,7.95,5.5,6.66666666666667,5.5,5.5,8.3,6.43333333333333,8.3,8.76666666666667,7.01666666666667,10.1666666666667,7.91818181818182,9,8.48030303030303,6.03030303030303,7.01666666666667,7.06969696969697,6.66666666666667,7.25,7.15454545454545,5.5,7.66363636363636,6.08333333333333,8.41666666666667,7.25,6.75151515151515,7.88636363636364,5.5,6.71969696969697,5.81818181818182,8.13030303030303,6.38030303030303,9.63636363636364,6.08333333333333,7.25,8.23636363636363,5.85,9.08484848484848,8.20454545454545,6.61363636363636,4.33333333333333,10.4848484848485,6.45454545454545,9.11666666666667,8.09848484848485,4.96969696969697,9.31818181818182,6.48636363636363,8.36363636363636,7.25,7.88636363636364,7.91818181818182,8.23636363636363,10.1666666666667,8.13030303030303,9,7.31363636363636,8.58636363636364,7.6,7.6,5.5,8.23636363636363,7.78030303030303,7.6,6.13636363636364,5.81818181818182,6.03030303030303,8.41666666666667,6.71969696969697,8.41666666666667,4.96969696969697,9.53030303030303,9,5.5,6.66666666666667,4.65151515151515,7.25,5.66969696969697,7.91818181818182,7.91818181818182,9.98636363636364,8.46969696969697,8.46969696969697,6.34848484848485,4.86363636363636,6.75151515151515,6.96363636363636,7.25,10.230303030303,9,7.83333333333333,6.73030303030303,5.88181818181818,6.66666666666667,8.90454545454545,5.5,6.23181818181818,6.71969696969697,6.51818181818182,9,9.31818181818182,8.90454545454545,9,7.78030303030303,11.1848484848485,8.20454545454545,5.5,9.84848484848485,8.41666666666667,9,6.71969696969697,8.13030303030303,4.96969696969697,6.61363636363636,7.04848484848485,5.5,9.88030303030304,7.6,8.23636363636364,6.71969696969697,4.86363636363636,6.98484848484849,6.38030303030303,9.63636363636364,7.6,10.6863636363636,7.56818181818182,5.81818181818182,11.2166666666667,4.96969696969697,7.71666666666667,6.13636363636364,4.96969696969697,6.03030303030303,9,7.25,NA
"309","Concon","Valparaiso",14.1504901960784,7.25,6.2,12.1916666666667,17.6764705882353,6.8125,11.1388888888889,11.9301470588235,7.32777777777778,8.41666666666667,7.6,9.44607843137255,9.875,9.63366013071895,8.88333333333333,7.01552287581699,8.31944444444444,6.95833333333334,6.25833333333333,9.35,9,8.07524509803922,10.4,8.41666666666667,12.0333333333333,8.91666666666667,11.3333333333333,7.95,5.85171568627451,12.6166666666667,7.25,6.9,9.5,10.0111111111111,12.4893790849673,10.5944444444444,6.2,6.43333333333333,10.9338235294118,10.975,6.87222222222223,6.22916666666667,6.55,4.8,9.72916666666667,10.1838235294118,10.14,11.8504901960784,6.25833333333333,8.95882352941176,6.8125,6.025,7.44444444444444,10.775,8.31666666666666,8.25882352941176,11.9583333333333,14.4877450980392,9.50326797385621,8.41666666666667,10.5972222222222,9.29338235294118,13.8926470588235,6.40588235294118,8.10441176470588,7.92254901960784,13.3611111111111,9,10.6055555555556,9.38888888888889,10.7916666666667,8.14444444444445,9.4375,8.65,6.56944444444444,6.52941176470588,10.7866013071895,9.79493464052288,6.23088235294118,9.17385620915033,10.2833333333333,8.36691176470588,5.96666666666667,4.83088235294118,9.35,7.5125,7.38611111111111,7.83333333333334,7.09444444444444,7.46446078431373,8.10441176470588,5.92777777777778,13.093137254902,7.71666666666667,7.30032679738562,12.0058823529412,5.86666666666667,9.93333333333333,11.5277777777778,8.60882352941177,11.0313725490196,12.3088235294118,4.8,7.41470588235294,11.3,8.88333333333333,11.1777777777778,8.3,5.73333333333333,9.23333333333333,8.80441176470588,9.17385620915033,6.66666666666667,8.43382352941177,7.79444444444445,9.25277777777778,11.45,10.8611111111111,7.83333333333333,9.64052287581699,13.2888888888889,12.7575163398693,11.6458333333333,6.8125,7.69607843137255,5.70588235294118,8.65,11.8,7.25,9.19444444444444,10.1666666666667,8.41666666666667,5.49027777777778,9.30882352941176,9,9.175,5.73333333333333,6.06274509803922,5.81111111111111,9.61993464052288,9.875,7.97916666666667,8.84444444444444,7.88366013071895,6.66666666666667,17.2377450980392,14.1838235294118,12.8088235294118,10.4977941176471,5.38333333333333,8.3,6.9,14.775,12.562962962963,8.80441176470588,6.025,8.3,8.46666666666667,11.3333333333333,6.9,15.3416666666667,6.70326797385621,11.2944444444444,8.35833333333333,8.72777777777778,8.8547385620915,12.5,5.79166666666667,5.44166666666666,10.3125,9.44607843137255,7.6875,10.587091503268,9.38333333333333,5.90032679738562,8.06666666666667,10.1666666666667,5.5,10.05,6.92222222222222,9.19444444444444,11.1574074074074,7.6,5.675,8.175,9.07777777777778,12.9416666666667,11.8,10.75,9,14.0566666666667,10.8004901960784,10.1666666666667,10.4,9.20833333333333,8.02549019607843,11.7254901960784,6.66666666666667,7.68921568627451,9.51764705882353,NA
"310","El Quisco","Valparaiso",6.93589743589744,7,7.95,9.15501165501166,7.51923076923077,5.5,11.4179487179487,6.43333333333333,9,11.3333333333333,9.00000000000001,4.01923076923077,8.84090909090909,8.18333333333333,9.33333333333334,6.82167832167832,8.73076923076923,10.8666666666667,8.73076923076923,6.66666666666667,10.1807692307692,7.25,9,6.43333333333333,8.16666666666667,7.83333333333333,10.9871794871795,9.93333333333333,7.51923076923077,9,9.58333333333333,6.2,7.83333333333333,8.25757575757576,9.32167832167832,9.06410256410257,9,9,10.1807692307692,8.44871794871795,4.01923076923077,8.41410256410256,10.1666666666667,5.5,5.93076923076923,5.5,10.1666666666667,7.68076923076923,5.51923076923077,8.18333333333333,10.3216783216783,7,5.51923076923077,9.75757575757576,9.26923076923077,7.83333333333333,7.58333333333334,5.76923076923077,6.66666666666667,7.25,7.51923076923077,9.00000000000001,7.7,11.8141025641026,10.4807692307692,7.25,9,12.5,8.18076923076923,10.2307692307692,10.5909090909091,10.5909090909091,6.2,9.26923076923077,7.09090909090909,7.93333333333333,9.93333333333333,7.01666666666667,4.45,8.73076923076923,11.3333333333333,8.41666666666667,7.68076923076923,9.93333333333333,9,7.83333333333333,10.2474358974359,9,10.8666666666667,9,5.5,6.66666666666667,10.3216783216783,8.26410256410256,8.96794871794872,8.41666666666667,8.68589743589744,8.41666666666667,7,8.25757575757576,7.26923076923077,9,9.93333333333333,10.2833333333333,7.51923076923077,5.5,7,6.78333333333333,7.41923076923077,5.5,8.38461538461538,5.76923076923077,7.56410256410257,8.73076923076923,9.26923076923077,9.93333333333333,9.00000000000001,8.25757575757576,7,11.6165501165501,5.25,8.73076923076923,5.5,6.66666666666667,9,6.2,11.0641025641026,5.5,7.33076923076924,9.7,7.83333333333333,6.78333333333333,8.43589743589744,9,6.66666666666667,7.51923076923077,8.52564102564102,9.26923076923077,10.5909090909091,4.01923076923077,8.31410256410256,11.1,6.93589743589744,9.42424242424243,10.6474358974359,7.25,4.16025641025641,9.58333333333333,9.26923076923077,10.1666666666667,8.84090909090909,7.09090909090909,3.75,5.98076923076923,8.76666666666667,9.93333333333334,8.1025641025641,3.75,12.5,11.3333333333333,9,9.8974358974359,9,7.83333333333333,8.53333333333333,6.66666666666667,9.35,8.76666666666667,5.5,7.01666666666667,7.01666666666667,5.23076923076923,5.76923076923077,7.51923076923077,7.83333333333333,10.6474358974359,11.3333333333333,10.1666666666667,7.09090909090909,11.3333333333333,7.26923076923077,9.58333333333333,9,8.84090909090909,10.8666666666667,10.75,6.66666666666667,7.83333333333333,11.3333333333333,9.91153846153846,7.8974358974359,7.93333333333333,9.42424242424243,7.83333333333333,7.67424242424242,9.7,6.66666666666667,5.5,8.25757575757576,7.83333333333333,NA
"311","El Tabo","Valparaiso",8.22222222222222,7.54166666666667,7.25,11.05,4.625,5.5,6.5,9,7.52222222222223,5.375,6.01388888888889,8.58333333333334,7.63888888888889,8.98055555555556,9.81666666666667,7.63888888888889,6.63888888888889,9.875,7.775,5.79166666666667,9.27222222222223,9.55555555555556,8,9,10.75,12.5,10.1666666666667,7.54166666666667,7.93055555555556,9.29166666666667,7.83333333333333,7.25,7.63888888888889,8,10.75,8.125,10.05,9.175,8.51388888888889,5.08333333333333,8.125,7.54166666666667,8.22222222222222,9.56388888888889,10.75,7.63888888888889,9.525,13.375,7.34722222222222,7.375,7.05555555555556,7.25,10.1666666666667,6.66666666666667,8.51388888888889,7.25,6.70555555555556,6.375,7.71666666666667,5.5,6.08333333333334,11.8,5.47222222222222,7.25,7.83333333333334,5.88888888888889,8.51388888888889,10.75,6.08333333333334,8.125,7.48333333333333,8.22222222222222,7.05555555555556,6.66666666666667,5.66666666666667,9,9.97222222222222,9.38888888888889,8.70833333333333,7.25,8.125,6.95833333333333,7.125,9.875,5.66666666666667,9.75,7.54166666666667,7.83333333333334,7.83333333333333,7.25,8.875,6.675,7.25,6.375,7.83333333333334,6.66666666666667,9.58333333333334,6.95833333333334,10.05,9,11.75,6.9,7.425,5.15,9.29166666666667,8.875,6.84166666666667,10.1666666666667,7.71666666666667,10.05,6.375,7.425,5.5,6.95833333333333,7.83333333333334,10.7888888888889,10.925,6.375,9,10.5555555555556,7.71666666666667,5.76388888888889,6.425,10.1666666666667,10.5555555555556,11.1388888888889,9.875,7.25,9.45833333333334,7.66666666666667,6.35555555555556,7.83333333333333,7.63888888888889,8.65,11.3333333333333,8.70833333333333,6.79166666666667,6.93888888888889,7.22222222222222,9.29166666666667,9.58333333333333,9.58333333333334,7.25,6.5,7.95,7.71666666666667,6.59722222222222,11.625,7.66666666666667,6.54166666666667,9.875,9.91388888888889,8.125,7.25,9.875,11.5083333333333,7.05555555555556,7.375,7.95833333333333,7.87222222222222,7.63888888888889,11.3333333333333,6.55,9.55555555555556,8.125,7.63888888888889,9.16666666666667,10,6.66666666666667,10.4583333333333,12.7333333333333,5.95833333333333,9.525,7.22222222222222,10.4583333333333,8.83333333333333,9,10.4,11.625,7.425,7.25,8.3,7.25,7.375,9.525,8.38888888888889,5.08333333333333,11.0416666666667,4.5,5.08333333333333,4.625,9.68055555555556,7.05555555555556,9.58333333333334,13.6666666666667,7.425,4.625,8.88333333333333,5.66666666666667,7.25,NA
"312","Hijuelas","Valparaiso",10.2727272727273,5.89772727272728,6.9,10.3363636363636,8.90909090909091,9.5,6.2,5.40909090909091,6.77272727272728,8.825,9,10.2727272727273,2.7,8.625,8.90909090909091,2.7,5.40909090909091,6.2,6,7.7,6,3.5,10.3363636363636,9,9.63636363636364,8.10909090909091,8.825,8.10909090909091,7.7,9.39772727272728,10.1363636363636,9.5,6.77272727272728,7.40909090909091,9.39772727272728,10.2727272727273,8.625,10.2727272727273,6.2,7,4.625,6.83636363636364,10.2727272727273,6.7,9.7,8.27272727272727,5.5,8.825,5.5,6,9,9.5,9.7,6,7.40909090909091,6.2,4.77272727272727,7.47272727272727,9.7,2,6,7,10.2727272727273,5.5,6.2,6.63636363636364,7.40909090909091,10.0340909090909,9.63636363636364,9.7,6.7,9,6.2,6.7,6.2,8.13636363636364,9,6.7,6.2,5.125,6.2,8.625,10.2727272727273,6.77272727272728,6,5.5,5.5,8.625,9.7,7.53636363636364,2,6.2,6.83636363636364,8.13636363636364,8.125,9,10.2727272727273,8.625,2.7,6.63636363636364,6.9,9.5,7,5.325,3.27272727272727,8.27272727272727,6.63636363636364,5.5,6.7,7.5,9,7.5,8.27272727272727,6,6.77272727272728,9.5,6.9,6.7,7,8.33636363636364,10.1363636363636,9,7.47272727272727,6,9.63636363636364,9.7,3.4,9.5,9.5,6.77272727272728,2,9,6.77272727272728,6.77272727272728,5.125,7,9.5,6.9,6,8.27272727272727,6.2,8.625,7,6.13636363636364,3.13636363636364,6.2,4.77272727272727,3.97272727272727,6.2,9,6.7,8.825,8.825,8.125,8.125,6.2,9,7.47272727272727,5.5,6.2,9.7,8.625,6.9,6.2,6.83636363636364,9.5,9,2,7.40909090909091,6.2,8.625,8.76136363636363,10.1363636363636,8.76136363636363,9.7,10.2727272727273,3.2,6.2,9,6,5.5,7.47272727272727,6,7.53636363636364,4.63636363636364,6.2,3.4,9,9.7,5.5,9.5,3.97272727272727,6.9,7,9.5,2.7,9.5,6,6.83636363636364,9,NA
"313","Isla de Pascua","Valparaiso",16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,NA
