"","region","codigo_comuna","comuna","poblacion","semana","oportunidad_comuna","dia","oportunidad_region","oportunidad_pais"
"1440","Maule",7302,"Hualane",10222,24,0.6,2020-06-11,0.58,0.26
"1441","Maule",7303,"Licanten",6989,17,NA,2020-04-23,0.56,0.72
"1442","Maule",7303,"Licanten",6989,18,NA,2020-04-30,0.4,0.71
"1443","Maule",7303,"Licanten",6989,19,NA,2020-05-07,0.66,0.63
"1444","Maule",7303,"Licanten",6989,20,NA,2020-05-14,0.57,0.49
"1445","Maule",7303,"Licanten",6989,21,NA,2020-05-21,0.76,0.37
"1446","Maule",7303,"Licanten",6989,22,NA,2020-05-28,0.62,0.29
"1447","Maule",7303,"Licanten",6989,23,NA,2020-06-04,0.68,0.3
"1448","Maule",7303,"Licanten",6989,24,NA,2020-06-11,0.58,0.26
"1449","Maule",7304,"Molina",49800,17,NA,2020-04-23,0.56,0.72
"1450","Maule",7304,"Molina",49800,18,NA,2020-04-30,0.4,0.71
"1451","Maule",7304,"Molina",49800,19,1,2020-05-07,0.66,0.63
"1452","Maule",7304,"Molina",49800,20,NA,2020-05-14,0.57,0.49
"1453","Maule",7304,"Molina",49800,21,0.33,2020-05-21,0.76,0.37
"1454","Maule",7304,"Molina",49800,22,0.67,2020-05-28,0.62,0.29
"1455","Maule",7304,"Molina",49800,23,0.54,2020-06-04,0.68,0.3
"1456","Maule",7304,"Molina",49800,24,0.14,2020-06-11,0.58,0.26
"1457","Maule",7305,"Rauco",11248,17,NA,2020-04-23,0.56,0.72
"1458","Maule",7305,"Rauco",11248,18,NA,2020-04-30,0.4,0.71
"1459","Maule",7305,"Rauco",11248,19,NA,2020-05-07,0.66,0.63
"1460","Maule",7305,"Rauco",11248,20,0,2020-05-14,0.57,0.49
"1461","Maule",7305,"Rauco",11248,21,1,2020-05-21,0.76,0.37
"1462","Maule",7305,"Rauco",11248,22,0.5,2020-05-28,0.62,0.29
"1463","Maule",7305,"Rauco",11248,23,NA,2020-06-04,0.68,0.3
"1464","Maule",7305,"Rauco",11248,24,0.5,2020-06-11,0.58,0.26
"1465","Maule",7306,"Romeral",16170,17,NA,2020-04-23,0.56,0.72
"1466","Maule",7306,"Romeral",16170,18,NA,2020-04-30,0.4,0.71
"1467","Maule",7306,"Romeral",16170,19,NA,2020-05-07,0.66,0.63
"1468","Maule",7306,"Romeral",16170,20,NA,2020-05-14,0.57,0.49
"1469","Maule",7306,"Romeral",16170,21,0.5,2020-05-21,0.76,0.37
"1470","Maule",7306,"Romeral",16170,22,0.43,2020-05-28,0.62,0.29
"1471","Maule",7306,"Romeral",16170,23,0.56,2020-06-04,0.68,0.3
"1472","Maule",7306,"Romeral",16170,24,1,2020-06-11,0.58,0.26
"1473","Maule",7307,"Sagrada Familia",19469,17,NA,2020-04-23,0.56,0.72
"1474","Maule",7307,"Sagrada Familia",19469,18,NA,2020-04-30,0.4,0.71
"1475","Maule",7307,"Sagrada Familia",19469,19,NA,2020-05-07,0.66,0.63
"1476","Maule",7307,"Sagrada Familia",19469,20,NA,2020-05-14,0.57,0.49
"1477","Maule",7307,"Sagrada Familia",19469,21,NA,2020-05-21,0.76,0.37
"1478","Maule",7307,"Sagrada Familia",19469,22,NA,2020-05-28,0.62,0.29
"1479","Maule",7307,"Sagrada Familia",19469,23,0.75,2020-06-04,0.68,0.3
"1480","Maule",7307,"Sagrada Familia",19469,24,0.44,2020-06-11,0.58,0.26
"1481","Maule",7308,"Teno",30850,17,NA,2020-04-23,0.56,0.72
"1482","Maule",7308,"Teno",30850,18,NA,2020-04-30,0.4,0.71
"1483","Maule",7308,"Teno",30850,19,0.5,2020-05-07,0.66,0.63
"1484","Maule",7308,"Teno",30850,20,NA,2020-05-14,0.57,0.49
"1485","Maule",7308,"Teno",30850,21,0.5,2020-05-21,0.76,0.37
"1486","Maule",7308,"Teno",30850,22,NA,2020-05-28,0.62,0.29
"1487","Maule",7308,"Teno",30850,23,0.43,2020-06-04,0.68,0.3
"1488","Maule",7308,"Teno",30850,24,0.67,2020-06-11,0.58,0.26
"1489","Maule",7309,"Vichuquen",4381,17,NA,2020-04-23,0.56,0.72
"1490","Maule",7309,"Vichuquen",4381,18,NA,2020-04-30,0.4,0.71
"1491","Maule",7309,"Vichuquen",4381,19,NA,2020-05-07,0.66,0.63
"1492","Maule",7309,"Vichuquen",4381,20,NA,2020-05-14,0.57,0.49
"1493","Maule",7309,"Vichuquen",4381,21,NA,2020-05-21,0.76,0.37
"1494","Maule",7309,"Vichuquen",4381,22,NA,2020-05-28,0.62,0.29
"1495","Maule",7309,"Vichuquen",4381,23,NA,2020-06-04,0.68,0.3
"1496","Maule",7309,"Vichuquen",4381,24,NA,2020-06-11,0.58,0.26
"1497","Maule",7401,"Linares",101073,17,0.5,2020-04-23,0.56,0.72
"1498","Maule",7401,"Linares",101073,18,NA,2020-04-30,0.4,0.71
"1499","Maule",7401,"Linares",101073,19,1,2020-05-07,0.66,0.63
"1500","Maule",7401,"Linares",101073,20,NA,2020-05-14,0.57,0.49
"1501","Maule",7401,"Linares",101073,21,0.6,2020-05-21,0.76,0.37
"1502","Maule",7401,"Linares",101073,22,0.56,2020-05-28,0.62,0.29
"1503","Maule",7401,"Linares",101073,23,0,2020-06-04,0.68,0.3
"1504","Maule",7401,"Linares",101073,24,0.55,2020-06-11,0.58,0.26
"1505","Maule",7402,"Colbun",22565,17,NA,2020-04-23,0.56,0.72
"1506","Maule",7402,"Colbun",22565,18,NA,2020-04-30,0.4,0.71
"1507","Maule",7402,"Colbun",22565,19,1,2020-05-07,0.66,0.63
"1508","Maule",7402,"Colbun",22565,20,0.33,2020-05-14,0.57,0.49
"1509","Maule",7402,"Colbun",22565,21,1,2020-05-21,0.76,0.37
"1510","Maule",7402,"Colbun",22565,22,NA,2020-05-28,0.62,0.29
"1511","Maule",7402,"Colbun",22565,23,0.25,2020-06-04,0.68,0.3
"1512","Maule",7402,"Colbun",22565,24,0.57,2020-06-11,0.58,0.26
"1513","Maule",7403,"Longavi",32810,17,NA,2020-04-23,0.56,0.72
"1514","Maule",7403,"Longavi",32810,18,NA,2020-04-30,0.4,0.71
"1515","Maule",7403,"Longavi",32810,19,0,2020-05-07,0.66,0.63
"1516","Maule",7403,"Longavi",32810,20,0.67,2020-05-14,0.57,0.49
"1517","Maule",7403,"Longavi",32810,21,0,2020-05-21,0.76,0.37
"1518","Maule",7403,"Longavi",32810,22,0.5,2020-05-28,0.62,0.29
"1519","Maule",7403,"Longavi",32810,23,0,2020-06-04,0.68,0.3
"1520","Maule",7403,"Longavi",32810,24,0.58,2020-06-11,0.58,0.26
"1521","Maule",7404,"Parral",44544,17,NA,2020-04-23,0.56,0.72
"1522","Maule",7404,"Parral",44544,18,NA,2020-04-30,0.4,0.71
"1523","Maule",7404,"Parral",44544,19,NA,2020-05-07,0.66,0.63
"1524","Maule",7404,"Parral",44544,20,0,2020-05-14,0.57,0.49
"1525","Maule",7404,"Parral",44544,21,0.92,2020-05-21,0.76,0.37
"1526","Maule",7404,"Parral",44544,22,0.19,2020-05-28,0.62,0.29
"1527","Maule",7404,"Parral",44544,23,0,2020-06-04,0.68,0.3
"1528","Maule",7404,"Parral",44544,24,0.46,2020-06-11,0.58,0.26
"1529","Maule",7405,"Retiro",21071,17,NA,2020-04-23,0.56,0.72
"1530","Maule",7405,"Retiro",21071,18,NA,2020-04-30,0.4,0.71
"1531","Maule",7405,"Retiro",21071,19,NA,2020-05-07,0.66,0.63
"1532","Maule",7405,"Retiro",21071,20,NA,2020-05-14,0.57,0.49
"1533","Maule",7405,"Retiro",21071,21,0.67,2020-05-21,0.76,0.37
"1534","Maule",7405,"Retiro",21071,22,0,2020-05-28,0.62,0.29
"1535","Maule",7405,"Retiro",21071,23,0,2020-06-04,0.68,0.3
"1536","Maule",7405,"Retiro",21071,24,0.3,2020-06-11,0.58,0.26
"1537","Maule",7406,"San Javier",49451,17,NA,2020-04-23,0.56,0.72
"1538","Maule",7406,"San Javier",49451,18,NA,2020-04-30,0.4,0.71
"1539","Maule",7406,"San Javier",49451,19,0.5,2020-05-07,0.66,0.63
"1540","Maule",7406,"San Javier",49451,20,NA,2020-05-14,0.57,0.49
"1541","Maule",7406,"San Javier",49451,21,0.5,2020-05-21,0.76,0.37
"1542","Maule",7406,"San Javier",49451,22,0.8,2020-05-28,0.62,0.29
"1543","Maule",7406,"San Javier",49451,23,0.56,2020-06-04,0.68,0.3
"1544","Maule",7406,"San Javier",49451,24,0.5,2020-06-11,0.58,0.26
"1545","Maule",7407,"Villa Alegre",17512,17,0,2020-04-23,0.56,0.72
"1546","Maule",7407,"Villa Alegre",17512,18,NA,2020-04-30,0.4,0.71
"1547","Maule",7407,"Villa Alegre",17512,19,NA,2020-05-07,0.66,0.63
"1548","Maule",7407,"Villa Alegre",17512,20,NA,2020-05-14,0.57,0.49
"1549","Maule",7407,"Villa Alegre",17512,21,0,2020-05-21,0.76,0.37
"1550","Maule",7407,"Villa Alegre",17512,22,NA,2020-05-28,0.62,0.29
"1551","Maule",7407,"Villa Alegre",17512,23,0.4,2020-06-04,0.68,0.3
"1552","Maule",7407,"Villa Alegre",17512,24,0.43,2020-06-11,0.58,0.26
"1553","Maule",7408,"Yerbas Buenas",19200,17,NA,2020-04-23,0.56,0.72
"1554","Maule",7408,"Yerbas Buenas",19200,18,NA,2020-04-30,0.4,0.71
"1555","Maule",7408,"Yerbas Buenas",19200,19,NA,2020-05-07,0.66,0.63
"1556","Maule",7408,"Yerbas Buenas",19200,20,0.67,2020-05-14,0.57,0.49
"1557","Maule",7408,"Yerbas Buenas",19200,21,0.67,2020-05-21,0.76,0.37
"1558","Maule",7408,"Yerbas Buenas",19200,22,0.75,2020-05-28,0.62,0.29
"1559","Maule",7408,"Yerbas Buenas",19200,23,1,2020-06-04,0.68,0.3
"1560","Maule",7408,"Yerbas Buenas",19200,24,0.33,2020-06-11,0.58,0.26
"1561","Metropolitana",13101,"Santiago",503147,17,0.65,2020-04-23,0.73,0.72
"1562","Metropolitana",13101,"Santiago",503147,18,0.82,2020-04-30,0.72,0.71
"1563","Metropolitana",13101,"Santiago",503147,19,0.66,2020-05-07,0.63,0.63
"1564","Metropolitana",13101,"Santiago",503147,20,0.37,2020-05-14,0.46,0.49
"1565","Metropolitana",13101,"Santiago",503147,21,0.33,2020-05-21,0.34,0.37
"1566","Metropolitana",13101,"Santiago",503147,22,0.3,2020-05-28,0.25,0.29
"1567","Metropolitana",13101,"Santiago",503147,23,0.25,2020-06-04,0.25,0.3
"1568","Metropolitana",13101,"Santiago",503147,24,0.22,2020-06-11,0.2,0.26
"1569","Metropolitana",13102,"Cerrillos",88956,17,0.71,2020-04-23,0.73,0.72
"1570","Metropolitana",13102,"Cerrillos",88956,18,0.85,2020-04-30,0.72,0.71
"1571","Metropolitana",13102,"Cerrillos",88956,19,0.71,2020-05-07,0.63,0.63
"1572","Metropolitana",13102,"Cerrillos",88956,20,0.32,2020-05-14,0.46,0.49
"1573","Metropolitana",13102,"Cerrillos",88956,21,0.37,2020-05-21,0.34,0.37
"1574","Metropolitana",13102,"Cerrillos",88956,22,0.3,2020-05-28,0.25,0.29
"1575","Metropolitana",13102,"Cerrillos",88956,23,0.23,2020-06-04,0.25,0.3
"1576","Metropolitana",13102,"Cerrillos",88956,24,0.27,2020-06-11,0.2,0.26
"1577","Metropolitana",13103,"Cerro Navia",142465,17,0.59,2020-04-23,0.73,0.72
"1578","Metropolitana",13103,"Cerro Navia",142465,18,0.67,2020-04-30,0.72,0.71
"1579","Metropolitana",13103,"Cerro Navia",142465,19,0.32,2020-05-07,0.63,0.63
"1580","Metropolitana",13103,"Cerro Navia",142465,20,0.34,2020-05-14,0.46,0.49
"1581","Metropolitana",13103,"Cerro Navia",142465,21,0.26,2020-05-21,0.34,0.37
"1582","Metropolitana",13103,"Cerro Navia",142465,22,0.14,2020-05-28,0.25,0.29
"1583","Metropolitana",13103,"Cerro Navia",142465,23,0.25,2020-06-04,0.25,0.3
"1584","Metropolitana",13103,"Cerro Navia",142465,24,0.1,2020-06-11,0.2,0.26
"1585","Metropolitana",13104,"Conchali",139195,17,0.8,2020-04-23,0.73,0.72
"1586","Metropolitana",13104,"Conchali",139195,18,0.57,2020-04-30,0.72,0.71
"1587","Metropolitana",13104,"Conchali",139195,19,0.75,2020-05-07,0.63,0.63
"1588","Metropolitana",13104,"Conchali",139195,20,0.43,2020-05-14,0.46,0.49
"1589","Metropolitana",13104,"Conchali",139195,21,0.2,2020-05-21,0.34,0.37
"1590","Metropolitana",13104,"Conchali",139195,22,0.23,2020-05-28,0.25,0.29
"1591","Metropolitana",13104,"Conchali",139195,23,0.3,2020-06-04,0.25,0.3
"1592","Metropolitana",13104,"Conchali",139195,24,0.13,2020-06-11,0.2,0.26
"1593","Metropolitana",13105,"El Bosque",172000,17,0.66,2020-04-23,0.73,0.72
"1594","Metropolitana",13105,"El Bosque",172000,18,0.67,2020-04-30,0.72,0.71
"1595","Metropolitana",13105,"El Bosque",172000,19,0.68,2020-05-07,0.63,0.63
"1596","Metropolitana",13105,"El Bosque",172000,20,0.4,2020-05-14,0.46,0.49
"1597","Metropolitana",13105,"El Bosque",172000,21,0.33,2020-05-21,0.34,0.37
"1598","Metropolitana",13105,"El Bosque",172000,22,0.16,2020-05-28,0.25,0.29
"1599","Metropolitana",13105,"El Bosque",172000,23,0.29,2020-06-04,0.25,0.3
"1600","Metropolitana",13105,"El Bosque",172000,24,0.26,2020-06-11,0.2,0.26
"1601","Metropolitana",13106,"Estacion Central",206792,17,0.71,2020-04-23,0.73,0.72
"1602","Metropolitana",13106,"Estacion Central",206792,18,0.84,2020-04-30,0.72,0.71
"1603","Metropolitana",13106,"Estacion Central",206792,19,0.54,2020-05-07,0.63,0.63
"1604","Metropolitana",13106,"Estacion Central",206792,20,0.52,2020-05-14,0.46,0.49
"1605","Metropolitana",13106,"Estacion Central",206792,21,0.35,2020-05-21,0.34,0.37
"1606","Metropolitana",13106,"Estacion Central",206792,22,0.32,2020-05-28,0.25,0.29
"1607","Metropolitana",13106,"Estacion Central",206792,23,0.25,2020-06-04,0.25,0.3
"1608","Metropolitana",13106,"Estacion Central",206792,24,0.2,2020-06-11,0.2,0.26
"1609","Metropolitana",13107,"Huechuraba",112528,17,0.6,2020-04-23,0.73,0.72
"1610","Metropolitana",13107,"Huechuraba",112528,18,0.65,2020-04-30,0.72,0.71
"1611","Metropolitana",13107,"Huechuraba",112528,19,0.72,2020-05-07,0.63,0.63
"1612","Metropolitana",13107,"Huechuraba",112528,20,0.39,2020-05-14,0.46,0.49
"1613","Metropolitana",13107,"Huechuraba",112528,21,0.18,2020-05-21,0.34,0.37
"1614","Metropolitana",13107,"Huechuraba",112528,22,0.14,2020-05-28,0.25,0.29
"1615","Metropolitana",13107,"Huechuraba",112528,23,0.21,2020-06-04,0.25,0.3
"1616","Metropolitana",13107,"Huechuraba",112528,24,0.17,2020-06-11,0.2,0.26
"1617","Metropolitana",13108,"Independencia",142065,17,0.74,2020-04-23,0.73,0.72
"1618","Metropolitana",13108,"Independencia",142065,18,0.58,2020-04-30,0.72,0.71
"1619","Metropolitana",13108,"Independencia",142065,19,0.53,2020-05-07,0.63,0.63
"1620","Metropolitana",13108,"Independencia",142065,20,0.47,2020-05-14,0.46,0.49
"1621","Metropolitana",13108,"Independencia",142065,21,0.31,2020-05-21,0.34,0.37
"1622","Metropolitana",13108,"Independencia",142065,22,0.22,2020-05-28,0.25,0.29
"1623","Metropolitana",13108,"Independencia",142065,23,0.25,2020-06-04,0.25,0.3
"1624","Metropolitana",13108,"Independencia",142065,24,0.21,2020-06-11,0.2,0.26
"1625","Metropolitana",13109,"La Cisterna",100434,17,0.91,2020-04-23,0.73,0.72
"1626","Metropolitana",13109,"La Cisterna",100434,18,0.43,2020-04-30,0.72,0.71
"1627","Metropolitana",13109,"La Cisterna",100434,19,0.65,2020-05-07,0.63,0.63
"1628","Metropolitana",13109,"La Cisterna",100434,20,0.56,2020-05-14,0.46,0.49
"1629","Metropolitana",13109,"La Cisterna",100434,21,0.38,2020-05-21,0.34,0.37
"1630","Metropolitana",13109,"La Cisterna",100434,22,0.52,2020-05-28,0.25,0.29
"1631","Metropolitana",13109,"La Cisterna",100434,23,0.26,2020-06-04,0.25,0.3
"1632","Metropolitana",13109,"La Cisterna",100434,24,0.3,2020-06-11,0.2,0.26
"1633","Metropolitana",13110,"La Florida",402433,17,0.61,2020-04-23,0.73,0.72
"1634","Metropolitana",13110,"La Florida",402433,18,0.75,2020-04-30,0.72,0.71
"1635","Metropolitana",13110,"La Florida",402433,19,0.7,2020-05-07,0.63,0.63
"1636","Metropolitana",13110,"La Florida",402433,20,0.56,2020-05-14,0.46,0.49
"1637","Metropolitana",13110,"La Florida",402433,21,0.33,2020-05-21,0.34,0.37
"1638","Metropolitana",13110,"La Florida",402433,22,0.27,2020-05-28,0.25,0.29
"1639","Metropolitana",13110,"La Florida",402433,23,0.28,2020-06-04,0.25,0.3
"1640","Metropolitana",13110,"La Florida",402433,24,0.25,2020-06-11,0.2,0.26
"1641","Metropolitana",13111,"La Granja",122557,17,0.8,2020-04-23,0.73,0.72
"1642","Metropolitana",13111,"La Granja",122557,18,0.82,2020-04-30,0.72,0.71
"1643","Metropolitana",13111,"La Granja",122557,19,0.65,2020-05-07,0.63,0.63
"1644","Metropolitana",13111,"La Granja",122557,20,0.59,2020-05-14,0.46,0.49
"1645","Metropolitana",13111,"La Granja",122557,21,0.35,2020-05-21,0.34,0.37
"1646","Metropolitana",13111,"La Granja",122557,22,0.27,2020-05-28,0.25,0.29
"1647","Metropolitana",13111,"La Granja",122557,23,0.2,2020-06-04,0.25,0.3
"1648","Metropolitana",13111,"La Granja",122557,24,0.19,2020-06-11,0.2,0.26
"1649","Metropolitana",13112,"La Pintana",189335,17,0.57,2020-04-23,0.73,0.72
"1650","Metropolitana",13112,"La Pintana",189335,18,0.62,2020-04-30,0.72,0.71
"1651","Metropolitana",13112,"La Pintana",189335,19,0.67,2020-05-07,0.63,0.63
"1652","Metropolitana",13112,"La Pintana",189335,20,0.46,2020-05-14,0.46,0.49
"1653","Metropolitana",13112,"La Pintana",189335,21,0.26,2020-05-21,0.34,0.37
"1654","Metropolitana",13112,"La Pintana",189335,22,0.23,2020-05-28,0.25,0.29
"1655","Metropolitana",13112,"La Pintana",189335,23,0.12,2020-06-04,0.25,0.3
"1656","Metropolitana",13112,"La Pintana",189335,24,0.15,2020-06-11,0.2,0.26
"1657","Metropolitana",13113,"La Reina",100252,17,0.89,2020-04-23,0.73,0.72
"1658","Metropolitana",13113,"La Reina",100252,18,0.79,2020-04-30,0.72,0.71
"1659","Metropolitana",13113,"La Reina",100252,19,0.91,2020-05-07,0.63,0.63
"1660","Metropolitana",13113,"La Reina",100252,20,0.55,2020-05-14,0.46,0.49
"1661","Metropolitana",13113,"La Reina",100252,21,0.4,2020-05-21,0.34,0.37
"1662","Metropolitana",13113,"La Reina",100252,22,0.24,2020-05-28,0.25,0.29
"1663","Metropolitana",13113,"La Reina",100252,23,0.18,2020-06-04,0.25,0.3
"1664","Metropolitana",13113,"La Reina",100252,24,0.35,2020-06-11,0.2,0.26
"1665","Metropolitana",13114,"Las Condes",330759,17,1,2020-04-23,0.73,0.72
"1666","Metropolitana",13114,"Las Condes",330759,18,0.81,2020-04-30,0.72,0.71
"1667","Metropolitana",13114,"Las Condes",330759,19,0.72,2020-05-07,0.63,0.63
"1668","Metropolitana",13114,"Las Condes",330759,20,0.62,2020-05-14,0.46,0.49
"1669","Metropolitana",13114,"Las Condes",330759,21,0.44,2020-05-21,0.34,0.37
"1670","Metropolitana",13114,"Las Condes",330759,22,0.39,2020-05-28,0.25,0.29
"1671","Metropolitana",13114,"Las Condes",330759,23,0.33,2020-06-04,0.25,0.3
"1672","Metropolitana",13114,"Las Condes",330759,24,0.36,2020-06-11,0.2,0.26
"1673","Metropolitana",13115,"Lo Barnechea",124076,17,0.75,2020-04-23,0.73,0.72
"1674","Metropolitana",13115,"Lo Barnechea",124076,18,0.71,2020-04-30,0.72,0.71
"1675","Metropolitana",13115,"Lo Barnechea",124076,19,0.85,2020-05-07,0.63,0.63
"1676","Metropolitana",13115,"Lo Barnechea",124076,20,0.57,2020-05-14,0.46,0.49
"1677","Metropolitana",13115,"Lo Barnechea",124076,21,0.37,2020-05-21,0.34,0.37
"1678","Metropolitana",13115,"Lo Barnechea",124076,22,0.29,2020-05-28,0.25,0.29
"1679","Metropolitana",13115,"Lo Barnechea",124076,23,0.44,2020-06-04,0.25,0.3
"1680","Metropolitana",13115,"Lo Barnechea",124076,24,0.16,2020-06-11,0.2,0.26
"1681","Metropolitana",13116,"Lo Espejo",103865,17,0.8,2020-04-23,0.73,0.72
"1682","Metropolitana",13116,"Lo Espejo",103865,18,0.75,2020-04-30,0.72,0.71
"1683","Metropolitana",13116,"Lo Espejo",103865,19,0.44,2020-05-07,0.63,0.63
"1684","Metropolitana",13116,"Lo Espejo",103865,20,0.23,2020-05-14,0.46,0.49
"1685","Metropolitana",13116,"Lo Espejo",103865,21,0.23,2020-05-21,0.34,0.37
"1686","Metropolitana",13116,"Lo Espejo",103865,22,0.26,2020-05-28,0.25,0.29
"1687","Metropolitana",13116,"Lo Espejo",103865,23,0.29,2020-06-04,0.25,0.3
"1688","Metropolitana",13116,"Lo Espejo",103865,24,0.21,2020-06-11,0.2,0.26
"1689","Metropolitana",13117,"Lo Prado",104403,17,0.96,2020-04-23,0.73,0.72
"1690","Metropolitana",13117,"Lo Prado",104403,18,0.48,2020-04-30,0.72,0.71
"1691","Metropolitana",13117,"Lo Prado",104403,19,0.45,2020-05-07,0.63,0.63
"1692","Metropolitana",13117,"Lo Prado",104403,20,0.38,2020-05-14,0.46,0.49
"1693","Metropolitana",13117,"Lo Prado",104403,21,0.2,2020-05-21,0.34,0.37
"1694","Metropolitana",13117,"Lo Prado",104403,22,0.09,2020-05-28,0.25,0.29
"1695","Metropolitana",13117,"Lo Prado",104403,23,0.15,2020-06-04,0.25,0.3
"1696","Metropolitana",13117,"Lo Prado",104403,24,0.1,2020-06-11,0.2,0.26
"1697","Metropolitana",13118,"Macul",134635,17,0.86,2020-04-23,0.73,0.72
"1698","Metropolitana",13118,"Macul",134635,18,0.69,2020-04-30,0.72,0.71
"1699","Metropolitana",13118,"Macul",134635,19,0.73,2020-05-07,0.63,0.63
"1700","Metropolitana",13118,"Macul",134635,20,0.49,2020-05-14,0.46,0.49
"1701","Metropolitana",13118,"Macul",134635,21,0.3,2020-05-21,0.34,0.37
"1702","Metropolitana",13118,"Macul",134635,22,0.2,2020-05-28,0.25,0.29
"1703","Metropolitana",13118,"Macul",134635,23,0.22,2020-06-04,0.25,0.3
"1704","Metropolitana",13118,"Macul",134635,24,0.33,2020-06-11,0.2,0.26
"1705","Metropolitana",13119,"Maipu",578605,17,0.8,2020-04-23,0.73,0.72
"1706","Metropolitana",13119,"Maipu",578605,18,0.82,2020-04-30,0.72,0.71
"1707","Metropolitana",13119,"Maipu",578605,19,0.65,2020-05-07,0.63,0.63
"1708","Metropolitana",13119,"Maipu",578605,20,0.5,2020-05-14,0.46,0.49
"1709","Metropolitana",13119,"Maipu",578605,21,0.34,2020-05-21,0.34,0.37
"1710","Metropolitana",13119,"Maipu",578605,22,0.32,2020-05-28,0.25,0.29
"1711","Metropolitana",13119,"Maipu",578605,23,0.24,2020-06-04,0.25,0.3
"1712","Metropolitana",13119,"Maipu",578605,24,0.23,2020-06-11,0.2,0.26
"1713","Metropolitana",13120,"Nunoa",250192,17,0.86,2020-04-23,0.73,0.72
"1714","Metropolitana",13120,"Nunoa",250192,18,0.69,2020-04-30,0.72,0.71
"1715","Metropolitana",13120,"Nunoa",250192,19,0.56,2020-05-07,0.63,0.63
"1716","Metropolitana",13120,"Nunoa",250192,20,0.53,2020-05-14,0.46,0.49
"1717","Metropolitana",13120,"Nunoa",250192,21,0.41,2020-05-21,0.34,0.37
"1718","Metropolitana",13120,"Nunoa",250192,22,0.29,2020-05-28,0.25,0.29
"1719","Metropolitana",13120,"Nunoa",250192,23,0.3,2020-06-04,0.25,0.3
"1720","Metropolitana",13120,"Nunoa",250192,24,0.38,2020-06-11,0.2,0.26
"1721","Metropolitana",13121,"Pedro Aguirre Cerda",107803,17,0.85,2020-04-23,0.73,0.72
"1722","Metropolitana",13121,"Pedro Aguirre Cerda",107803,18,0.69,2020-04-30,0.72,0.71
"1723","Metropolitana",13121,"Pedro Aguirre Cerda",107803,19,0.62,2020-05-07,0.63,0.63
"1724","Metropolitana",13121,"Pedro Aguirre Cerda",107803,20,0.42,2020-05-14,0.46,0.49
"1725","Metropolitana",13121,"Pedro Aguirre Cerda",107803,21,0.4,2020-05-21,0.34,0.37
"1726","Metropolitana",13121,"Pedro Aguirre Cerda",107803,22,0.21,2020-05-28,0.25,0.29
"1727","Metropolitana",13121,"Pedro Aguirre Cerda",107803,23,0.19,2020-06-04,0.25,0.3
"1728","Metropolitana",13121,"Pedro Aguirre Cerda",107803,24,0.13,2020-06-11,0.2,0.26
"1729","Metropolitana",13122,"Penalolen",266798,17,0.84,2020-04-23,0.73,0.72
"1730","Metropolitana",13122,"Penalolen",266798,18,0.79,2020-04-30,0.72,0.71
"1731","Metropolitana",13122,"Penalolen",266798,19,0.72,2020-05-07,0.63,0.63
"1732","Metropolitana",13122,"Penalolen",266798,20,0.41,2020-05-14,0.46,0.49
"1733","Metropolitana",13122,"Penalolen",266798,21,0.41,2020-05-21,0.34,0.37
"1734","Metropolitana",13122,"Penalolen",266798,22,0.33,2020-05-28,0.25,0.29
"1735","Metropolitana",13122,"Penalolen",266798,23,0.23,2020-06-04,0.25,0.3
"1736","Metropolitana",13122,"Penalolen",266798,24,0.27,2020-06-11,0.2,0.26
"1737","Metropolitana",13123,"Providencia",157749,17,0.75,2020-04-23,0.73,0.72
"1738","Metropolitana",13123,"Providencia",157749,18,0.71,2020-04-30,0.72,0.71
"1739","Metropolitana",13123,"Providencia",157749,19,0.86,2020-05-07,0.63,0.63
"1740","Metropolitana",13123,"Providencia",157749,20,0.71,2020-05-14,0.46,0.49
"1741","Metropolitana",13123,"Providencia",157749,21,0.54,2020-05-21,0.34,0.37
"1742","Metropolitana",13123,"Providencia",157749,22,0.35,2020-05-28,0.25,0.29
"1743","Metropolitana",13123,"Providencia",157749,23,0.26,2020-06-04,0.25,0.3
"1744","Metropolitana",13123,"Providencia",157749,24,0.38,2020-06-11,0.2,0.26
"1745","Metropolitana",13124,"Pudahuel",253139,17,0.9,2020-04-23,0.73,0.72
"1746","Metropolitana",13124,"Pudahuel",253139,18,0.53,2020-04-30,0.72,0.71
"1747","Metropolitana",13124,"Pudahuel",253139,19,0.44,2020-05-07,0.63,0.63
"1748","Metropolitana",13124,"Pudahuel",253139,20,0.32,2020-05-14,0.46,0.49
"1749","Metropolitana",13124,"Pudahuel",253139,21,0.26,2020-05-21,0.34,0.37
"1750","Metropolitana",13124,"Pudahuel",253139,22,0.12,2020-05-28,0.25,0.29
"1751","Metropolitana",13124,"Pudahuel",253139,23,0.2,2020-06-04,0.25,0.3
"1752","Metropolitana",13124,"Pudahuel",253139,24,0.11,2020-06-11,0.2,0.26
"1753","Metropolitana",13125,"Quilicura",254694,17,0.38,2020-04-23,0.73,0.72
"1754","Metropolitana",13125,"Quilicura",254694,18,0.56,2020-04-30,0.72,0.71
"1755","Metropolitana",13125,"Quilicura",254694,19,0.62,2020-05-07,0.63,0.63
"1756","Metropolitana",13125,"Quilicura",254694,20,0.47,2020-05-14,0.46,0.49
"1757","Metropolitana",13125,"Quilicura",254694,21,0.24,2020-05-21,0.34,0.37
"1758","Metropolitana",13125,"Quilicura",254694,22,0.17,2020-05-28,0.25,0.29
