"","region","codigo_comuna","comuna","poblacion","semana","oportunidad_comuna","dia","oportunidad_region","oportunidad_pais"
"689","Biobío",8304,"Laja",23873,17,1,2020-04-23,0.76,0.72
"690","Biobío",8304,"Laja",23873,18,NA,2020-04-30,0.64,0.71
"691","Biobío",8304,"Laja",23873,19,0.89,2020-05-07,0.85,0.63
"692","Biobío",8304,"Laja",23873,20,0.89,2020-05-14,0.75,0.49
"693","Biobío",8304,"Laja",23873,21,1,2020-05-21,0.82,0.37
"694","Biobío",8304,"Laja",23873,22,0.67,2020-05-28,0.78,0.29
"695","Biobío",8304,"Laja",23873,23,NA,2020-06-04,0.67,0.3
"696","Biobío",8304,"Laja",23873,24,1,2020-06-11,0.72,0.26
"697","Biobío",8305,"Mulchen",31041,17,NA,2020-04-23,0.76,0.72
"698","Biobío",8305,"Mulchen",31041,18,1,2020-04-30,0.64,0.71
"699","Biobío",8305,"Mulchen",31041,19,0.5,2020-05-07,0.85,0.63
"700","Biobío",8305,"Mulchen",31041,20,1,2020-05-14,0.75,0.49
"701","Biobío",8305,"Mulchen",31041,21,NA,2020-05-21,0.82,0.37
"702","Biobío",8305,"Mulchen",31041,22,1,2020-05-28,0.78,0.29
"703","Biobío",8305,"Mulchen",31041,23,0,2020-06-04,0.67,0.3
"704","Biobío",8305,"Mulchen",31041,24,NA,2020-06-11,0.72,0.26
"705","Biobío",8306,"Nacimiento",27944,17,NA,2020-04-23,0.76,0.72
"706","Biobío",8306,"Nacimiento",27944,18,1,2020-04-30,0.64,0.71
"707","Biobío",8306,"Nacimiento",27944,19,0.75,2020-05-07,0.85,0.63
"708","Biobío",8306,"Nacimiento",27944,20,0.67,2020-05-14,0.75,0.49
"709","Biobío",8306,"Nacimiento",27944,21,1,2020-05-21,0.82,0.37
"710","Biobío",8306,"Nacimiento",27944,22,1,2020-05-28,0.78,0.29
"711","Biobío",8306,"Nacimiento",27944,23,0.25,2020-06-04,0.67,0.3
"712","Biobío",8306,"Nacimiento",27944,24,0.92,2020-06-11,0.72,0.26
"713","Biobío",8307,"Negrete",10429,17,NA,2020-04-23,0.76,0.72
"714","Biobío",8307,"Negrete",10429,18,NA,2020-04-30,0.64,0.71
"715","Biobío",8307,"Negrete",10429,19,1,2020-05-07,0.85,0.63
"716","Biobío",8307,"Negrete",10429,20,0.86,2020-05-14,0.75,0.49
"717","Biobío",8307,"Negrete",10429,21,0.5,2020-05-21,0.82,0.37
"718","Biobío",8307,"Negrete",10429,22,0.78,2020-05-28,0.78,0.29
"719","Biobío",8307,"Negrete",10429,23,1,2020-06-04,0.67,0.3
"720","Biobío",8307,"Negrete",10429,24,0.71,2020-06-11,0.72,0.26
"721","Biobío",8308,"Quilaco",4179,17,NA,2020-04-23,0.76,0.72
"722","Biobío",8308,"Quilaco",4179,18,NA,2020-04-30,0.64,0.71
"723","Biobío",8308,"Quilaco",4179,19,NA,2020-05-07,0.85,0.63
"724","Biobío",8308,"Quilaco",4179,20,NA,2020-05-14,0.75,0.49
"725","Biobío",8308,"Quilaco",4179,21,NA,2020-05-21,0.82,0.37
"726","Biobío",8308,"Quilaco",4179,22,NA,2020-05-28,0.78,0.29
"727","Biobío",8308,"Quilaco",4179,23,0.5,2020-06-04,0.67,0.3
"728","Biobío",8308,"Quilaco",4179,24,NA,2020-06-11,0.72,0.26
"729","Biobío",8309,"Quilleco",10032,17,NA,2020-04-23,0.76,0.72
"730","Biobío",8309,"Quilleco",10032,18,NA,2020-04-30,0.64,0.71
"731","Biobío",8309,"Quilleco",10032,19,NA,2020-05-07,0.85,0.63
"732","Biobío",8309,"Quilleco",10032,20,NA,2020-05-14,0.75,0.49
"733","Biobío",8309,"Quilleco",10032,21,1,2020-05-21,0.82,0.37
"734","Biobío",8309,"Quilleco",10032,22,1,2020-05-28,0.78,0.29
"735","Biobío",8309,"Quilleco",10032,23,1,2020-06-04,0.67,0.3
"736","Biobío",8309,"Quilleco",10032,24,NA,2020-06-11,0.72,0.26
"737","Biobío",8310,"San Rosendo",3611,17,NA,2020-04-23,0.76,0.72
"738","Biobío",8310,"San Rosendo",3611,18,NA,2020-04-30,0.64,0.71
"739","Biobío",8310,"San Rosendo",3611,19,NA,2020-05-07,0.85,0.63
"740","Biobío",8310,"San Rosendo",3611,20,0.5,2020-05-14,0.75,0.49
"741","Biobío",8310,"San Rosendo",3611,21,NA,2020-05-21,0.82,0.37
"742","Biobío",8310,"San Rosendo",3611,22,NA,2020-05-28,0.78,0.29
"743","Biobío",8310,"San Rosendo",3611,23,1,2020-06-04,0.67,0.3
"744","Biobío",8310,"San Rosendo",3611,24,NA,2020-06-11,0.72,0.26
"745","Biobío",8311,"Santa Barbara",14592,17,NA,2020-04-23,0.76,0.72
"746","Biobío",8311,"Santa Barbara",14592,18,NA,2020-04-30,0.64,0.71
"747","Biobío",8311,"Santa Barbara",14592,19,NA,2020-05-07,0.85,0.63
"748","Biobío",8311,"Santa Barbara",14592,20,0.83,2020-05-14,0.75,0.49
"749","Biobío",8311,"Santa Barbara",14592,21,0.75,2020-05-21,0.82,0.37
"750","Biobío",8311,"Santa Barbara",14592,22,0.88,2020-05-28,0.78,0.29
"751","Biobío",8311,"Santa Barbara",14592,23,1,2020-06-04,0.67,0.3
"752","Biobío",8311,"Santa Barbara",14592,24,0.6,2020-06-11,0.72,0.26
"753","Biobío",8312,"Tucapel",15205,17,NA,2020-04-23,0.76,0.72
"754","Biobío",8312,"Tucapel",15205,18,NA,2020-04-30,0.64,0.71
"755","Biobío",8312,"Tucapel",15205,19,NA,2020-05-07,0.85,0.63
"756","Biobío",8312,"Tucapel",15205,20,1,2020-05-14,0.75,0.49
"757","Biobío",8312,"Tucapel",15205,21,1,2020-05-21,0.82,0.37
"758","Biobío",8312,"Tucapel",15205,22,0.5,2020-05-28,0.78,0.29
"759","Biobío",8312,"Tucapel",15205,23,0.82,2020-06-04,0.67,0.3
"760","Biobío",8312,"Tucapel",15205,24,1,2020-06-11,0.72,0.26
"761","Biobío",8313,"Yumbel",22132,17,NA,2020-04-23,0.76,0.72
"762","Biobío",8313,"Yumbel",22132,18,1,2020-04-30,0.64,0.71
"763","Biobío",8313,"Yumbel",22132,19,0.75,2020-05-07,0.85,0.63
"764","Biobío",8313,"Yumbel",22132,20,NA,2020-05-14,0.75,0.49
"765","Biobío",8313,"Yumbel",22132,21,0.6,2020-05-21,0.82,0.37
"766","Biobío",8313,"Yumbel",22132,22,1,2020-05-28,0.78,0.29
"767","Biobío",8313,"Yumbel",22132,23,0,2020-06-04,0.67,0.3
"768","Biobío",8313,"Yumbel",22132,24,0.86,2020-06-11,0.72,0.26
"769","Biobío",8314,"Alto Biobio",6775,17,NA,2020-04-23,0.76,0.72
"770","Biobío",8314,"Alto Biobio",6775,18,NA,2020-04-30,0.64,0.71
"771","Biobío",8314,"Alto Biobio",6775,19,NA,2020-05-07,0.85,0.63
"772","Biobío",8314,"Alto Biobio",6775,20,NA,2020-05-14,0.75,0.49
"773","Biobío",8314,"Alto Biobio",6775,21,0.62,2020-05-21,0.82,0.37
"774","Biobío",8314,"Alto Biobio",6775,22,0.72,2020-05-28,0.78,0.29
"775","Biobío",8314,"Alto Biobio",6775,23,0.82,2020-06-04,0.67,0.3
"776","Biobío",8314,"Alto Biobio",6775,24,0.44,2020-06-11,0.72,0.26
"777","Coquimbo",4101,"La Serena",249656,17,1,2020-04-23,1,0.72
"778","Coquimbo",4101,"La Serena",249656,18,0.86,2020-04-30,0.88,0.71
"779","Coquimbo",4101,"La Serena",249656,19,0.57,2020-05-07,0.6,0.63
"780","Coquimbo",4101,"La Serena",249656,20,0.67,2020-05-14,0.62,0.49
"781","Coquimbo",4101,"La Serena",249656,21,0.14,2020-05-21,0.15,0.37
"782","Coquimbo",4101,"La Serena",249656,22,0.39,2020-05-28,0.43,0.29
"783","Coquimbo",4101,"La Serena",249656,23,0.35,2020-06-04,0.28,0.3
"784","Coquimbo",4101,"La Serena",249656,24,0.46,2020-06-11,0.4,0.26
"785","Coquimbo",4102,"Coquimbo",256735,17,1,2020-04-23,1,0.72
"786","Coquimbo",4102,"Coquimbo",256735,18,1,2020-04-30,0.88,0.71
"787","Coquimbo",4102,"Coquimbo",256735,19,0.67,2020-05-07,0.6,0.63
"788","Coquimbo",4102,"Coquimbo",256735,20,0.43,2020-05-14,0.62,0.49
"789","Coquimbo",4102,"Coquimbo",256735,21,0.29,2020-05-21,0.15,0.37
"790","Coquimbo",4102,"Coquimbo",256735,22,0.6,2020-05-28,0.43,0.29
"791","Coquimbo",4102,"Coquimbo",256735,23,0.18,2020-06-04,0.28,0.3
"792","Coquimbo",4102,"Coquimbo",256735,24,0.36,2020-06-11,0.4,0.26
"793","Coquimbo",4103,"Andacollo",11791,17,NA,2020-04-23,1,0.72
"794","Coquimbo",4103,"Andacollo",11791,18,1,2020-04-30,0.88,0.71
"795","Coquimbo",4103,"Andacollo",11791,19,NA,2020-05-07,0.6,0.63
"796","Coquimbo",4103,"Andacollo",11791,20,NA,2020-05-14,0.62,0.49
"797","Coquimbo",4103,"Andacollo",11791,21,NA,2020-05-21,0.15,0.37
"798","Coquimbo",4103,"Andacollo",11791,22,NA,2020-05-28,0.43,0.29
"799","Coquimbo",4103,"Andacollo",11791,23,0.5,2020-06-04,0.28,0.3
"800","Coquimbo",4103,"Andacollo",11791,24,NA,2020-06-11,0.4,0.26
"801","Coquimbo",4104,"La Higuera",4450,17,NA,2020-04-23,1,0.72
"802","Coquimbo",4104,"La Higuera",4450,18,NA,2020-04-30,0.88,0.71
"803","Coquimbo",4104,"La Higuera",4450,19,NA,2020-05-07,0.6,0.63
"804","Coquimbo",4104,"La Higuera",4450,20,NA,2020-05-14,0.62,0.49
"805","Coquimbo",4104,"La Higuera",4450,21,NA,2020-05-21,0.15,0.37
"806","Coquimbo",4104,"La Higuera",4450,22,1,2020-05-28,0.43,0.29
"807","Coquimbo",4104,"La Higuera",4450,23,NA,2020-06-04,0.28,0.3
"808","Coquimbo",4104,"La Higuera",4450,24,NA,2020-06-11,0.4,0.26
"809","Coquimbo",4105,"Paiguano",4675,17,NA,2020-04-23,1,0.72
"810","Coquimbo",4105,"Paiguano",4675,18,NA,2020-04-30,0.88,0.71
"811","Coquimbo",4105,"Paiguano",4675,19,NA,2020-05-07,0.6,0.63
"812","Coquimbo",4105,"Paiguano",4675,20,NA,2020-05-14,0.62,0.49
"813","Coquimbo",4105,"Paiguano",4675,21,NA,2020-05-21,0.15,0.37
"814","Coquimbo",4105,"Paiguano",4675,22,0.5,2020-05-28,0.43,0.29
"815","Coquimbo",4105,"Paiguano",4675,23,0,2020-06-04,0.28,0.3
"816","Coquimbo",4105,"Paiguano",4675,24,0,2020-06-11,0.4,0.26
"817","Coquimbo",4106,"Vicuna",29741,17,NA,2020-04-23,1,0.72
"818","Coquimbo",4106,"Vicuna",29741,18,0,2020-04-30,0.88,0.71
"819","Coquimbo",4106,"Vicuna",29741,19,1,2020-05-07,0.6,0.63
"820","Coquimbo",4106,"Vicuna",29741,20,0.5,2020-05-14,0.62,0.49
"821","Coquimbo",4106,"Vicuna",29741,21,0.5,2020-05-21,0.15,0.37
"822","Coquimbo",4106,"Vicuna",29741,22,NA,2020-05-28,0.43,0.29
"823","Coquimbo",4106,"Vicuna",29741,23,0,2020-06-04,0.28,0.3
"824","Coquimbo",4106,"Vicuna",29741,24,0,2020-06-11,0.4,0.26
"825","Coquimbo",4201,"Illapel",32801,17,NA,2020-04-23,1,0.72
"826","Coquimbo",4201,"Illapel",32801,18,1,2020-04-30,0.88,0.71
"827","Coquimbo",4201,"Illapel",32801,19,NA,2020-05-07,0.6,0.63
"828","Coquimbo",4201,"Illapel",32801,20,NA,2020-05-14,0.62,0.49
"829","Coquimbo",4201,"Illapel",32801,21,NA,2020-05-21,0.15,0.37
"830","Coquimbo",4201,"Illapel",32801,22,1,2020-05-28,0.43,0.29
"831","Coquimbo",4201,"Illapel",32801,23,0.33,2020-06-04,0.28,0.3
"832","Coquimbo",4201,"Illapel",32801,24,0.5,2020-06-11,0.4,0.26
"833","Coquimbo",4202,"Canela",9546,17,NA,2020-04-23,1,0.72
"834","Coquimbo",4202,"Canela",9546,18,NA,2020-04-30,0.88,0.71
"835","Coquimbo",4202,"Canela",9546,19,NA,2020-05-07,0.6,0.63
"836","Coquimbo",4202,"Canela",9546,20,NA,2020-05-14,0.62,0.49
"837","Coquimbo",4202,"Canela",9546,21,NA,2020-05-21,0.15,0.37
"838","Coquimbo",4202,"Canela",9546,22,NA,2020-05-28,0.43,0.29
"839","Coquimbo",4202,"Canela",9546,23,0,2020-06-04,0.28,0.3
"840","Coquimbo",4202,"Canela",9546,24,NA,2020-06-11,0.4,0.26
"841","Coquimbo",4203,"Los Vilos",23374,17,NA,2020-04-23,1,0.72
"842","Coquimbo",4203,"Los Vilos",23374,18,NA,2020-04-30,0.88,0.71
"843","Coquimbo",4203,"Los Vilos",23374,19,NA,2020-05-07,0.6,0.63
"844","Coquimbo",4203,"Los Vilos",23374,20,NA,2020-05-14,0.62,0.49
"845","Coquimbo",4203,"Los Vilos",23374,21,NA,2020-05-21,0.15,0.37
"846","Coquimbo",4203,"Los Vilos",23374,22,0,2020-05-28,0.43,0.29
"847","Coquimbo",4203,"Los Vilos",23374,23,0,2020-06-04,0.28,0.3
"848","Coquimbo",4203,"Los Vilos",23374,24,0,2020-06-11,0.4,0.26
"849","Coquimbo",4204,"Salamanca",29110,17,NA,2020-04-23,1,0.72
"850","Coquimbo",4204,"Salamanca",29110,18,1,2020-04-30,0.88,0.71
"851","Coquimbo",4204,"Salamanca",29110,19,0,2020-05-07,0.6,0.63
"852","Coquimbo",4204,"Salamanca",29110,20,NA,2020-05-14,0.62,0.49
"853","Coquimbo",4204,"Salamanca",29110,21,0,2020-05-21,0.15,0.37
"854","Coquimbo",4204,"Salamanca",29110,22,0.6,2020-05-28,0.43,0.29
"855","Coquimbo",4204,"Salamanca",29110,23,0.33,2020-06-04,0.28,0.3
"856","Coquimbo",4204,"Salamanca",29110,24,0,2020-06-11,0.4,0.26
"857","Coquimbo",4301,"Ovalle",121269,17,NA,2020-04-23,1,0.72
"858","Coquimbo",4301,"Ovalle",121269,18,1,2020-04-30,0.88,0.71
"859","Coquimbo",4301,"Ovalle",121269,19,0.75,2020-05-07,0.6,0.63
"860","Coquimbo",4301,"Ovalle",121269,20,0.77,2020-05-14,0.62,0.49
"861","Coquimbo",4301,"Ovalle",121269,21,0,2020-05-21,0.15,0.37
"862","Coquimbo",4301,"Ovalle",121269,22,0.35,2020-05-28,0.43,0.29
"863","Coquimbo",4301,"Ovalle",121269,23,0.35,2020-06-04,0.28,0.3
"864","Coquimbo",4301,"Ovalle",121269,24,0.41,2020-06-11,0.4,0.26
"865","Coquimbo",4302,"Combarbala",13884,17,NA,2020-04-23,1,0.72
"866","Coquimbo",4302,"Combarbala",13884,18,NA,2020-04-30,0.88,0.71
"867","Coquimbo",4302,"Combarbala",13884,19,0,2020-05-07,0.6,0.63
"868","Coquimbo",4302,"Combarbala",13884,20,1,2020-05-14,0.62,0.49
"869","Coquimbo",4302,"Combarbala",13884,21,0,2020-05-21,0.15,0.37
"870","Coquimbo",4302,"Combarbala",13884,22,0.6,2020-05-28,0.43,0.29
"871","Coquimbo",4302,"Combarbala",13884,23,0.5,2020-06-04,0.28,0.3
"872","Coquimbo",4302,"Combarbala",13884,24,NA,2020-06-11,0.4,0.26
"873","Coquimbo",4303,"Monte Patria",32527,17,NA,2020-04-23,1,0.72
"874","Coquimbo",4303,"Monte Patria",32527,18,NA,2020-04-30,0.88,0.71
"875","Coquimbo",4303,"Monte Patria",32527,19,NA,2020-05-07,0.6,0.63
"876","Coquimbo",4303,"Monte Patria",32527,20,1,2020-05-14,0.62,0.49
"877","Coquimbo",4303,"Monte Patria",32527,21,0.33,2020-05-21,0.15,0.37
"878","Coquimbo",4303,"Monte Patria",32527,22,0.21,2020-05-28,0.43,0.29
"879","Coquimbo",4303,"Monte Patria",32527,23,0.15,2020-06-04,0.28,0.3
"880","Coquimbo",4303,"Monte Patria",32527,24,0.39,2020-06-11,0.4,0.26
"881","Coquimbo",4304,"Punitaqui",12165,17,NA,2020-04-23,1,0.72
"882","Coquimbo",4304,"Punitaqui",12165,18,1,2020-04-30,0.88,0.71
"883","Coquimbo",4304,"Punitaqui",12165,19,0.67,2020-05-07,0.6,0.63
"884","Coquimbo",4304,"Punitaqui",12165,20,NA,2020-05-14,0.62,0.49
"885","Coquimbo",4304,"Punitaqui",12165,21,0,2020-05-21,0.15,0.37
"886","Coquimbo",4304,"Punitaqui",12165,22,1,2020-05-28,0.43,0.29
"887","Coquimbo",4304,"Punitaqui",12165,23,0.11,2020-06-04,0.28,0.3
"888","Coquimbo",4304,"Punitaqui",12165,24,1,2020-06-11,0.4,0.26
"889","Coquimbo",4305,"Rio Hurtado",4372,17,NA,2020-04-23,1,0.72
"890","Coquimbo",4305,"Rio Hurtado",4372,18,NA,2020-04-30,0.88,0.71
"891","Coquimbo",4305,"Rio Hurtado",4372,19,NA,2020-05-07,0.6,0.63
"892","Coquimbo",4305,"Rio Hurtado",4372,20,NA,2020-05-14,0.62,0.49
"893","Coquimbo",4305,"Rio Hurtado",4372,21,NA,2020-05-21,0.15,0.37
"894","Coquimbo",4305,"Rio Hurtado",4372,22,1,2020-05-28,0.43,0.29
"895","Coquimbo",4305,"Rio Hurtado",4372,23,0.67,2020-06-04,0.28,0.3
"896","Coquimbo",4305,"Rio Hurtado",4372,24,0,2020-06-11,0.4,0.26
"897","Los Lagos",10101,"Puerto Montt",269398,17,NA,2020-04-23,0.89,0.72
"898","Los Lagos",10101,"Puerto Montt",269398,18,NA,2020-04-30,0.69,0.71
"899","Los Lagos",10101,"Puerto Montt",269398,19,1,2020-05-07,0.75,0.63
"900","Los Lagos",10101,"Puerto Montt",269398,20,0,2020-05-14,0.92,0.49
"901","Los Lagos",10101,"Puerto Montt",269398,21,0.91,2020-05-21,0.88,0.37
"902","Los Lagos",10101,"Puerto Montt",269398,22,0.73,2020-05-28,0.62,0.29
"903","Los Lagos",10101,"Puerto Montt",269398,23,0.4,2020-06-04,0.62,0.3
"904","Los Lagos",10101,"Puerto Montt",269398,24,0.82,2020-06-11,0.74,0.26
"905","Los Lagos",10102,"Calbuco",36744,17,NA,2020-04-23,0.89,0.72
"906","Los Lagos",10102,"Calbuco",36744,18,NA,2020-04-30,0.69,0.71
"907","Los Lagos",10102,"Calbuco",36744,19,1,2020-05-07,0.75,0.63
"908","Los Lagos",10102,"Calbuco",36744,20,NA,2020-05-14,0.92,0.49
"909","Los Lagos",10102,"Calbuco",36744,21,NA,2020-05-21,0.88,0.37
"910","Los Lagos",10102,"Calbuco",36744,22,NA,2020-05-28,0.62,0.29
"911","Los Lagos",10102,"Calbuco",36744,23,NA,2020-06-04,0.62,0.3
"912","Los Lagos",10102,"Calbuco",36744,24,1,2020-06-11,0.74,0.26
"913","Los Lagos",10103,"Cochamo",4006,17,NA,2020-04-23,0.89,0.72
"914","Los Lagos",10103,"Cochamo",4006,18,NA,2020-04-30,0.69,0.71
"915","Los Lagos",10103,"Cochamo",4006,19,NA,2020-05-07,0.75,0.63
"916","Los Lagos",10103,"Cochamo",4006,20,NA,2020-05-14,0.92,0.49
"917","Los Lagos",10103,"Cochamo",4006,21,NA,2020-05-21,0.88,0.37
"918","Los Lagos",10103,"Cochamo",4006,22,NA,2020-05-28,0.62,0.29
"919","Los Lagos",10103,"Cochamo",4006,23,NA,2020-06-04,0.62,0.3
"920","Los Lagos",10103,"Cochamo",4006,24,NA,2020-06-11,0.74,0.26
"921","Los Lagos",10104,"Fresia",12656,17,NA,2020-04-23,0.89,0.72
"922","Los Lagos",10104,"Fresia",12656,18,NA,2020-04-30,0.69,0.71
"923","Los Lagos",10104,"Fresia",12656,19,NA,2020-05-07,0.75,0.63
"924","Los Lagos",10104,"Fresia",12656,20,NA,2020-05-14,0.92,0.49
"925","Los Lagos",10104,"Fresia",12656,21,NA,2020-05-21,0.88,0.37
"926","Los Lagos",10104,"Fresia",12656,22,NA,2020-05-28,0.62,0.29
"927","Los Lagos",10104,"Fresia",12656,23,NA,2020-06-04,0.62,0.3
"928","Los Lagos",10104,"Fresia",12656,24,1,2020-06-11,0.74,0.26
"929","Los Lagos",10105,"Frutillar",20223,17,NA,2020-04-23,0.89,0.72
"930","Los Lagos",10105,"Frutillar",20223,18,NA,2020-04-30,0.69,0.71
"931","Los Lagos",10105,"Frutillar",20223,19,NA,2020-05-07,0.75,0.63
"932","Los Lagos",10105,"Frutillar",20223,20,NA,2020-05-14,0.92,0.49
"933","Los Lagos",10105,"Frutillar",20223,21,1,2020-05-21,0.88,0.37
"934","Los Lagos",10105,"Frutillar",20223,22,1,2020-05-28,0.62,0.29
"935","Los Lagos",10105,"Frutillar",20223,23,NA,2020-06-04,0.62,0.3
"936","Los Lagos",10105,"Frutillar",20223,24,0,2020-06-11,0.74,0.26
"937","Los Lagos",10106,"Los Muermos",17817,17,NA,2020-04-23,0.89,0.72
"938","Los Lagos",10106,"Los Muermos",17817,18,NA,2020-04-30,0.69,0.71
"939","Los Lagos",10106,"Los Muermos",17817,19,1,2020-05-07,0.75,0.63
"940","Los Lagos",10106,"Los Muermos",17817,20,NA,2020-05-14,0.92,0.49
"941","Los Lagos",10106,"Los Muermos",17817,21,NA,2020-05-21,0.88,0.37
"942","Los Lagos",10106,"Los Muermos",17817,22,NA,2020-05-28,0.62,0.29
"943","Los Lagos",10106,"Los Muermos",17817,23,NA,2020-06-04,0.62,0.3
"944","Los Lagos",10106,"Los Muermos",17817,24,NA,2020-06-11,0.74,0.26
"945","Los Lagos",10107,"Llanquihue",18621,17,NA,2020-04-23,0.89,0.72
"946","Los Lagos",10107,"Llanquihue",18621,18,NA,2020-04-30,0.69,0.71
"947","Los Lagos",10107,"Llanquihue",18621,19,1,2020-05-07,0.75,0.63
"948","Los Lagos",10107,"Llanquihue",18621,20,NA,2020-05-14,0.92,0.49
"949","Los Lagos",10107,"Llanquihue",18621,21,NA,2020-05-21,0.88,0.37
"950","Los Lagos",10107,"Llanquihue",18621,22,NA,2020-05-28,0.62,0.29
"951","Los Lagos",10107,"Llanquihue",18621,23,NA,2020-06-04,0.62,0.3
"952","Los Lagos",10107,"Llanquihue",18621,24,0,2020-06-11,0.74,0.26
"953","Los Lagos",10108,"Maullin",14894,17,NA,2020-04-23,0.89,0.72
"954","Los Lagos",10108,"Maullin",14894,18,NA,2020-04-30,0.69,0.71
"955","Los Lagos",10108,"Maullin",14894,19,NA,2020-05-07,0.75,0.63
"956","Los Lagos",10108,"Maullin",14894,20,1,2020-05-14,0.92,0.49
"957","Los Lagos",10108,"Maullin",14894,21,1,2020-05-21,0.88,0.37
"958","Los Lagos",10108,"Maullin",14894,22,NA,2020-05-28,0.62,0.29
"959","Los Lagos",10108,"Maullin",14894,23,NA,2020-06-04,0.62,0.3
"960","Los Lagos",10108,"Maullin",14894,24,NA,2020-06-11,0.74,0.26
"961","Los Lagos",10109,"Puerto Varas",48620,17,NA,2020-04-23,0.89,0.72
"962","Los Lagos",10109,"Puerto Varas",48620,18,NA,2020-04-30,0.69,0.71
"963","Los Lagos",10109,"Puerto Varas",48620,19,NA,2020-05-07,0.75,0.63
"964","Los Lagos",10109,"Puerto Varas",48620,20,1,2020-05-14,0.92,0.49
"965","Los Lagos",10109,"Puerto Varas",48620,21,0.75,2020-05-21,0.88,0.37
"966","Los Lagos",10109,"Puerto Varas",48620,22,0,2020-05-28,0.62,0.29
"967","Los Lagos",10109,"Puerto Varas",48620,23,1,2020-06-04,0.62,0.3
"968","Los Lagos",10109,"Puerto Varas",48620,24,0.5,2020-06-11,0.74,0.26
"969","Los Lagos",10201,"Castro",47607,17,NA,2020-04-23,0.89,0.72
"970","Los Lagos",10201,"Castro",47607,18,NA,2020-04-30,0.69,0.71
"971","Los Lagos",10201,"Castro",47607,19,NA,2020-05-07,0.75,0.63
"972","Los Lagos",10201,"Castro",47607,20,NA,2020-05-14,0.92,0.49
"973","Los Lagos",10201,"Castro",47607,21,NA,2020-05-21,0.88,0.37
"974","Los Lagos",10201,"Castro",47607,22,NA,2020-05-28,0.62,0.29
"975","Los Lagos",10201,"Castro",47607,23,NA,2020-06-04,0.62,0.3
"976","Los Lagos",10201,"Castro",47607,24,NA,2020-06-11,0.74,0.26
"977","Los Lagos",10202,"Ancud",42458,17,NA,2020-04-23,0.89,0.72
"978","Los Lagos",10202,"Ancud",42458,18,1,2020-04-30,0.69,0.71
"979","Los Lagos",10202,"Ancud",42458,19,0.6,2020-05-07,0.75,0.63
"980","Los Lagos",10202,"Ancud",42458,20,1,2020-05-14,0.92,0.49
"981","Los Lagos",10202,"Ancud",42458,21,NA,2020-05-21,0.88,0.37
"982","Los Lagos",10202,"Ancud",42458,22,NA,2020-05-28,0.62,0.29
"983","Los Lagos",10202,"Ancud",42458,23,1,2020-06-04,0.62,0.3
"984","Los Lagos",10202,"Ancud",42458,24,0.5,2020-06-11,0.74,0.26
"985","Los Lagos",10203,"Chonchi",16013,17,NA,2020-04-23,0.89,0.72
"986","Los Lagos",10203,"Chonchi",16013,18,NA,2020-04-30,0.69,0.71
"987","Los Lagos",10203,"Chonchi",16013,19,NA,2020-05-07,0.75,0.63
"988","Los Lagos",10203,"Chonchi",16013,20,NA,2020-05-14,0.92,0.49
"989","Los Lagos",10203,"Chonchi",16013,21,NA,2020-05-21,0.88,0.37
"990","Los Lagos",10203,"Chonchi",16013,22,NA,2020-05-28,0.62,0.29
"991","Los Lagos",10203,"Chonchi",16013,23,NA,2020-06-04,0.62,0.3
"992","Los Lagos",10203,"Chonchi",16013,24,NA,2020-06-11,0.74,0.26
"993","Los Lagos",10204,"Curaco de Velez",4066,17,NA,2020-04-23,0.89,0.72
"994","Los Lagos",10204,"Curaco de Velez",4066,18,NA,2020-04-30,0.69,0.71
"995","Los Lagos",10204,"Curaco de Velez",4066,19,NA,2020-05-07,0.75,0.63
"996","Los Lagos",10204,"Curaco de Velez",4066,20,NA,2020-05-14,0.92,0.49
"997","Los Lagos",10204,"Curaco de Velez",4066,21,NA,2020-05-21,0.88,0.37
"998","Los Lagos",10204,"Curaco de Velez",4066,22,NA,2020-05-28,0.62,0.29
"999","Los Lagos",10204,"Curaco de Velez",4066,23,NA,2020-06-04,0.62,0.3
"1000","Los Lagos",10204,"Curaco de Velez",4066,24,NA,2020-06-11,0.74,0.26
"1001","Los Lagos",10205,"Dalcahue",15069,17,NA,2020-04-23,0.89,0.72
"1002","Los Lagos",10205,"Dalcahue",15069,18,NA,2020-04-30,0.69,0.71
"1003","Los Lagos",10205,"Dalcahue",15069,19,NA,2020-05-07,0.75,0.63
"1004","Los Lagos",10205,"Dalcahue",15069,20,NA,2020-05-14,0.92,0.49
"1005","Los Lagos",10205,"Dalcahue",15069,21,0.5,2020-05-21,0.88,0.37
"1006","Los Lagos",10205,"Dalcahue",15069,22,NA,2020-05-28,0.62,0.29
"1007","Los Lagos",10205,"Dalcahue",15069,23,NA,2020-06-04,0.62,0.3
"1008","Los Lagos",10205,"Dalcahue",15069,24,1,2020-06-11,0.74,0.26
"1009","Los Lagos",10206,"Puqueldon",4201,17,NA,2020-04-23,0.89,0.72
"1010","Los Lagos",10206,"Puqueldon",4201,18,NA,2020-04-30,0.69,0.71
"1011","Los Lagos",10206,"Puqueldon",4201,19,NA,2020-05-07,0.75,0.63
"1012","Los Lagos",10206,"Puqueldon",4201,20,NA,2020-05-14,0.92,0.49
"1013","Los Lagos",10206,"Puqueldon",4201,21,NA,2020-05-21,0.88,0.37
"1014","Los Lagos",10206,"Puqueldon",4201,22,NA,2020-05-28,0.62,0.29
