"","date","comuna","region","codigo_comuna","n"
"13078",2020-04-20,"Quellon","Los Lagos",10208,0
"13079",2020-04-20,"Quemchi","Los Lagos",10209,0
"13080",2020-04-20,"Quilaco","Biobio",8308,0
"13081",2020-04-20,"Quilicura","Metropolitana",13125,0
"13082",2020-04-20,"Quilleco","Biobio",8309,0
"13083",2020-04-20,"Quillon","Nuble",16107,2
"13084",2020-04-20,"Quillota","Valparaiso",5501,2
"13085",2020-04-20,"Quilpue","Valparaiso",5801,3
"13086",2020-04-20,"Quinchao","Los Lagos",10210,0
"13087",2020-04-20,"Quinta de Tilcoco","Del Libertador General Bernardo O’Higgins",6114,0
"13088",2020-04-20,"Quinta Normal","Metropolitana",13126,0
"13089",2020-04-20,"Quintero","Valparaiso",5107,0
"13090",2020-04-20,"Quirihue","Nuble",16201,1
"13091",2020-04-20,"Rancagua","Del Libertador General Bernardo O’Higgins",6101,2
"13092",2020-04-20,"Ranquil","Nuble",16206,0
"13093",2020-04-20,"Rauco","Maule",7305,0
"13094",2020-04-20,"Recoleta","Metropolitana",13127,1
"13095",2020-04-20,"Renaico","La Araucania",9209,0
"13096",2020-04-20,"Renca","Metropolitana",13128,1
"13097",2020-04-20,"Rengo","Del Libertador General Bernardo O’Higgins",6115,1
"13098",2020-04-20,"Requinoa","Del Libertador General Bernardo O’Higgins",6116,0
"13099",2020-04-20,"Retiro","Maule",7405,0
"13100",2020-04-20,"Rinconada","Valparaiso",5303,0
"13101",2020-04-20,"Rio Bueno","Los Rios",14204,2
"13102",2020-04-20,"Rio Claro","Maule",7108,1
"13103",2020-04-20,"Rio Hurtado","Coquimbo",4305,0
"13104",2020-04-20,"Rio Ibanez","Aysen",11402,0
"13105",2020-04-20,"Rio Negro","Los Lagos",10305,0
"13106",2020-04-20,"Rio Verde","Magallanes y la Antartica",12103,0
"13107",2020-04-20,"Romeral","Maule",7306,2
"13108",2020-04-20,"Saavedra","La Araucania",9116,1
"13109",2020-04-20,"Sagrada Familia","Maule",7307,0
"13110",2020-04-20,"Salamanca","Coquimbo",4204,0
"13111",2020-04-20,"San Antonio","Valparaiso",5601,2
"13112",2020-04-20,"San Bernardo","Metropolitana",13401,8
"13113",2020-04-20,"San Carlos","Nuble",16301,2
"13114",2020-04-20,"San Clemente","Maule",7109,0
"13115",2020-04-20,"San Esteban","Valparaiso",5304,0
"13116",2020-04-20,"San Fabian","Nuble",16304,0
"13117",2020-04-20,"San Felipe","Valparaiso",5701,0
"13118",2020-04-20,"San Fernando","Del Libertador General Bernardo O’Higgins",6301,0
"13119",2020-04-20,"San Gregorio","Magallanes y la Antartica",12104,0
"13120",2020-04-20,"San Ignacio","Nuble",16108,0
"13121",2020-04-20,"San Javier","Maule",7406,0
"13122",2020-04-20,"San Joaquin","Metropolitana",13129,4
"13123",2020-04-20,"San Jose de Maipo","Metropolitana",13203,0
"13124",2020-04-20,"San Juan de la Costa","Los Lagos",10306,0
"13125",2020-04-20,"San Miguel","Metropolitana",13130,3
"13126",2020-04-20,"San Nicolas","Nuble",16305,1
"13127",2020-04-20,"San Pablo","Los Lagos",10307,2
"13128",2020-04-20,"San Pedro","Metropolitana",13505,0
"13129",2020-04-20,"San Pedro de Atacama","Antofagasta",2203,0
"13130",2020-04-20,"San Pedro de la Paz","Biobio",8108,1
"13131",2020-04-20,"San Rafael","Maule",7110,0
"13132",2020-04-20,"San Ramon","Metropolitana",13131,5
"13133",2020-04-20,"San Rosendo","Biobio",8310,0
"13134",2020-04-20,"San Vicente","Del Libertador General Bernardo O’Higgins",6117,0
"13135",2020-04-20,"Santa Barbara","Biobio",8311,0
"13136",2020-04-20,"Santa Cruz","Del Libertador General Bernardo O’Higgins",6310,0
"13137",2020-04-20,"Santa Juana","Biobio",8109,0
"13138",2020-04-20,"Santa Maria","Valparaiso",5706,0
"13139",2020-04-20,"Santiago","Metropolitana",13101,9
"13140",2020-04-20,"Santo Domingo","Valparaiso",5606,0
"13141",2020-04-20,"Sierra Gorda","Antofagasta",2103,0
"13142",2020-04-20,"Talagante","Metropolitana",13601,2
"13143",2020-04-20,"Talca","Maule",7101,3
"13144",2020-04-20,"Talcahuano","Biobio",8110,0
"13145",2020-04-20,"Taltal","Antofagasta",2104,0
"13146",2020-04-20,"Temuco","La Araucania",9101,20
"13147",2020-04-20,"Teno","Maule",7308,1
"13148",2020-04-20,"Teodoro Schmidt","La Araucania",9117,0
"13149",2020-04-20,"Tierra Amarilla","Atacama",3103,0
"13150",2020-04-20,"Tiltil","Metropolitana",13303,0
"13151",2020-04-20,"Timaukel","Magallanes y la Antartica",12303,0
"13152",2020-04-20,"Tirua","Biobio",8207,0
"13153",2020-04-20,"Tocopilla","Antofagasta",2301,0
"13154",2020-04-20,"Tolten","La Araucania",9118,2
"13155",2020-04-20,"Tome","Biobio",8111,1
"13156",2020-04-20,"Torres del Paine","Magallanes y la Antartica",12402,0
"13157",2020-04-20,"Tortel","Aysen",11303,0
"13158",2020-04-20,"Traiguen","La Araucania",9210,0
"13159",2020-04-20,"Treguaco","Nuble",16207,1
"13160",2020-04-20,"Tucapel","Biobio",8312,0
"13161",2020-04-20,"Valdivia","Los Rios",14101,3
"13162",2020-04-20,"Vallenar","Atacama",3301,0
"13163",2020-04-20,"Valparaiso","Valparaiso",5101,1
"13164",2020-04-20,"Vichuquen","Maule",7309,0
"13165",2020-04-20,"Victoria","La Araucania",9211,2
"13166",2020-04-20,"Vicuna","Coquimbo",4106,0
"13167",2020-04-20,"Vilcun","La Araucania",9119,1
"13168",2020-04-20,"Villa Alegre","Maule",7407,0
"13169",2020-04-20,"Villa Alemana","Valparaiso",5804,1
"13170",2020-04-20,"Villarrica","La Araucania",9120,1
"13171",2020-04-20,"Vina del Mar","Valparaiso",5109,4
"13172",2020-04-20,"Vitacura","Metropolitana",13132,1
"13173",2020-04-20,"Yerbas Buenas","Maule",7408,1
"13174",2020-04-20,"Yumbel","Biobio",8313,0
"13175",2020-04-20,"Yungay","Nuble",16109,1
"13176",2020-04-20,"Zapallar","Valparaiso",5405,0
"13177",2020-04-21,"Algarrobo","Valparaiso",5602,2
"13178",2020-04-21,"Alhue","Metropolitana",13502,0
"13179",2020-04-21,"Alto Biobio","Biobio",8314,0
"13180",2020-04-21,"Alto del Carmen","Atacama",3302,0
"13181",2020-04-21,"Alto Hospicio","Tarapaca",1107,0
"13182",2020-04-21,"Ancud","Los Lagos",10202,0
"13183",2020-04-21,"Andacollo","Coquimbo",4103,0
"13184",2020-04-21,"Angol","La Araucania",9201,3
"13185",2020-04-21,"Antartica","Magallanes y la Antartica",12202,0
"13186",2020-04-21,"Antofagasta","Antofagasta",2101,5
"13187",2020-04-21,"Antuco","Biobio",8302,0
"13188",2020-04-21,"Arauco","Biobio",8202,0
"13189",2020-04-21,"Arica","Arica y Parinacota",15101,2
"13190",2020-04-21,"Aysén","Aysen",11201,1
"13191",2020-04-21,"Buin","Metropolitana",13402,2
"13192",2020-04-21,"Bulnes","Nuble",16102,2
"13193",2020-04-21,"Cabildo","Valparaiso",5402,0
"13194",2020-04-21,"Cabo de Hornos","Magallanes y la Antartica",12201,0
"13195",2020-04-21,"Cabrero","Biobio",8303,0
"13196",2020-04-21,"Calama","Antofagasta",2201,2
"13197",2020-04-21,"Calbuco","Los Lagos",10102,0
"13198",2020-04-21,"Caldera","Atacama",3102,0
"13199",2020-04-21,"Calera","Valparaiso",5502,2
"13200",2020-04-21,"Calera de Tango","Metropolitana",13403,0
"13201",2020-04-21,"Calle Larga","Valparaiso",5302,0
"13202",2020-04-21,"Camarones","Arica y Parinacota",15102,0
"13203",2020-04-21,"Camina","Tarapaca",1402,0
"13204",2020-04-21,"Canela","Coquimbo",4202,0
"13205",2020-04-21,"Canete","Biobio",8203,0
"13206",2020-04-21,"Carahue","La Araucania",9102,2
"13207",2020-04-21,"Cartagena","Valparaiso",5603,1
"13208",2020-04-21,"Casablanca","Valparaiso",5102,0
"13209",2020-04-21,"Castro","Los Lagos",10201,0
"13210",2020-04-21,"Catemu","Valparaiso",5702,0
"13211",2020-04-21,"Cauquenes","Maule",7201,3
"13212",2020-04-21,"Cerrillos","Metropolitana",13102,3
"13213",2020-04-21,"Cerro Navia","Metropolitana",13103,4
"13214",2020-04-21,"Chaiten","Los Lagos",10401,0
"13215",2020-04-21,"Chanaral","Atacama",3201,0
"13216",2020-04-21,"Chanco","Maule",7202,0
"13217",2020-04-21,"Chepica","Del Libertador General Bernardo O’Higgins",6302,0
"13218",2020-04-21,"Chiguayante","Biobio",8103,2
"13219",2020-04-21,"Chile Chico","Aysen",11401,0
"13220",2020-04-21,"Chillan","Nuble",16101,7
"13221",2020-04-21,"Chillan Viejo","Nuble",16103,0
"13222",2020-04-21,"Chimbarongo","Del Libertador General Bernardo O’Higgins",6303,0
"13223",2020-04-21,"Cholchol","La Araucania",9121,0
"13224",2020-04-21,"Chonchi","Los Lagos",10203,0
"13225",2020-04-21,"Cisnes","Aysen",11202,0
"13226",2020-04-21,"Cobquecura","Nuble",16202,0
"13227",2020-04-21,"Cochamo","Los Lagos",10103,0
"13228",2020-04-21,"Cochrane","Aysen",11301,0
"13229",2020-04-21,"Codegua","Del Libertador General Bernardo O’Higgins",6102,0
"13230",2020-04-21,"Coelemu","Nuble",16203,1
"13231",2020-04-21,"Coihueco","Nuble",16302,1
"13232",2020-04-21,"Coinco","Del Libertador General Bernardo O’Higgins",6103,0
"13233",2020-04-21,"Colbun","Maule",7402,0
"13234",2020-04-21,"Colchane","Tarapaca",1403,0
"13235",2020-04-21,"Colina","Metropolitana",13301,0
"13236",2020-04-21,"Collipulli","La Araucania",9202,1
"13237",2020-04-21,"Coltauco","Del Libertador General Bernardo O’Higgins",6104,0
"13238",2020-04-21,"Combarbala","Coquimbo",4302,0
"13239",2020-04-21,"Concepcion","Biobio",8101,2
"13240",2020-04-21,"Conchali","Metropolitana",13104,2
"13241",2020-04-21,"Concon","Valparaiso",5103,0
"13242",2020-04-21,"Constitucion","Maule",7102,2
"13243",2020-04-21,"Contulmo","Biobio",8204,0
"13244",2020-04-21,"Copiapo","Atacama",3101,1
"13245",2020-04-21,"Coquimbo","Coquimbo",4102,1
"13246",2020-04-21,"Coronel","Biobio",8102,3
"13247",2020-04-21,"Corral","Los Rios",14102,0
"13248",2020-04-21,"Coyhaique","Aysen",11101,0
"13249",2020-04-21,"Cunco","La Araucania",9103,1
"13250",2020-04-21,"Curacautin","La Araucania",9203,0
"13251",2020-04-21,"Curacavi","Metropolitana",13503,1
"13252",2020-04-21,"Curaco de Velez","Los Lagos",10204,0
"13253",2020-04-21,"Curanilahue","Biobio",8205,0
"13254",2020-04-21,"Curarrehue","La Araucania",9104,0
"13255",2020-04-21,"Curepto","Maule",7103,1
"13256",2020-04-21,"Curico","Maule",7301,3
"13257",2020-04-21,"Dalcahue","Los Lagos",10205,0
"13258",2020-04-21,"Desconocido Antofagasta","Antofagasta",0,0
"13259",2020-04-21,"Desconocido Araucania","La Araucania",0,0
"13260",2020-04-21,"Desconocido Arica y Parinacota","Arica y Parinacota",0,0
"13261",2020-04-21,"Desconocido Atacama","Atacama",0,0
"13262",2020-04-21,"Desconocido Aysen","Aysen",0,0
"13263",2020-04-21,"Desconocido Biobio","Biobio",0,0
"13264",2020-04-21,"Desconocido Coquimbo","Coquimbo",0,0
"13265",2020-04-21,"Desconocido Del Libertador General Bernardo O’Higgins",NA,0,0
"13266",2020-04-21,"Desconocido La Araucania",NA,0,0
"13267",2020-04-21,"Desconocido Los Lagos","Los Lagos",0,0
"13268",2020-04-21,"Desconocido Los Rios","Los Rios",0,0
"13269",2020-04-21,"Desconocido Magallanes","Magallanes y la Antartica",0,0
"13270",2020-04-21,"Desconocido Magallanes y la Antartica",NA,0,0
"13271",2020-04-21,"Desconocido Maule","Maule",0,0
"13272",2020-04-21,"Desconocido Metropolitana","Metropolitana",0,0
"13273",2020-04-21,"Desconocido Nuble","Nuble",0,0
"13274",2020-04-21,"Desconocido O'Higgins",NA,0,0
"13275",2020-04-21,"Desconocido O’Higgins","Del Libertador General Bernardo O’Higgins",0,0
"13276",2020-04-21,"Desconocido Tarapaca","Tarapaca",0,0
"13277",2020-04-21,"Desconocido Valparaiso","Valparaiso",0,0
"13278",2020-04-21,"Diego de Almagro","Atacama",3202,0
"13279",2020-04-21,"Donihue","Del Libertador General Bernardo O’Higgins",6105,0
"13280",2020-04-21,"El Bosque","Metropolitana",13105,2
"13281",2020-04-21,"El Carmen","Nuble",16104,0
"13282",2020-04-21,"El Monte","Metropolitana",13602,1
"13283",2020-04-21,"El Quisco","Valparaiso",5604,1
"13284",2020-04-21,"El Tabo","Valparaiso",5605,0
"13285",2020-04-21,"Empedrado","Maule",7104,0
"13286",2020-04-21,"Ercilla","La Araucania",9204,0
"13287",2020-04-21,"Estacion Central","Metropolitana",13106,2
"13288",2020-04-21,"Florida","Biobio",8104,0
"13289",2020-04-21,"Freire","La Araucania",9105,0
"13290",2020-04-21,"Freirina","Atacama",3303,0
"13291",2020-04-21,"Fresia","Los Lagos",10104,0
"13292",2020-04-21,"Frutillar","Los Lagos",10105,0
"13293",2020-04-21,"Futaleufu","Los Lagos",10402,0
"13294",2020-04-21,"Futrono","Los Rios",14202,0
"13295",2020-04-21,"Galvarino","La Araucania",9106,0
"13296",2020-04-21,"General Lagos","Arica y Parinacota",15202,0
"13297",2020-04-21,"Gorbea","La Araucania",9107,1
"13298",2020-04-21,"Graneros","Del Libertador General Bernardo O’Higgins",6106,0
"13299",2020-04-21,"Guaitecas","Aysen",11203,0
"13300",2020-04-21,"Hijuelas","Valparaiso",5503,0
"13301",2020-04-21,"Hualaihue","Los Lagos",10403,0
"13302",2020-04-21,"Hualane","Maule",7302,0
"13303",2020-04-21,"Hualpen","Biobio",8112,2
"13304",2020-04-21,"Hualqui","Biobio",8105,0
"13305",2020-04-21,"Huara","Tarapaca",1404,0
"13306",2020-04-21,"Huasco","Atacama",3304,0
"13307",2020-04-21,"Huechuraba","Metropolitana",13107,2
"13308",2020-04-21,"Illapel","Coquimbo",4201,0
"13309",2020-04-21,"Independencia","Metropolitana",13108,5
"13310",2020-04-21,"Iquique","Tarapaca",1101,2
"13311",2020-04-21,"Isla de Maipo","Metropolitana",13603,0
"13312",2020-04-21,"Isla de Pascua","Valparaiso",5201,0
"13313",2020-04-21,"Juan Fernandez","Valparaiso",5104,0
"13314",2020-04-21,"La Cisterna","Metropolitana",13109,5
"13315",2020-04-21,"La Cruz","Valparaiso",5504,0
"13316",2020-04-21,"La Estrella","Del Libertador General Bernardo O’Higgins",6202,0
"13317",2020-04-21,"La Florida","Metropolitana",13110,13
"13318",2020-04-21,"La Granja","Metropolitana",13111,5
"13319",2020-04-21,"La Higuera","Coquimbo",4104,0
"13320",2020-04-21,"La Ligua","Valparaiso",5401,2
"13321",2020-04-21,"La Pintana","Metropolitana",13112,3
"13322",2020-04-21,"La Reina","Metropolitana",13113,1
"13323",2020-04-21,"La Serena","Coquimbo",4101,1
"13324",2020-04-21,"La Union","Los Rios",14201,1
"13325",2020-04-21,"Lago Ranco","Los Rios",14203,2
"13326",2020-04-21,"Lago Verde","Aysen",11102,0
"13327",2020-04-21,"Laguna Blanca","Magallanes y la Antartica",12102,0
"13328",2020-04-21,"Laja","Biobio",8304,0
"13329",2020-04-21,"Lampa","Metropolitana",13302,0
"13330",2020-04-21,"Lanco","Los Rios",14103,0
"13331",2020-04-21,"Las Cabras","Del Libertador General Bernardo O’Higgins",6107,0
"13332",2020-04-21,"Las Condes","Metropolitana",13114,7
"13333",2020-04-21,"Lautaro","La Araucania",9108,4
"13334",2020-04-21,"Lebu","Biobio",8201,0
"13335",2020-04-21,"Licanten","Maule",7303,0
"13336",2020-04-21,"Limache","Valparaiso",5802,0
"13337",2020-04-21,"Linares","Maule",7401,1
"13338",2020-04-21,"Litueche","Del Libertador General Bernardo O’Higgins",6203,0
"13339",2020-04-21,"Llaillay","Valparaiso",5703,0
"13340",2020-04-21,"Llanquihue","Los Lagos",10107,0
"13341",2020-04-21,"Lo Barnechea","Metropolitana",13115,2
"13342",2020-04-21,"Lo Espejo","Metropolitana",13116,2
"13343",2020-04-21,"Lo Prado","Metropolitana",13117,2
"13344",2020-04-21,"Lolol","Del Libertador General Bernardo O’Higgins",6304,0
"13345",2020-04-21,"Loncoche","La Araucania",9109,0
"13346",2020-04-21,"Longavi","Maule",7403,2
"13347",2020-04-21,"Lonquimay","La Araucania",9205,0
"13348",2020-04-21,"Los Alamos","Biobio",8206,0
"13349",2020-04-21,"Los Andes","Valparaiso",5301,1
"13350",2020-04-21,"Los Angeles","Biobio",8301,0
"13351",2020-04-21,"Los Lagos","Los Rios",14104,0
"13352",2020-04-21,"Los Muermos","Los Lagos",10106,0
"13353",2020-04-21,"Los Sauces","La Araucania",9206,0
"13354",2020-04-21,"Los Vilos","Coquimbo",4203,0
"13355",2020-04-21,"Lota","Biobio",8106,0
"13356",2020-04-21,"Lumaco","La Araucania",9207,0
"13357",2020-04-21,"Machali","Del Libertador General Bernardo O’Higgins",6108,0
"13358",2020-04-21,"Macul","Metropolitana",13118,1
"13359",2020-04-21,"Mafil","Los Rios",14105,0
"13360",2020-04-21,"Maipu","Metropolitana",13119,21
"13361",2020-04-21,"Malloa","Del Libertador General Bernardo O’Higgins",6109,0
"13362",2020-04-21,"Marchihue","Del Libertador General Bernardo O’Higgins",6204,0
"13363",2020-04-21,"Maria Elena","Antofagasta",2302,0
"13364",2020-04-21,"Maria Pinto","Metropolitana",13504,0
"13365",2020-04-21,"Mariquina","Los Rios",14106,2
"13366",2020-04-21,"Maule","Maule",7105,0
"13367",2020-04-21,"Maullin","Los Lagos",10108,0
"13368",2020-04-21,"Mejillones","Antofagasta",2102,0
"13369",2020-04-21,"Melipeuco","La Araucania",9110,0
"13370",2020-04-21,"Melipilla","Metropolitana",13501,1
"13371",2020-04-21,"Molina","Maule",7304,1
"13372",2020-04-21,"Monte Patria","Coquimbo",4303,0
"13373",2020-04-21,"Mostazal","Del Libertador General Bernardo O’Higgins",6110,0
"13374",2020-04-21,"Mulchen","Biobio",8305,0
"13375",2020-04-21,"Nacimiento","Biobio",8306,0
"13376",2020-04-21,"Nancagua","Del Libertador General Bernardo O’Higgins",6305,0
"13377",2020-04-21,"Natales","Magallanes y la Antartica",12401,0
"13378",2020-04-21,"Navidad","Del Libertador General Bernardo O’Higgins",6205,0
"13379",2020-04-21,"Negrete","Biobio",8307,1
"13380",2020-04-21,"Ninhue","Nuble",16204,0
"13381",2020-04-21,"Niquen","Nuble",16303,0
"13382",2020-04-21,"Nogales","Valparaiso",5506,0
"13383",2020-04-21,"Nueva Imperial","La Araucania",9111,3
"13384",2020-04-21,"Nunoa","Metropolitana",13120,8
"13385",2020-04-21,"OHiggins","Aysen",11302,0
"13386",2020-04-21,"Olivar","Del Libertador General Bernardo O’Higgins",6111,0
"13387",2020-04-21,"Ollague","Antofagasta",2202,0
"13388",2020-04-21,"Olmue","Valparaiso",5803,0
"13389",2020-04-21,"Osorno","Los Lagos",10301,4
"13390",2020-04-21,"Ovalle","Coquimbo",4301,0
"13391",2020-04-21,"Padre Hurtado","Metropolitana",13604,0
"13392",2020-04-21,"Padre Las Casas","La Araucania",9112,2
"13393",2020-04-21,"Paiguano","Coquimbo",4105,0
"13394",2020-04-21,"Paillaco","Los Rios",14107,0
"13395",2020-04-21,"Paine","Metropolitana",13404,1
"13396",2020-04-21,"Palena","Los Lagos",10404,0
"13397",2020-04-21,"Palmilla","Del Libertador General Bernardo O’Higgins",6306,0
"13398",2020-04-21,"Panguipulli","Los Rios",14108,1
"13399",2020-04-21,"Panquehue","Valparaiso",5704,0
"13400",2020-04-21,"Papudo","Valparaiso",5403,0
"13401",2020-04-21,"Paredones","Del Libertador General Bernardo O’Higgins",6206,0
"13402",2020-04-21,"Parral","Maule",7404,0
"13403",2020-04-21,"Pedro Aguirre Cerda","Metropolitana",13121,3
"13404",2020-04-21,"Pelarco","Maule",7106,0
"13405",2020-04-21,"Pelluhue","Maule",7203,0
"13406",2020-04-21,"Pemuco","Nuble",16105,0
"13407",2020-04-21,"Penaflor","Metropolitana",13605,0
"13408",2020-04-21,"Penalolen","Metropolitana",13122,7
"13409",2020-04-21,"Pencahue","Maule",7107,0
"13410",2020-04-21,"Penco","Biobio",8107,0
"13411",2020-04-21,"Peralillo","Del Libertador General Bernardo O’Higgins",6307,0
"13412",2020-04-21,"Perquenco","La Araucania",9113,0
"13413",2020-04-21,"Petorca","Valparaiso",5404,0
"13414",2020-04-21,"Peumo","Del Libertador General Bernardo O’Higgins",6112,0
"13415",2020-04-21,"Pica","Tarapaca",1405,0
"13416",2020-04-21,"Pichidegua","Del Libertador General Bernardo O’Higgins",6113,0
"13417",2020-04-21,"Pichilemu","Del Libertador General Bernardo O’Higgins",6201,0
"13418",2020-04-21,"Pinto","Nuble",16106,0
"13419",2020-04-21,"Pirque","Metropolitana",13202,1
"13420",2020-04-21,"Pitrufquen","La Araucania",9114,0
"13421",2020-04-21,"Placilla","Del Libertador General Bernardo O’Higgins",6308,0
"13422",2020-04-21,"Portezuelo","Nuble",16205,0
"13423",2020-04-21,"Porvenir","Magallanes y la Antartica",12301,0
"13424",2020-04-21,"Pozo Almonte","Tarapaca",1401,0
"13425",2020-04-21,"Primavera","Magallanes y la Antartica",12302,0
"13426",2020-04-21,"Providencia","Metropolitana",13123,3
"13427",2020-04-21,"Puchuncavi","Valparaiso",5105,0
"13428",2020-04-21,"Pucon","La Araucania",9115,0
"13429",2020-04-21,"Pudahuel","Metropolitana",13124,3
"13430",2020-04-21,"Puente Alto","Metropolitana",13201,11
"13431",2020-04-21,"Puerto Montt","Los Lagos",10101,1
"13432",2020-04-21,"Puerto Octay","Los Lagos",10302,1
"13433",2020-04-21,"Puerto Varas","Los Lagos",10109,0
"13434",2020-04-21,"Pumanque","Del Libertador General Bernardo O’Higgins",6309,0
"13435",2020-04-21,"Punitaqui","Coquimbo",4304,0
"13436",2020-04-21,"Punta Arenas","Magallanes y la Antartica",12101,10
"13437",2020-04-21,"Puqueldon","Los Lagos",10206,0
"13438",2020-04-21,"Puren","La Araucania",9208,1
"13439",2020-04-21,"Purranque","Los Lagos",10303,0
"13440",2020-04-21,"Putaendo","Valparaiso",5705,0
"13441",2020-04-21,"Putre","Arica y Parinacota",15201,0
"13442",2020-04-21,"Puyehue","Los Lagos",10304,0
"13443",2020-04-21,"Queilen","Los Lagos",10207,0
"13444",2020-04-21,"Quellon","Los Lagos",10208,0
"13445",2020-04-21,"Quemchi","Los Lagos",10209,0
"13446",2020-04-21,"Quilaco","Biobio",8308,0
"13447",2020-04-21,"Quilicura","Metropolitana",13125,0
"13448",2020-04-21,"Quilleco","Biobio",8309,0
"13449",2020-04-21,"Quillon","Nuble",16107,2
"13450",2020-04-21,"Quillota","Valparaiso",5501,2
"13451",2020-04-21,"Quilpue","Valparaiso",5801,3
"13452",2020-04-21,"Quinchao","Los Lagos",10210,0
"13453",2020-04-21,"Quinta de Tilcoco","Del Libertador General Bernardo O’Higgins",6114,0
"13454",2020-04-21,"Quinta Normal","Metropolitana",13126,1
"13455",2020-04-21,"Quintero","Valparaiso",5107,0
"13456",2020-04-21,"Quirihue","Nuble",16201,1
"13457",2020-04-21,"Rancagua","Del Libertador General Bernardo O’Higgins",6101,2
"13458",2020-04-21,"Ranquil","Nuble",16206,0
"13459",2020-04-21,"Rauco","Maule",7305,0
"13460",2020-04-21,"Recoleta","Metropolitana",13127,1
"13461",2020-04-21,"Renaico","La Araucania",9209,0
"13462",2020-04-21,"Renca","Metropolitana",13128,1
"13463",2020-04-21,"Rengo","Del Libertador General Bernardo O’Higgins",6115,1
"13464",2020-04-21,"Requinoa","Del Libertador General Bernardo O’Higgins",6116,0
"13465",2020-04-21,"Retiro","Maule",7405,0
"13466",2020-04-21,"Rinconada","Valparaiso",5303,0
"13467",2020-04-21,"Rio Bueno","Los Rios",14204,2
"13468",2020-04-21,"Rio Claro","Maule",7108,1
"13469",2020-04-21,"Rio Hurtado","Coquimbo",4305,0
"13470",2020-04-21,"Rio Ibanez","Aysen",11402,0
"13471",2020-04-21,"Rio Negro","Los Lagos",10305,0
"13472",2020-04-21,"Rio Verde","Magallanes y la Antartica",12103,0
"13473",2020-04-21,"Romeral","Maule",7306,2
"13474",2020-04-21,"Saavedra","La Araucania",9116,1
"13475",2020-04-21,"Sagrada Familia","Maule",7307,0
"13476",2020-04-21,"Salamanca","Coquimbo",4204,0
"13477",2020-04-21,"San Antonio","Valparaiso",5601,5
"13478",2020-04-21,"San Bernardo","Metropolitana",13401,8
"13479",2020-04-21,"San Carlos","Nuble",16301,2
"13480",2020-04-21,"San Clemente","Maule",7109,0
"13481",2020-04-21,"San Esteban","Valparaiso",5304,0
"13482",2020-04-21,"San Fabian","Nuble",16304,0
"13483",2020-04-21,"San Felipe","Valparaiso",5701,0
"13484",2020-04-21,"San Fernando","Del Libertador General Bernardo O’Higgins",6301,0
"13485",2020-04-21,"San Gregorio","Magallanes y la Antartica",12104,0
"13486",2020-04-21,"San Ignacio","Nuble",16108,0
"13487",2020-04-21,"San Javier","Maule",7406,0
"13488",2020-04-21,"San Joaquin","Metropolitana",13129,4
"13489",2020-04-21,"San Jose de Maipo","Metropolitana",13203,0
"13490",2020-04-21,"San Juan de la Costa","Los Lagos",10306,0
"13491",2020-04-21,"San Miguel","Metropolitana",13130,3
"13492",2020-04-21,"San Nicolas","Nuble",16305,1
"13493",2020-04-21,"San Pablo","Los Lagos",10307,2
"13494",2020-04-21,"San Pedro","Metropolitana",13505,0
"13495",2020-04-21,"San Pedro de Atacama","Antofagasta",2203,0
"13496",2020-04-21,"San Pedro de la Paz","Biobio",8108,1
"13497",2020-04-21,"San Rafael","Maule",7110,0
"13498",2020-04-21,"San Ramon","Metropolitana",13131,5
"13499",2020-04-21,"San Rosendo","Biobio",8310,0
"13500",2020-04-21,"San Vicente","Del Libertador General Bernardo O’Higgins",6117,1
"13501",2020-04-21,"Santa Barbara","Biobio",8311,0
"13502",2020-04-21,"Santa Cruz","Del Libertador General Bernardo O’Higgins",6310,0
"13503",2020-04-21,"Santa Juana","Biobio",8109,0
"13504",2020-04-21,"Santa Maria","Valparaiso",5706,0
"13505",2020-04-21,"Santiago","Metropolitana",13101,9
"13506",2020-04-21,"Santo Domingo","Valparaiso",5606,0
"13507",2020-04-21,"Sierra Gorda","Antofagasta",2103,0
"13508",2020-04-21,"Talagante","Metropolitana",13601,2
"13509",2020-04-21,"Talca","Maule",7101,3
"13510",2020-04-21,"Talcahuano","Biobio",8110,0
"13511",2020-04-21,"Taltal","Antofagasta",2104,0
"13512",2020-04-21,"Temuco","La Araucania",9101,20
"13513",2020-04-21,"Teno","Maule",7308,1
"13514",2020-04-21,"Teodoro Schmidt","La Araucania",9117,0
"13515",2020-04-21,"Tierra Amarilla","Atacama",3103,0
"13516",2020-04-21,"Tiltil","Metropolitana",13303,0
"13517",2020-04-21,"Timaukel","Magallanes y la Antartica",12303,0
"13518",2020-04-21,"Tirua","Biobio",8207,0
"13519",2020-04-21,"Tocopilla","Antofagasta",2301,0
"13520",2020-04-21,"Tolten","La Araucania",9118,2
"13521",2020-04-21,"Tome","Biobio",8111,2
"13522",2020-04-21,"Torres del Paine","Magallanes y la Antartica",12402,0
"13523",2020-04-21,"Tortel","Aysen",11303,0
"13524",2020-04-21,"Traiguen","La Araucania",9210,0
"13525",2020-04-21,"Treguaco","Nuble",16207,1
"13526",2020-04-21,"Tucapel","Biobio",8312,0
"13527",2020-04-21,"Valdivia","Los Rios",14101,3
"13528",2020-04-21,"Vallenar","Atacama",3301,0
"13529",2020-04-21,"Valparaiso","Valparaiso",5101,1
