"","date","comuna","region","codigo_comuna","n"
"25451",2020-05-24,"Mostazal","Del Libertador General Bernardo O’Higgins",6110,3
"25452",2020-05-24,"Mulchen","Biobio",8305,1
"25453",2020-05-24,"Nacimiento","Biobio",8306,1
"25454",2020-05-24,"Nancagua","Del Libertador General Bernardo O’Higgins",6305,2
"25455",2020-05-24,"Natales","Magallanes y la Antartica",12401,4
"25456",2020-05-24,"Navidad","Del Libertador General Bernardo O’Higgins",6205,1
"25457",2020-05-24,"Negrete","Biobio",8307,2
"25458",2020-05-24,"Ninhue","Nuble",16204,0
"25459",2020-05-24,"Niquen","Nuble",16303,2
"25460",2020-05-24,"Nogales","Valparaiso",5506,4
"25461",2020-05-24,"Nueva Imperial","La Araucania",9111,5
"25462",2020-05-24,"Nunoa","Metropolitana",13120,34
"25463",2020-05-24,"OHiggins","Aysen",11302,0
"25464",2020-05-24,"Olivar","Del Libertador General Bernardo O’Higgins",6111,1
"25465",2020-05-24,"Ollague","Antofagasta",2202,0
"25466",2020-05-24,"Olmue","Valparaiso",5803,1
"25467",2020-05-24,"Osorno","Los Lagos",10301,10
"25468",2020-05-24,"Ovalle","Coquimbo",4301,1
"25469",2020-05-24,"Padre Hurtado","Metropolitana",13604,5
"25470",2020-05-24,"Padre Las Casas","La Araucania",9112,6
"25471",2020-05-24,"Paiguano","Coquimbo",4105,0
"25472",2020-05-24,"Paillaco","Los Rios",14107,0
"25473",2020-05-24,"Paine","Metropolitana",13404,5
"25474",2020-05-24,"Palena","Los Lagos",10404,0
"25475",2020-05-24,"Palmilla","Del Libertador General Bernardo O’Higgins",6306,0
"25476",2020-05-24,"Panguipulli","Los Rios",14108,3
"25477",2020-05-24,"Panquehue","Valparaiso",5704,0
"25478",2020-05-24,"Papudo","Valparaiso",5403,0
"25479",2020-05-24,"Paredones","Del Libertador General Bernardo O’Higgins",6206,0
"25480",2020-05-24,"Parral","Maule",7404,0
"25481",2020-05-24,"Pedro Aguirre Cerda","Metropolitana",13121,27
"25482",2020-05-24,"Pelarco","Maule",7106,1
"25483",2020-05-24,"Pelluhue","Maule",7203,1
"25484",2020-05-24,"Pemuco","Nuble",16105,0
"25485",2020-05-24,"Penaflor","Metropolitana",13605,15
"25486",2020-05-24,"Penalolen","Metropolitana",13122,54
"25487",2020-05-24,"Pencahue","Maule",7107,0
"25488",2020-05-24,"Penco","Biobio",8107,0
"25489",2020-05-24,"Peralillo","Del Libertador General Bernardo O’Higgins",6307,1
"25490",2020-05-24,"Perquenco","La Araucania",9113,0
"25491",2020-05-24,"Petorca","Valparaiso",5404,0
"25492",2020-05-24,"Peumo","Del Libertador General Bernardo O’Higgins",6112,0
"25493",2020-05-24,"Pica","Tarapaca",1405,0
"25494",2020-05-24,"Pichidegua","Del Libertador General Bernardo O’Higgins",6113,1
"25495",2020-05-24,"Pichilemu","Del Libertador General Bernardo O’Higgins",6201,1
"25496",2020-05-24,"Pinto","Nuble",16106,0
"25497",2020-05-24,"Pirque","Metropolitana",13202,7
"25498",2020-05-24,"Pitrufquen","La Araucania",9114,0
"25499",2020-05-24,"Placilla","Del Libertador General Bernardo O’Higgins",6308,0
"25500",2020-05-24,"Portezuelo","Nuble",16205,0
"25501",2020-05-24,"Porvenir","Magallanes y la Antartica",12301,0
"25502",2020-05-24,"Pozo Almonte","Tarapaca",1401,0
"25503",2020-05-24,"Primavera","Magallanes y la Antartica",12302,0
"25504",2020-05-24,"Providencia","Metropolitana",13123,26
"25505",2020-05-24,"Puchuncavi","Valparaiso",5105,0
"25506",2020-05-24,"Pucon","La Araucania",9115,0
"25507",2020-05-24,"Pudahuel","Metropolitana",13124,26
"25508",2020-05-24,"Puente Alto","Metropolitana",13201,136
"25509",2020-05-24,"Puerto Montt","Los Lagos",10101,2
"25510",2020-05-24,"Puerto Octay","Los Lagos",10302,1
"25511",2020-05-24,"Puerto Varas","Los Lagos",10109,0
"25512",2020-05-24,"Pumanque","Del Libertador General Bernardo O’Higgins",6309,0
"25513",2020-05-24,"Punitaqui","Coquimbo",4304,2
"25514",2020-05-24,"Punta Arenas","Magallanes y la Antartica",12101,28
"25515",2020-05-24,"Puqueldon","Los Lagos",10206,0
"25516",2020-05-24,"Puren","La Araucania",9208,2
"25517",2020-05-24,"Purranque","Los Lagos",10303,0
"25518",2020-05-24,"Putaendo","Valparaiso",5705,0
"25519",2020-05-24,"Putre","Arica y Parinacota",15201,0
"25520",2020-05-24,"Puyehue","Los Lagos",10304,0
"25521",2020-05-24,"Queilen","Los Lagos",10207,0
"25522",2020-05-24,"Quellon","Los Lagos",10208,1
"25523",2020-05-24,"Quemchi","Los Lagos",10209,0
"25524",2020-05-24,"Quilaco","Biobio",8308,0
"25525",2020-05-24,"Quilicura","Metropolitana",13125,28
"25526",2020-05-24,"Quilleco","Biobio",8309,0
"25527",2020-05-24,"Quillon","Nuble",16107,2
"25528",2020-05-24,"Quillota","Valparaiso",5501,5
"25529",2020-05-24,"Quilpue","Valparaiso",5801,10
"25530",2020-05-24,"Quinchao","Los Lagos",10210,1
"25531",2020-05-24,"Quinta de Tilcoco","Del Libertador General Bernardo O’Higgins",6114,0
"25532",2020-05-24,"Quinta Normal","Metropolitana",13126,25
"25533",2020-05-24,"Quintero","Valparaiso",5107,1
"25534",2020-05-24,"Quirihue","Nuble",16201,1
"25535",2020-05-24,"Rancagua","Del Libertador General Bernardo O’Higgins",6101,9
"25536",2020-05-24,"Ranquil","Nuble",16206,0
"25537",2020-05-24,"Rauco","Maule",7305,0
"25538",2020-05-24,"Recoleta","Metropolitana",13127,62
"25539",2020-05-24,"Renaico","La Araucania",9209,1
"25540",2020-05-24,"Renca","Metropolitana",13128,27
"25541",2020-05-24,"Rengo","Del Libertador General Bernardo O’Higgins",6115,3
"25542",2020-05-24,"Requinoa","Del Libertador General Bernardo O’Higgins",6116,0
"25543",2020-05-24,"Retiro","Maule",7405,0
"25544",2020-05-24,"Rinconada","Valparaiso",5303,1
"25545",2020-05-24,"Rio Bueno","Los Rios",14204,3
"25546",2020-05-24,"Rio Claro","Maule",7108,1
"25547",2020-05-24,"Rio Hurtado","Coquimbo",4305,0
"25548",2020-05-24,"Rio Ibanez","Aysen",11402,0
"25549",2020-05-24,"Rio Negro","Los Lagos",10305,1
"25550",2020-05-24,"Rio Verde","Magallanes y la Antartica",12103,0
"25551",2020-05-24,"Romeral","Maule",7306,4
"25552",2020-05-24,"Saavedra","La Araucania",9116,1
"25553",2020-05-24,"Sagrada Familia","Maule",7307,1
"25554",2020-05-24,"Salamanca","Coquimbo",4204,1
"25555",2020-05-24,"San Antonio","Valparaiso",5601,28
"25556",2020-05-24,"San Bernardo","Metropolitana",13401,47
"25557",2020-05-24,"San Carlos","Nuble",16301,3
"25558",2020-05-24,"San Clemente","Maule",7109,2
"25559",2020-05-24,"San Esteban","Valparaiso",5304,2
"25560",2020-05-24,"San Fabian","Nuble",16304,0
"25561",2020-05-24,"San Felipe","Valparaiso",5701,1
"25562",2020-05-24,"San Fernando","Del Libertador General Bernardo O’Higgins",6301,0
"25563",2020-05-24,"San Gregorio","Magallanes y la Antartica",12104,0
"25564",2020-05-24,"San Ignacio","Nuble",16108,1
"25565",2020-05-24,"San Javier","Maule",7406,2
"25566",2020-05-24,"San Joaquin","Metropolitana",13129,30
"25567",2020-05-24,"San Jose de Maipo","Metropolitana",13203,3
"25568",2020-05-24,"San Juan de la Costa","Los Lagos",10306,1
"25569",2020-05-24,"San Miguel","Metropolitana",13130,32
"25570",2020-05-24,"San Nicolas","Nuble",16305,1
"25571",2020-05-24,"San Pablo","Los Lagos",10307,2
"25572",2020-05-24,"San Pedro","Metropolitana",13505,0
"25573",2020-05-24,"San Pedro de Atacama","Antofagasta",2203,0
"25574",2020-05-24,"San Pedro de la Paz","Biobio",8108,6
"25575",2020-05-24,"San Rafael","Maule",7110,0
"25576",2020-05-24,"San Ramon","Metropolitana",13131,40
"25577",2020-05-24,"San Rosendo","Biobio",8310,0
"25578",2020-05-24,"San Vicente","Del Libertador General Bernardo O’Higgins",6117,3
"25579",2020-05-24,"Santa Barbara","Biobio",8311,0
"25580",2020-05-24,"Santa Cruz","Del Libertador General Bernardo O’Higgins",6310,1
"25581",2020-05-24,"Santa Juana","Biobio",8109,1
"25582",2020-05-24,"Santa Maria","Valparaiso",5706,0
"25583",2020-05-24,"Santiago","Metropolitana",13101,67
"25584",2020-05-24,"Santo Domingo","Valparaiso",5606,0
"25585",2020-05-24,"Sierra Gorda","Antofagasta",2103,0
"25586",2020-05-24,"Talagante","Metropolitana",13601,7
"25587",2020-05-24,"Talca","Maule",7101,10
"25588",2020-05-24,"Talcahuano","Biobio",8110,6
"25589",2020-05-24,"Taltal","Antofagasta",2104,2
"25590",2020-05-24,"Temuco","La Araucania",9101,34
"25591",2020-05-24,"Teno","Maule",7308,2
"25592",2020-05-24,"Teodoro Schmidt","La Araucania",9117,1
"25593",2020-05-24,"Tierra Amarilla","Atacama",3103,0
"25594",2020-05-24,"Tiltil","Metropolitana",13303,1
"25595",2020-05-24,"Timaukel","Magallanes y la Antartica",12303,0
"25596",2020-05-24,"Tirua","Biobio",8207,0
"25597",2020-05-24,"Tocopilla","Antofagasta",2301,0
"25598",2020-05-24,"Tolten","La Araucania",9118,2
"25599",2020-05-24,"Tome","Biobio",8111,3
"25600",2020-05-24,"Torres del Paine","Magallanes y la Antartica",12402,0
"25601",2020-05-24,"Tortel","Aysen",11303,0
"25602",2020-05-24,"Traiguen","La Araucania",9210,1
"25603",2020-05-24,"Treguaco","Nuble",16207,1
"25604",2020-05-24,"Tucapel","Biobio",8312,0
"25605",2020-05-24,"Valdivia","Los Rios",14101,7
"25606",2020-05-24,"Vallenar","Atacama",3301,2
"25607",2020-05-24,"Valparaiso","Valparaiso",5101,30
"25608",2020-05-24,"Vichuquen","Maule",7309,0
"25609",2020-05-24,"Victoria","La Araucania",9211,5
"25610",2020-05-24,"Vicuna","Coquimbo",4106,0
"25611",2020-05-24,"Vilcun","La Araucania",9119,3
"25612",2020-05-24,"Villa Alegre","Maule",7407,1
"25613",2020-05-24,"Villa Alemana","Valparaiso",5804,13
"25614",2020-05-24,"Villarrica","La Araucania",9120,1
"25615",2020-05-24,"Vina del Mar","Valparaiso",5109,29
"25616",2020-05-24,"Vitacura","Metropolitana",13132,10
"25617",2020-05-24,"Yerbas Buenas","Maule",7408,1
"25618",2020-05-24,"Yumbel","Biobio",8313,0
"25619",2020-05-24,"Yungay","Nuble",16109,1
"25620",2020-05-24,"Zapallar","Valparaiso",5405,0
"25621",2020-05-25,"Algarrobo","Valparaiso",5602,4
"25622",2020-05-25,"Alhue","Metropolitana",13502,0
"25623",2020-05-25,"Alto Biobio","Biobio",8314,0
"25624",2020-05-25,"Alto del Carmen","Atacama",3302,0
"25625",2020-05-25,"Alto Hospicio","Tarapaca",1107,6
"25626",2020-05-25,"Ancud","Los Lagos",10202,2
"25627",2020-05-25,"Andacollo","Coquimbo",4103,0
"25628",2020-05-25,"Angol","La Araucania",9201,8
"25629",2020-05-25,"Antartica","Magallanes y la Antartica",12202,0
"25630",2020-05-25,"Antofagasta","Antofagasta",2101,22
"25631",2020-05-25,"Antuco","Biobio",8302,0
"25632",2020-05-25,"Arauco","Biobio",8202,0
"25633",2020-05-25,"Arica","Arica y Parinacota",15101,10
"25634",2020-05-25,"Aysén","Aysen",11201,1
"25635",2020-05-25,"Buin","Metropolitana",13402,9
"25636",2020-05-25,"Bulnes","Nuble",16102,3
"25637",2020-05-25,"Cabildo","Valparaiso",5402,0
"25638",2020-05-25,"Cabo de Hornos","Magallanes y la Antartica",12201,0
"25639",2020-05-25,"Cabrero","Biobio",8303,0
"25640",2020-05-25,"Calama","Antofagasta",2201,13
"25641",2020-05-25,"Calbuco","Los Lagos",10102,0
"25642",2020-05-25,"Caldera","Atacama",3102,0
"25643",2020-05-25,"Calera","Valparaiso",5502,14
"25644",2020-05-25,"Calera de Tango","Metropolitana",13403,1
"25645",2020-05-25,"Calle Larga","Valparaiso",5302,0
"25646",2020-05-25,"Camarones","Arica y Parinacota",15102,0
"25647",2020-05-25,"Camina","Tarapaca",1402,0
"25648",2020-05-25,"Canela","Coquimbo",4202,1
"25649",2020-05-25,"Canete","Biobio",8203,0
"25650",2020-05-25,"Carahue","La Araucania",9102,5
"25651",2020-05-25,"Cartagena","Valparaiso",5603,3
"25652",2020-05-25,"Casablanca","Valparaiso",5102,0
"25653",2020-05-25,"Castro","Los Lagos",10201,0
"25654",2020-05-25,"Catemu","Valparaiso",5702,0
"25655",2020-05-25,"Cauquenes","Maule",7201,6
"25656",2020-05-25,"Cerrillos","Metropolitana",13102,16
"25657",2020-05-25,"Cerro Navia","Metropolitana",13103,53
"25658",2020-05-25,"Chaiten","Los Lagos",10401,0
"25659",2020-05-25,"Chanaral","Atacama",3201,0
"25660",2020-05-25,"Chanco","Maule",7202,2
"25661",2020-05-25,"Chepica","Del Libertador General Bernardo O’Higgins",6302,1
"25662",2020-05-25,"Chiguayante","Biobio",8103,7
"25663",2020-05-25,"Chile Chico","Aysen",11401,0
"25664",2020-05-25,"Chillan","Nuble",16101,12
"25665",2020-05-25,"Chillan Viejo","Nuble",16103,1
"25666",2020-05-25,"Chimbarongo","Del Libertador General Bernardo O’Higgins",6303,1
"25667",2020-05-25,"Cholchol","La Araucania",9121,0
"25668",2020-05-25,"Chonchi","Los Lagos",10203,0
"25669",2020-05-25,"Cisnes","Aysen",11202,0
"25670",2020-05-25,"Cobquecura","Nuble",16202,0
"25671",2020-05-25,"Cochamo","Los Lagos",10103,0
"25672",2020-05-25,"Cochrane","Aysen",11301,0
"25673",2020-05-25,"Codegua","Del Libertador General Bernardo O’Higgins",6102,1
"25674",2020-05-25,"Coelemu","Nuble",16203,1
"25675",2020-05-25,"Coihueco","Nuble",16302,2
"25676",2020-05-25,"Coinco","Del Libertador General Bernardo O’Higgins",6103,0
"25677",2020-05-25,"Colbun","Maule",7402,0
"25678",2020-05-25,"Colchane","Tarapaca",1403,0
"25679",2020-05-25,"Colina","Metropolitana",13301,22
"25680",2020-05-25,"Collipulli","La Araucania",9202,3
"25681",2020-05-25,"Coltauco","Del Libertador General Bernardo O’Higgins",6104,0
"25682",2020-05-25,"Combarbala","Coquimbo",4302,0
"25683",2020-05-25,"Concepcion","Biobio",8101,8
"25684",2020-05-25,"Conchali","Metropolitana",13104,47
"25685",2020-05-25,"Concon","Valparaiso",5103,0
"25686",2020-05-25,"Constitucion","Maule",7102,5
"25687",2020-05-25,"Contulmo","Biobio",8204,0
"25688",2020-05-25,"Copiapo","Atacama",3101,1
"25689",2020-05-25,"Coquimbo","Coquimbo",4102,8
"25690",2020-05-25,"Coronel","Biobio",8102,5
"25691",2020-05-25,"Corral","Los Rios",14102,0
"25692",2020-05-25,"Coyhaique","Aysen",11101,0
"25693",2020-05-25,"Cunco","La Araucania",9103,2
"25694",2020-05-25,"Curacautin","La Araucania",9203,2
"25695",2020-05-25,"Curacavi","Metropolitana",13503,3
"25696",2020-05-25,"Curaco de Velez","Los Lagos",10204,0
"25697",2020-05-25,"Curanilahue","Biobio",8205,0
"25698",2020-05-25,"Curarrehue","La Araucania",9104,0
"25699",2020-05-25,"Curepto","Maule",7103,3
"25700",2020-05-25,"Curico","Maule",7301,9
"25701",2020-05-25,"Dalcahue","Los Lagos",10205,0
"25702",2020-05-25,"Desconocido Antofagasta","Antofagasta",0,0
"25703",2020-05-25,"Desconocido Araucania","La Araucania",0,0
"25704",2020-05-25,"Desconocido Arica y Parinacota","Arica y Parinacota",0,0
"25705",2020-05-25,"Desconocido Atacama","Atacama",0,0
"25706",2020-05-25,"Desconocido Aysen","Aysen",0,0
"25707",2020-05-25,"Desconocido Biobio","Biobio",0,0
"25708",2020-05-25,"Desconocido Coquimbo","Coquimbo",0,0
"25709",2020-05-25,"Desconocido Del Libertador General Bernardo O’Higgins",NA,0,0
"25710",2020-05-25,"Desconocido La Araucania",NA,0,0
"25711",2020-05-25,"Desconocido Los Lagos","Los Lagos",0,0
"25712",2020-05-25,"Desconocido Los Rios","Los Rios",0,0
"25713",2020-05-25,"Desconocido Magallanes","Magallanes y la Antartica",0,0
"25714",2020-05-25,"Desconocido Magallanes y la Antartica",NA,0,0
"25715",2020-05-25,"Desconocido Maule","Maule",0,0
"25716",2020-05-25,"Desconocido Metropolitana","Metropolitana",0,0
"25717",2020-05-25,"Desconocido Nuble","Nuble",0,0
"25718",2020-05-25,"Desconocido O'Higgins",NA,0,0
"25719",2020-05-25,"Desconocido O’Higgins","Del Libertador General Bernardo O’Higgins",0,0
"25720",2020-05-25,"Desconocido Tarapaca","Tarapaca",0,0
"25721",2020-05-25,"Desconocido Valparaiso","Valparaiso",0,0
"25722",2020-05-25,"Diego de Almagro","Atacama",3202,0
"25723",2020-05-25,"Donihue","Del Libertador General Bernardo O’Higgins",6105,2
"25724",2020-05-25,"El Bosque","Metropolitana",13105,34
"25725",2020-05-25,"El Carmen","Nuble",16104,0
"25726",2020-05-25,"El Monte","Metropolitana",13602,9
"25727",2020-05-25,"El Quisco","Valparaiso",5604,5
"25728",2020-05-25,"El Tabo","Valparaiso",5605,4
"25729",2020-05-25,"Empedrado","Maule",7104,0
"25730",2020-05-25,"Ercilla","La Araucania",9204,0
"25731",2020-05-25,"Estacion Central","Metropolitana",13106,35
"25732",2020-05-25,"Florida","Biobio",8104,0
"25733",2020-05-25,"Freire","La Araucania",9105,0
"25734",2020-05-25,"Freirina","Atacama",3303,0
"25735",2020-05-25,"Fresia","Los Lagos",10104,0
"25736",2020-05-25,"Frutillar","Los Lagos",10105,0
"25737",2020-05-25,"Futaleufu","Los Lagos",10402,0
"25738",2020-05-25,"Futrono","Los Rios",14202,0
"25739",2020-05-25,"Galvarino","La Araucania",9106,1
"25740",2020-05-25,"General Lagos","Arica y Parinacota",15202,0
"25741",2020-05-25,"Gorbea","La Araucania",9107,3
"25742",2020-05-25,"Graneros","Del Libertador General Bernardo O’Higgins",6106,1
"25743",2020-05-25,"Guaitecas","Aysen",11203,0
"25744",2020-05-25,"Hijuelas","Valparaiso",5503,3
"25745",2020-05-25,"Hualaihue","Los Lagos",10403,0
"25746",2020-05-25,"Hualane","Maule",7302,1
"25747",2020-05-25,"Hualpen","Biobio",8112,3
"25748",2020-05-25,"Hualqui","Biobio",8105,0
"25749",2020-05-25,"Huara","Tarapaca",1404,0
"25750",2020-05-25,"Huasco","Atacama",3304,0
"25751",2020-05-25,"Huechuraba","Metropolitana",13107,38
"25752",2020-05-25,"Illapel","Coquimbo",4201,0
"25753",2020-05-25,"Independencia","Metropolitana",13108,84
"25754",2020-05-25,"Iquique","Tarapaca",1101,14
"25755",2020-05-25,"Isla de Maipo","Metropolitana",13603,1
"25756",2020-05-25,"Isla de Pascua","Valparaiso",5201,0
"25757",2020-05-25,"Juan Fernandez","Valparaiso",5104,0
"25758",2020-05-25,"La Cisterna","Metropolitana",13109,25
"25759",2020-05-25,"La Cruz","Valparaiso",5504,0
"25760",2020-05-25,"La Estrella","Del Libertador General Bernardo O’Higgins",6202,0
"25761",2020-05-25,"La Florida","Metropolitana",13110,101
"25762",2020-05-25,"La Granja","Metropolitana",13111,40
"25763",2020-05-25,"La Higuera","Coquimbo",4104,0
"25764",2020-05-25,"La Ligua","Valparaiso",5401,6
"25765",2020-05-25,"La Pintana","Metropolitana",13112,64
"25766",2020-05-25,"La Reina","Metropolitana",13113,11
"25767",2020-05-25,"La Serena","Coquimbo",4101,8
"25768",2020-05-25,"La Union","Los Rios",14201,3
"25769",2020-05-25,"Lago Ranco","Los Rios",14203,2
"25770",2020-05-25,"Lago Verde","Aysen",11102,0
"25771",2020-05-25,"Laguna Blanca","Magallanes y la Antartica",12102,0
"25772",2020-05-25,"Laja","Biobio",8304,1
"25773",2020-05-25,"Lampa","Metropolitana",13302,9
"25774",2020-05-25,"Lanco","Los Rios",14103,1
"25775",2020-05-25,"Las Cabras","Del Libertador General Bernardo O’Higgins",6107,0
"25776",2020-05-25,"Las Condes","Metropolitana",13114,64
"25777",2020-05-25,"Lautaro","La Araucania",9108,4
"25778",2020-05-25,"Lebu","Biobio",8201,0
"25779",2020-05-25,"Licanten","Maule",7303,1
"25780",2020-05-25,"Limache","Valparaiso",5802,4
"25781",2020-05-25,"Linares","Maule",7401,6
"25782",2020-05-25,"Litueche","Del Libertador General Bernardo O’Higgins",6203,0
"25783",2020-05-25,"Llaillay","Valparaiso",5703,1
"25784",2020-05-25,"Llanquihue","Los Lagos",10107,0
"25785",2020-05-25,"Lo Barnechea","Metropolitana",13115,15
"25786",2020-05-25,"Lo Espejo","Metropolitana",13116,23
"25787",2020-05-25,"Lo Prado","Metropolitana",13117,27
"25788",2020-05-25,"Lolol","Del Libertador General Bernardo O’Higgins",6304,0
"25789",2020-05-25,"Loncoche","La Araucania",9109,0
"25790",2020-05-25,"Longavi","Maule",7403,4
"25791",2020-05-25,"Lonquimay","La Araucania",9205,1
"25792",2020-05-25,"Los Alamos","Biobio",8206,0
"25793",2020-05-25,"Los Andes","Valparaiso",5301,2
"25794",2020-05-25,"Los Angeles","Biobio",8301,3
"25795",2020-05-25,"Los Lagos","Los Rios",14104,0
"25796",2020-05-25,"Los Muermos","Los Lagos",10106,0
"25797",2020-05-25,"Los Sauces","La Araucania",9206,0
"25798",2020-05-25,"Los Vilos","Coquimbo",4203,0
"25799",2020-05-25,"Lota","Biobio",8106,0
"25800",2020-05-25,"Lumaco","La Araucania",9207,0
"25801",2020-05-25,"Machali","Del Libertador General Bernardo O’Higgins",6108,3
"25802",2020-05-25,"Macul","Metropolitana",13118,37
"25803",2020-05-25,"Mafil","Los Rios",14105,0
"25804",2020-05-25,"Maipu","Metropolitana",13119,88
"25805",2020-05-25,"Malloa","Del Libertador General Bernardo O’Higgins",6109,0
"25806",2020-05-25,"Marchihue","Del Libertador General Bernardo O’Higgins",6204,0
"25807",2020-05-25,"Maria Elena","Antofagasta",2302,1
"25808",2020-05-25,"Maria Pinto","Metropolitana",13504,0
"25809",2020-05-25,"Mariquina","Los Rios",14106,2
"25810",2020-05-25,"Maule","Maule",7105,2
"25811",2020-05-25,"Maullin","Los Lagos",10108,1
"25812",2020-05-25,"Mejillones","Antofagasta",2102,3
"25813",2020-05-25,"Melipeuco","La Araucania",9110,0
"25814",2020-05-25,"Melipilla","Metropolitana",13501,9
"25815",2020-05-25,"Molina","Maule",7304,3
"25816",2020-05-25,"Monte Patria","Coquimbo",4303,0
"25817",2020-05-25,"Mostazal","Del Libertador General Bernardo O’Higgins",6110,3
"25818",2020-05-25,"Mulchen","Biobio",8305,1
"25819",2020-05-25,"Nacimiento","Biobio",8306,1
"25820",2020-05-25,"Nancagua","Del Libertador General Bernardo O’Higgins",6305,2
"25821",2020-05-25,"Natales","Magallanes y la Antartica",12401,4
"25822",2020-05-25,"Navidad","Del Libertador General Bernardo O’Higgins",6205,1
"25823",2020-05-25,"Negrete","Biobio",8307,2
"25824",2020-05-25,"Ninhue","Nuble",16204,0
"25825",2020-05-25,"Niquen","Nuble",16303,2
"25826",2020-05-25,"Nogales","Valparaiso",5506,4
"25827",2020-05-25,"Nueva Imperial","La Araucania",9111,5
"25828",2020-05-25,"Nunoa","Metropolitana",13120,38
"25829",2020-05-25,"OHiggins","Aysen",11302,0
"25830",2020-05-25,"Olivar","Del Libertador General Bernardo O’Higgins",6111,1
"25831",2020-05-25,"Ollague","Antofagasta",2202,0
"25832",2020-05-25,"Olmue","Valparaiso",5803,1
"25833",2020-05-25,"Osorno","Los Lagos",10301,10
"25834",2020-05-25,"Ovalle","Coquimbo",4301,1
"25835",2020-05-25,"Padre Hurtado","Metropolitana",13604,6
"25836",2020-05-25,"Padre Las Casas","La Araucania",9112,6
"25837",2020-05-25,"Paiguano","Coquimbo",4105,0
"25838",2020-05-25,"Paillaco","Los Rios",14107,0
"25839",2020-05-25,"Paine","Metropolitana",13404,5
"25840",2020-05-25,"Palena","Los Lagos",10404,0
"25841",2020-05-25,"Palmilla","Del Libertador General Bernardo O’Higgins",6306,0
"25842",2020-05-25,"Panguipulli","Los Rios",14108,3
"25843",2020-05-25,"Panquehue","Valparaiso",5704,0
"25844",2020-05-25,"Papudo","Valparaiso",5403,0
"25845",2020-05-25,"Paredones","Del Libertador General Bernardo O’Higgins",6206,0
"25846",2020-05-25,"Parral","Maule",7404,0
"25847",2020-05-25,"Pedro Aguirre Cerda","Metropolitana",13121,30
"25848",2020-05-25,"Pelarco","Maule",7106,1
"25849",2020-05-25,"Pelluhue","Maule",7203,1
"25850",2020-05-25,"Pemuco","Nuble",16105,0
"25851",2020-05-25,"Penaflor","Metropolitana",13605,15
"25852",2020-05-25,"Penalolen","Metropolitana",13122,64
"25853",2020-05-25,"Pencahue","Maule",7107,0
"25854",2020-05-25,"Penco","Biobio",8107,0
"25855",2020-05-25,"Peralillo","Del Libertador General Bernardo O’Higgins",6307,1
"25856",2020-05-25,"Perquenco","La Araucania",9113,0
"25857",2020-05-25,"Petorca","Valparaiso",5404,0
"25858",2020-05-25,"Peumo","Del Libertador General Bernardo O’Higgins",6112,0
"25859",2020-05-25,"Pica","Tarapaca",1405,0
"25860",2020-05-25,"Pichidegua","Del Libertador General Bernardo O’Higgins",6113,1
"25861",2020-05-25,"Pichilemu","Del Libertador General Bernardo O’Higgins",6201,1
"25862",2020-05-25,"Pinto","Nuble",16106,0
"25863",2020-05-25,"Pirque","Metropolitana",13202,7
"25864",2020-05-25,"Pitrufquen","La Araucania",9114,0
"25865",2020-05-25,"Placilla","Del Libertador General Bernardo O’Higgins",6308,0
"25866",2020-05-25,"Portezuelo","Nuble",16205,0
"25867",2020-05-25,"Porvenir","Magallanes y la Antartica",12301,0
"25868",2020-05-25,"Pozo Almonte","Tarapaca",1401,0
"25869",2020-05-25,"Primavera","Magallanes y la Antartica",12302,0
"25870",2020-05-25,"Providencia","Metropolitana",13123,26
"25871",2020-05-25,"Puchuncavi","Valparaiso",5105,0
"25872",2020-05-25,"Pucon","La Araucania",9115,0
"25873",2020-05-25,"Pudahuel","Metropolitana",13124,27
"25874",2020-05-25,"Puente Alto","Metropolitana",13201,143
"25875",2020-05-25,"Puerto Montt","Los Lagos",10101,2
"25876",2020-05-25,"Puerto Octay","Los Lagos",10302,1
"25877",2020-05-25,"Puerto Varas","Los Lagos",10109,0
"25878",2020-05-25,"Pumanque","Del Libertador General Bernardo O’Higgins",6309,0
"25879",2020-05-25,"Punitaqui","Coquimbo",4304,2
"25880",2020-05-25,"Punta Arenas","Magallanes y la Antartica",12101,28
"25881",2020-05-25,"Puqueldon","Los Lagos",10206,0
"25882",2020-05-25,"Puren","La Araucania",9208,2
"25883",2020-05-25,"Purranque","Los Lagos",10303,0
"25884",2020-05-25,"Putaendo","Valparaiso",5705,0
"25885",2020-05-25,"Putre","Arica y Parinacota",15201,0
"25886",2020-05-25,"Puyehue","Los Lagos",10304,0
"25887",2020-05-25,"Queilen","Los Lagos",10207,0
"25888",2020-05-25,"Quellon","Los Lagos",10208,1
"25889",2020-05-25,"Quemchi","Los Lagos",10209,0
"25890",2020-05-25,"Quilaco","Biobio",8308,0
"25891",2020-05-25,"Quilicura","Metropolitana",13125,32
"25892",2020-05-25,"Quilleco","Biobio",8309,0
"25893",2020-05-25,"Quillon","Nuble",16107,2
"25894",2020-05-25,"Quillota","Valparaiso",5501,5
"25895",2020-05-25,"Quilpue","Valparaiso",5801,11
"25896",2020-05-25,"Quinchao","Los Lagos",10210,1
"25897",2020-05-25,"Quinta de Tilcoco","Del Libertador General Bernardo O’Higgins",6114,0
"25898",2020-05-25,"Quinta Normal","Metropolitana",13126,27
"25899",2020-05-25,"Quintero","Valparaiso",5107,2
"25900",2020-05-25,"Quirihue","Nuble",16201,1
