"","region","codigo_comuna","comuna","poblacion","semana","new_cases_sint","new_cases","dia","oportunidad_comuna"
"2212","Valparaíso",5201,"Isla de Pascua",8277,23,0,0,2020-06-04,NA
"2213","Valparaíso",5301,"Los Andes",68093,17,0,1,2020-04-23,0
"2214","Valparaíso",5301,"Los Andes",68093,18,0,0,2020-04-30,NA
"2215","Valparaíso",5301,"Los Andes",68093,19,9,10,2020-05-07,0.9
"2216","Valparaíso",5301,"Los Andes",68093,20,5,7,2020-05-14,0.714285714285714
"2217","Valparaíso",5301,"Los Andes",68093,21,10,20,2020-05-21,0.5
"2218","Valparaíso",5301,"Los Andes",68093,22,5,18,2020-05-28,0.277777777777778
"2219","Valparaíso",5301,"Los Andes",68093,23,37,79,2020-06-04,0.468354430379747
"2220","Valparaíso",5302,"Calle Larga",16482,17,0,0,2020-04-23,NA
"2221","Valparaíso",5302,"Calle Larga",16482,18,0,0,2020-04-30,NA
"2222","Valparaíso",5302,"Calle Larga",16482,19,0,0,2020-05-07,NA
"2223","Valparaíso",5302,"Calle Larga",16482,20,0,0,2020-05-14,NA
"2224","Valparaíso",5302,"Calle Larga",16482,21,2,3,2020-05-21,0.666666666666667
"2225","Valparaíso",5302,"Calle Larga",16482,22,1,8,2020-05-28,0.125
"2226","Valparaíso",5302,"Calle Larga",16482,23,8,20,2020-06-04,0.4
"2227","Valparaíso",5303,"Rinconada",11263,17,-1,0,2020-04-23,NA
"2228","Valparaíso",5303,"Rinconada",11263,18,0,0,2020-04-30,NA
"2229","Valparaíso",5303,"Rinconada",11263,19,0,0,2020-05-07,NA
"2230","Valparaíso",5303,"Rinconada",11263,20,2,2,2020-05-14,1
"2231","Valparaíso",5303,"Rinconada",11263,21,2,8,2020-05-21,0.25
"2232","Valparaíso",5303,"Rinconada",11263,22,4,8,2020-05-28,0.5
"2233","Valparaíso",5303,"Rinconada",11263,23,3,5,2020-06-04,0.6
"2234","Valparaíso",5304,"San Esteban",20643,17,2,2,2020-04-23,1
"2235","Valparaíso",5304,"San Esteban",20643,18,0,0,2020-04-30,NA
"2236","Valparaíso",5304,"San Esteban",20643,19,2,3,2020-05-07,0.666666666666667
"2237","Valparaíso",5304,"San Esteban",20643,20,0,2,2020-05-14,0
"2238","Valparaíso",5304,"San Esteban",20643,21,2,3,2020-05-21,0.666666666666667
"2239","Valparaíso",5304,"San Esteban",20643,22,0,2,2020-05-28,0
"2240","Valparaíso",5304,"San Esteban",20643,23,8,14,2020-06-04,0.571428571428571
"2241","Valparaíso",5401,"La Ligua",37739,17,0,0,2020-04-23,NA
"2242","Valparaíso",5401,"La Ligua",37739,18,1,1,2020-04-30,1
"2243","Valparaíso",5401,"La Ligua",37739,19,0,0,2020-05-07,NA
"2244","Valparaíso",5401,"La Ligua",37739,20,1,1,2020-05-14,1
"2245","Valparaíso",5401,"La Ligua",37739,21,0,1,2020-05-21,0
"2246","Valparaíso",5401,"La Ligua",37739,22,0,0,2020-05-28,NA
"2247","Valparaíso",5401,"La Ligua",37739,23,3,18,2020-06-04,0.166666666666667
"2248","Valparaíso",5402,"Cabildo",20663,17,3,3,2020-04-23,1
"2249","Valparaíso",5402,"Cabildo",20663,18,1,1,2020-04-30,1
"2250","Valparaíso",5402,"Cabildo",20663,19,0,1,2020-05-07,0
"2251","Valparaíso",5402,"Cabildo",20663,20,0,2,2020-05-14,0
"2252","Valparaíso",5402,"Cabildo",20663,21,1,2,2020-05-21,0.5
"2253","Valparaíso",5402,"Cabildo",20663,22,0,0,2020-05-28,NA
"2254","Valparaíso",5402,"Cabildo",20663,23,2,8,2020-06-04,0.25
"2255","Valparaíso",5403,"Papudo",6201,17,0,0,2020-04-23,NA
"2256","Valparaíso",5403,"Papudo",6201,18,0,0,2020-04-30,NA
"2257","Valparaíso",5403,"Papudo",6201,19,0,0,2020-05-07,NA
"2258","Valparaíso",5403,"Papudo",6201,20,0,0,2020-05-14,NA
"2259","Valparaíso",5403,"Papudo",6201,21,0,0,2020-05-21,NA
"2260","Valparaíso",5403,"Papudo",6201,22,0,0,2020-05-28,NA
"2261","Valparaíso",5403,"Papudo",6201,23,0,2,2020-06-04,0
"2262","Valparaíso",5404,"Petorca",10558,17,0,0,2020-04-23,NA
"2263","Valparaíso",5404,"Petorca",10558,18,0,0,2020-04-30,NA
"2264","Valparaíso",5404,"Petorca",10558,19,1,1,2020-05-07,1
"2265","Valparaíso",5404,"Petorca",10558,20,0,0,2020-05-14,NA
"2266","Valparaíso",5404,"Petorca",10558,21,1,1,2020-05-21,1
"2267","Valparaíso",5404,"Petorca",10558,22,0,1,2020-05-28,0
"2268","Valparaíso",5404,"Petorca",10558,23,0,0,2020-06-04,NA
"2269","Valparaíso",5405,"Zapallar",7994,17,0,0,2020-04-23,NA
"2270","Valparaíso",5405,"Zapallar",7994,18,0,0,2020-04-30,NA
"2271","Valparaíso",5405,"Zapallar",7994,19,0,0,2020-05-07,NA
"2272","Valparaíso",5405,"Zapallar",7994,20,0,0,2020-05-14,NA
"2273","Valparaíso",5405,"Zapallar",7994,21,0,0,2020-05-21,NA
"2274","Valparaíso",5405,"Zapallar",7994,22,0,0,2020-05-28,NA
"2275","Valparaíso",5405,"Zapallar",7994,23,0,0,2020-06-04,NA
"2276","Valparaíso",5501,"Quillota",97572,17,0,0,2020-04-23,NA
"2277","Valparaíso",5501,"Quillota",97572,18,1,2,2020-04-30,0.5
"2278","Valparaíso",5501,"Quillota",97572,19,2,3,2020-05-07,0.666666666666667
"2279","Valparaíso",5501,"Quillota",97572,20,4,9,2020-05-14,0.444444444444444
"2280","Valparaíso",5501,"Quillota",97572,21,-1,3,2020-05-21,-0.333333333333333
"2281","Valparaíso",5501,"Quillota",97572,22,1,14,2020-05-28,0.0714285714285714
"2282","Valparaíso",5501,"Quillota",97572,23,8,31,2020-06-04,0.258064516129032
"2283","Valparaíso",5502,"Calera",53591,17,0,0,2020-04-23,NA
"2284","Valparaíso",5502,"Calera",53591,18,0,0,2020-04-30,NA
"2285","Valparaíso",5502,"Calera",53591,19,3,3,2020-05-07,1
"2286","Valparaíso",5502,"Calera",53591,20,1,3,2020-05-14,0.333333333333333
"2287","Valparaíso",5502,"Calera",53591,21,2,3,2020-05-21,0.666666666666667
"2288","Valparaíso",5502,"Calera",53591,22,6,13,2020-05-28,0.461538461538462
"2289","Valparaíso",5502,"Calera",53591,23,7,12,2020-06-04,0.583333333333333
"2290","Valparaíso",5503,"Hijuelas",19099,17,0,0,2020-04-23,NA
"2291","Valparaíso",5503,"Hijuelas",19099,18,0,0,2020-04-30,NA
"2292","Valparaíso",5503,"Hijuelas",19099,19,0,0,2020-05-07,NA
"2293","Valparaíso",5503,"Hijuelas",19099,20,0,1,2020-05-14,0
"2294","Valparaíso",5503,"Hijuelas",19099,21,1,1,2020-05-21,1
"2295","Valparaíso",5503,"Hijuelas",19099,22,4,5,2020-05-28,0.8
"2296","Valparaíso",5503,"Hijuelas",19099,23,1,4,2020-06-04,0.25
"2297","Valparaíso",5504,"La Cruz",25321,17,0,0,2020-04-23,NA
"2298","Valparaíso",5504,"La Cruz",25321,18,1,1,2020-04-30,1
"2299","Valparaíso",5504,"La Cruz",25321,19,2,3,2020-05-07,0.666666666666667
"2300","Valparaíso",5504,"La Cruz",25321,20,1,3,2020-05-14,0.333333333333333
"2301","Valparaíso",5504,"La Cruz",25321,21,0,0,2020-05-21,NA
"2302","Valparaíso",5504,"La Cruz",25321,22,1,2,2020-05-28,0.5
"2303","Valparaíso",5504,"La Cruz",25321,23,1,3,2020-06-04,0.333333333333333
"2304","Valparaíso",5506,"Nogales",23490,17,0,0,2020-04-23,NA
"2305","Valparaíso",5506,"Nogales",23490,18,0,0,2020-04-30,NA
"2306","Valparaíso",5506,"Nogales",23490,19,0,1,2020-05-07,0
"2307","Valparaíso",5506,"Nogales",23490,20,1,2,2020-05-14,0.5
"2308","Valparaíso",5506,"Nogales",23490,21,0,3,2020-05-21,0
"2309","Valparaíso",5506,"Nogales",23490,22,0,2,2020-05-28,0
"2310","Valparaíso",5506,"Nogales",23490,23,2,4,2020-06-04,0.5
"2311","Valparaíso",5601,"San Antonio",96761,17,4,7,2020-04-23,0.571428571428571
"2312","Valparaíso",5601,"San Antonio",96761,18,6,14,2020-04-30,0.428571428571429
"2313","Valparaíso",5601,"San Antonio",96761,19,9,22,2020-05-07,0.409090909090909
"2314","Valparaíso",5601,"San Antonio",96761,20,25,34,2020-05-14,0.735294117647059
"2315","Valparaíso",5601,"San Antonio",96761,21,1,6,2020-05-21,0.166666666666667
"2316","Valparaíso",5601,"San Antonio",96761,22,19,30,2020-05-28,0.633333333333333
"2317","Valparaíso",5601,"San Antonio",96761,23,29,66,2020-06-04,0.439393939393939
"2318","Valparaíso",5602,"Algarrobo",15174,17,1,1,2020-04-23,1
"2319","Valparaíso",5602,"Algarrobo",15174,18,0,0,2020-04-30,NA
"2320","Valparaíso",5602,"Algarrobo",15174,19,0,2,2020-05-07,0
"2321","Valparaíso",5602,"Algarrobo",15174,20,4,4,2020-05-14,1
"2322","Valparaíso",5602,"Algarrobo",15174,21,1,1,2020-05-21,1
"2323","Valparaíso",5602,"Algarrobo",15174,22,3,6,2020-05-28,0.5
"2324","Valparaíso",5602,"Algarrobo",15174,23,5,9,2020-06-04,0.555555555555556
"2325","Valparaíso",5603,"Cartagena",25357,17,0,0,2020-04-23,NA
"2326","Valparaíso",5603,"Cartagena",25357,18,0,1,2020-04-30,0
"2327","Valparaíso",5603,"Cartagena",25357,19,0,1,2020-05-07,0
"2328","Valparaíso",5603,"Cartagena",25357,20,0,2,2020-05-14,0
"2329","Valparaíso",5603,"Cartagena",25357,21,2,5,2020-05-21,0.4
"2330","Valparaíso",5603,"Cartagena",25357,22,1,4,2020-05-28,0.25
"2331","Valparaíso",5603,"Cartagena",25357,23,3,7,2020-06-04,0.428571428571429
"2332","Valparaíso",5604,"El Quisco",17742,17,0,0,2020-04-23,NA
"2333","Valparaíso",5604,"El Quisco",17742,18,1,1,2020-04-30,1
"2334","Valparaíso",5604,"El Quisco",17742,19,1,2,2020-05-07,0.5
"2335","Valparaíso",5604,"El Quisco",17742,20,0,3,2020-05-14,0
"2336","Valparaíso",5604,"El Quisco",17742,21,0,3,2020-05-21,0
"2337","Valparaíso",5604,"El Quisco",17742,22,4,7,2020-05-28,0.571428571428571
"2338","Valparaíso",5604,"El Quisco",17742,23,1,3,2020-06-04,0.333333333333333
"2339","Valparaíso",5605,"El Tabo",14338,17,0,0,2020-04-23,NA
"2340","Valparaíso",5605,"El Tabo",14338,18,0,0,2020-04-30,NA
"2341","Valparaíso",5605,"El Tabo",14338,19,2,2,2020-05-07,1
"2342","Valparaíso",5605,"El Tabo",14338,20,-1,1,2020-05-14,-1
"2343","Valparaíso",5605,"El Tabo",14338,21,1,2,2020-05-21,0.5
"2344","Valparaíso",5605,"El Tabo",14338,22,3,4,2020-05-28,0.75
"2345","Valparaíso",5605,"El Tabo",14338,23,6,9,2020-06-04,0.666666666666667
"2346","Valparaíso",5606,"Santo Domingo",11934,17,0,0,2020-04-23,NA
"2347","Valparaíso",5606,"Santo Domingo",11934,18,0,3,2020-04-30,0
"2348","Valparaíso",5606,"Santo Domingo",11934,19,0,4,2020-05-07,0
"2349","Valparaíso",5606,"Santo Domingo",11934,20,3,4,2020-05-14,0.75
"2350","Valparaíso",5606,"Santo Domingo",11934,21,0,0,2020-05-21,NA
"2351","Valparaíso",5606,"Santo Domingo",11934,22,0,3,2020-05-28,0
"2352","Valparaíso",5606,"Santo Domingo",11934,23,3,7,2020-06-04,0.428571428571429
"2353","Valparaíso",5701,"San Felipe",83494,17,0,0,2020-04-23,NA
"2354","Valparaíso",5701,"San Felipe",83494,18,0,0,2020-04-30,NA
"2355","Valparaíso",5701,"San Felipe",83494,19,5,5,2020-05-07,1
"2356","Valparaíso",5701,"San Felipe",83494,20,6,7,2020-05-14,0.857142857142857
"2357","Valparaíso",5701,"San Felipe",83494,21,9,15,2020-05-21,0.6
"2358","Valparaíso",5701,"San Felipe",83494,22,3,17,2020-05-28,0.176470588235294
"2359","Valparaíso",5701,"San Felipe",83494,23,35,80,2020-06-04,0.4375
"2360","Valparaíso",5702,"Catemu",15213,17,0,0,2020-04-23,NA
"2361","Valparaíso",5702,"Catemu",15213,18,1,1,2020-04-30,1
"2362","Valparaíso",5702,"Catemu",15213,19,1,1,2020-05-07,1
"2363","Valparaíso",5702,"Catemu",15213,20,1,2,2020-05-14,0.5
"2364","Valparaíso",5702,"Catemu",15213,21,0,2,2020-05-21,0
"2365","Valparaíso",5702,"Catemu",15213,22,0,0,2020-05-28,NA
"2366","Valparaíso",5702,"Catemu",15213,23,4,10,2020-06-04,0.4
"2367","Valparaíso",5703,"Llaillay",26533,17,0,0,2020-04-23,NA
"2368","Valparaíso",5703,"Llaillay",26533,18,1,0,2020-04-30,NA
"2369","Valparaíso",5703,"Llaillay",26533,19,1,1,2020-05-07,1
"2370","Valparaíso",5703,"Llaillay",26533,20,2,3,2020-05-14,0.666666666666667
"2371","Valparaíso",5703,"Llaillay",26533,21,1,4,2020-05-21,0.25
"2372","Valparaíso",5703,"Llaillay",26533,22,0,1,2020-05-28,0
"2373","Valparaíso",5703,"Llaillay",26533,23,7,18,2020-06-04,0.388888888888889
"2374","Valparaíso",5704,"Panquehue",7633,17,0,0,2020-04-23,NA
"2375","Valparaíso",5704,"Panquehue",7633,18,0,0,2020-04-30,NA
"2376","Valparaíso",5704,"Panquehue",7633,19,0,0,2020-05-07,NA
"2377","Valparaíso",5704,"Panquehue",7633,20,0,0,2020-05-14,NA
"2378","Valparaíso",5704,"Panquehue",7633,21,1,2,2020-05-21,0.5
"2379","Valparaíso",5704,"Panquehue",7633,22,0,0,2020-05-28,NA
"2380","Valparaíso",5704,"Panquehue",7633,23,1,3,2020-06-04,0.333333333333333
"2381","Valparaíso",5705,"Putaendo",17645,17,0,0,2020-04-23,NA
"2382","Valparaíso",5705,"Putaendo",17645,18,0,0,2020-04-30,NA
"2383","Valparaíso",5705,"Putaendo",17645,19,3,5,2020-05-07,0.6
"2384","Valparaíso",5705,"Putaendo",17645,20,3,3,2020-05-14,1
"2385","Valparaíso",5705,"Putaendo",17645,21,1,1,2020-05-21,1
"2386","Valparaíso",5705,"Putaendo",17645,22,0,2,2020-05-28,0
"2387","Valparaíso",5705,"Putaendo",17645,23,8,15,2020-06-04,0.533333333333333
"2388","Valparaíso",5706,"Santa Maria",16367,17,0,0,2020-04-23,NA
"2389","Valparaíso",5706,"Santa Maria",16367,18,5,3,2020-04-30,NA
"2390","Valparaíso",5706,"Santa Maria",16367,19,1,1,2020-05-07,1
"2391","Valparaíso",5706,"Santa Maria",16367,20,0,0,2020-05-14,NA
"2392","Valparaíso",5706,"Santa Maria",16367,21,0,0,2020-05-21,NA
"2393","Valparaíso",5706,"Santa Maria",16367,22,0,0,2020-05-28,NA
"2394","Valparaíso",5706,"Santa Maria",16367,23,4,13,2020-06-04,0.307692307692308
"2395","Valparaíso",5801,"Quilpue",167085,17,0,0,2020-04-23,NA
"2396","Valparaíso",5801,"Quilpue",167085,18,0,2,2020-04-30,0
"2397","Valparaíso",5801,"Quilpue",167085,19,1,5,2020-05-07,0.2
"2398","Valparaíso",5801,"Quilpue",167085,20,6,16,2020-05-14,0.375
"2399","Valparaíso",5801,"Quilpue",167085,21,8,31,2020-05-21,0.258064516129032
"2400","Valparaíso",5801,"Quilpue",167085,22,9,38,2020-05-28,0.236842105263158
"2401","Valparaíso",5801,"Quilpue",167085,23,13,36,2020-06-04,0.361111111111111
"2402","Valparaíso",5802,"Limache",49931,17,0,0,2020-04-23,NA
"2403","Valparaíso",5802,"Limache",49931,18,0,0,2020-04-30,NA
"2404","Valparaíso",5802,"Limache",49931,19,0,3,2020-05-07,0
"2405","Valparaíso",5802,"Limache",49931,20,4,7,2020-05-14,0.571428571428571
"2406","Valparaíso",5802,"Limache",49931,21,2,11,2020-05-21,0.181818181818182
"2407","Valparaíso",5802,"Limache",49931,22,1,9,2020-05-28,0.111111111111111
"2408","Valparaíso",5802,"Limache",49931,23,8,21,2020-06-04,0.380952380952381
"2409","Valparaíso",5803,"Olmue",19266,17,0,0,2020-04-23,NA
"2410","Valparaíso",5803,"Olmue",19266,18,0,0,2020-04-30,NA
"2411","Valparaíso",5803,"Olmue",19266,19,0,0,2020-05-07,NA
"2412","Valparaíso",5803,"Olmue",19266,20,0,0,2020-05-14,NA
"2413","Valparaíso",5803,"Olmue",19266,21,0,2,2020-05-21,0
"2414","Valparaíso",5803,"Olmue",19266,22,1,2,2020-05-28,0.5
"2415","Valparaíso",5803,"Olmue",19266,23,1,1,2020-06-04,1
"2416","Valparaíso",5804,"Villa Alemana",139310,17,1,1,2020-04-23,1
"2417","Valparaíso",5804,"Villa Alemana",139310,18,0,2,2020-04-30,0
"2418","Valparaíso",5804,"Villa Alemana",139310,19,4,9,2020-05-07,0.444444444444444
"2419","Valparaíso",5804,"Villa Alemana",139310,20,7,13,2020-05-14,0.538461538461538
"2420","Valparaíso",5804,"Villa Alemana",139310,21,2,13,2020-05-21,0.153846153846154
"2421","Valparaíso",5804,"Villa Alemana",139310,22,6,25,2020-05-28,0.24
"2422","Valparaíso",5804,"Villa Alemana",139310,23,18,55,2020-06-04,0.327272727272727
