"","region","codigo_comuna","comuna","poblacion","semana","new_cases_sint","new_cases","dia","oportunidad_comuna"
"1","Antofagasta",2101,"Antofagasta",425725,17,30,42,2020-04-23,0.714285714285714
"2","Antofagasta",2101,"Antofagasta",425725,18,67,101,2020-04-30,0.663366336633663
"3","Antofagasta",2101,"Antofagasta",425725,19,27,57,2020-05-07,0.473684210526316
"4","Antofagasta",2101,"Antofagasta",425725,20,67,155,2020-05-14,0.432258064516129
"5","Antofagasta",2101,"Antofagasta",425725,21,55,103,2020-05-21,0.533980582524272
"6","Antofagasta",2101,"Antofagasta",425725,22,54,155,2020-05-28,0.348387096774194
"7","Antofagasta",2101,"Antofagasta",425725,23,86,166,2020-06-04,0.518072289156627
"8","Antofagasta",2102,"Mejillones",14776,17,20,22,2020-04-23,0.909090909090909
"9","Antofagasta",2102,"Mejillones",14776,18,48,49,2020-04-30,0.979591836734694
"10","Antofagasta",2102,"Mejillones",14776,19,7,16,2020-05-07,0.4375
"11","Antofagasta",2102,"Mejillones",14776,20,4,17,2020-05-14,0.235294117647059
"12","Antofagasta",2102,"Mejillones",14776,21,0,1,2020-05-21,0
"13","Antofagasta",2102,"Mejillones",14776,22,4,18,2020-05-28,0.222222222222222
"14","Antofagasta",2102,"Mejillones",14776,23,0,6,2020-06-04,0
"15","Antofagasta",2103,"Sierra Gorda",1746,17,0,0,2020-04-23,NA
"16","Antofagasta",2103,"Sierra Gorda",1746,18,0,0,2020-04-30,NA
"17","Antofagasta",2103,"Sierra Gorda",1746,19,0,0,2020-05-07,NA
"18","Antofagasta",2103,"Sierra Gorda",1746,20,2,2,2020-05-14,1
"19","Antofagasta",2103,"Sierra Gorda",1746,21,0,2,2020-05-21,0
"20","Antofagasta",2103,"Sierra Gorda",1746,22,0,1,2020-05-28,0
"21","Antofagasta",2103,"Sierra Gorda",1746,23,0,5,2020-06-04,0
"22","Antofagasta",2104,"Taltal",13657,17,0,0,2020-04-23,NA
"23","Antofagasta",2104,"Taltal",13657,18,0,1,2020-04-30,0
"24","Antofagasta",2104,"Taltal",13657,19,1,1,2020-05-07,1
"25","Antofagasta",2104,"Taltal",13657,20,1,1,2020-05-14,1
"26","Antofagasta",2104,"Taltal",13657,21,0,2,2020-05-21,0
"27","Antofagasta",2104,"Taltal",13657,22,4,7,2020-05-28,0.571428571428571
"28","Antofagasta",2104,"Taltal",13657,23,0,0,2020-06-04,NA
"29","Antofagasta",2201,"Calama",190336,17,14,19,2020-04-23,0.736842105263158
"30","Antofagasta",2201,"Calama",190336,18,7,13,2020-04-30,0.538461538461538
"31","Antofagasta",2201,"Calama",190336,19,1,12,2020-05-07,0.0833333333333333
"32","Antofagasta",2201,"Calama",190336,20,14,45,2020-05-14,0.311111111111111
"33","Antofagasta",2201,"Calama",190336,21,8,48,2020-05-21,0.166666666666667
"34","Antofagasta",2201,"Calama",190336,22,2,71,2020-05-28,0.028169014084507
"35","Antofagasta",2201,"Calama",190336,23,3,130,2020-06-04,0.0230769230769231
"36","Antofagasta",2202,"Ollague",287,17,0,0,2020-04-23,NA
"37","Antofagasta",2202,"Ollague",287,18,0,0,2020-04-30,NA
"38","Antofagasta",2202,"Ollague",287,19,0,0,2020-05-07,NA
"39","Antofagasta",2202,"Ollague",287,20,0,0,2020-05-14,NA
"40","Antofagasta",2202,"Ollague",287,21,0,0,2020-05-21,NA
"41","Antofagasta",2202,"Ollague",287,22,0,0,2020-05-28,NA
"42","Antofagasta",2202,"Ollague",287,23,0,0,2020-06-04,NA
"43","Antofagasta",2203,"San Pedro de Atacama",10434,17,0,0,2020-04-23,NA
"44","Antofagasta",2203,"San Pedro de Atacama",10434,18,0,0,2020-04-30,NA
"45","Antofagasta",2203,"San Pedro de Atacama",10434,19,0,0,2020-05-07,NA
"46","Antofagasta",2203,"San Pedro de Atacama",10434,20,0,0,2020-05-14,NA
"47","Antofagasta",2203,"San Pedro de Atacama",10434,21,0,0,2020-05-21,NA
"48","Antofagasta",2203,"San Pedro de Atacama",10434,22,0,0,2020-05-28,NA
"49","Antofagasta",2203,"San Pedro de Atacama",10434,23,0,2,2020-06-04,0
"50","Antofagasta",2301,"Tocopilla",28079,17,0,0,2020-04-23,NA
"51","Antofagasta",2301,"Tocopilla",28079,18,0,1,2020-04-30,0
"52","Antofagasta",2301,"Tocopilla",28079,19,1,1,2020-05-07,1
"53","Antofagasta",2301,"Tocopilla",28079,20,3,5,2020-05-14,0.6
"54","Antofagasta",2301,"Tocopilla",28079,21,0,3,2020-05-21,0
"55","Antofagasta",2301,"Tocopilla",28079,22,1,2,2020-05-28,0.5
"56","Antofagasta",2301,"Tocopilla",28079,23,2,3,2020-06-04,0.666666666666667
"57","Antofagasta",2302,"Maria Elena",6814,17,4,6,2020-04-23,0.666666666666667
"58","Antofagasta",2302,"Maria Elena",6814,18,3,5,2020-04-30,0.6
"59","Antofagasta",2302,"Maria Elena",6814,19,0,2,2020-05-07,0
"60","Antofagasta",2302,"Maria Elena",6814,20,3,28,2020-05-14,0.107142857142857
"61","Antofagasta",2302,"Maria Elena",6814,21,3,15,2020-05-21,0.2
"62","Antofagasta",2302,"Maria Elena",6814,22,1,3,2020-05-28,0.333333333333333
"63","Antofagasta",2302,"Maria Elena",6814,23,1,8,2020-06-04,0.125
"64","Araucanía",9101,"Temuco",302931,17,13,21,2020-04-23,0.619047619047619
"65","Araucanía",9101,"Temuco",302931,18,2,10,2020-04-30,0.2
"66","Araucanía",9101,"Temuco",302931,19,17,23,2020-05-07,0.739130434782609
"67","Araucanía",9101,"Temuco",302931,20,24,30,2020-05-14,0.8
"68","Araucanía",9101,"Temuco",302931,21,13,19,2020-05-21,0.684210526315789
"69","Araucanía",9101,"Temuco",302931,22,2,6,2020-05-28,0.333333333333333
"70","Araucanía",9101,"Temuco",302931,23,9,11,2020-06-04,0.818181818181818
"71","Araucanía",9102,"Carahue",25486,17,1,1,2020-04-23,1
"72","Araucanía",9102,"Carahue",25486,18,0,4,2020-04-30,0
"73","Araucanía",9102,"Carahue",25486,19,0,1,2020-05-07,0
"74","Araucanía",9102,"Carahue",25486,20,0,1,2020-05-14,0
"75","Araucanía",9102,"Carahue",25486,21,5,6,2020-05-21,0.833333333333333
"76","Araucanía",9102,"Carahue",25486,22,2,3,2020-05-28,0.666666666666667
"77","Araucanía",9102,"Carahue",25486,23,3,6,2020-06-04,0.5
"78","Araucanía",9103,"Cunco",18055,17,0,0,2020-04-23,NA
"79","Araucanía",9103,"Cunco",18055,18,0,0,2020-04-30,NA
"80","Araucanía",9103,"Cunco",18055,19,0,0,2020-05-07,NA
"81","Araucanía",9103,"Cunco",18055,20,1,1,2020-05-14,1
"82","Araucanía",9103,"Cunco",18055,21,6,6,2020-05-21,1
"83","Araucanía",9103,"Cunco",18055,22,0,0,2020-05-28,NA
"84","Araucanía",9103,"Cunco",18055,23,7,8,2020-06-04,0.875
"85","Araucanía",9104,"Curarrehue",7802,17,0,0,2020-04-23,NA
"86","Araucanía",9104,"Curarrehue",7802,18,0,0,2020-04-30,NA
"87","Araucanía",9104,"Curarrehue",7802,19,0,0,2020-05-07,NA
"88","Araucanía",9104,"Curarrehue",7802,20,0,0,2020-05-14,NA
"89","Araucanía",9104,"Curarrehue",7802,21,0,0,2020-05-21,NA
"90","Araucanía",9104,"Curarrehue",7802,22,0,0,2020-05-28,NA
"91","Araucanía",9104,"Curarrehue",7802,23,0,0,2020-06-04,NA
"92","Araucanía",9105,"Freire",25446,17,0,0,2020-04-23,NA
"93","Araucanía",9105,"Freire",25446,18,0,0,2020-04-30,NA
"94","Araucanía",9105,"Freire",25446,19,2,2,2020-05-07,1
"95","Araucanía",9105,"Freire",25446,20,5,7,2020-05-14,0.714285714285714
"96","Araucanía",9105,"Freire",25446,21,10,11,2020-05-21,0.909090909090909
"97","Araucanía",9105,"Freire",25446,22,7,9,2020-05-28,0.777777777777778
"98","Araucanía",9105,"Freire",25446,23,8,8,2020-06-04,1
"99","Araucanía",9106,"Galvarino",12633,17,0,0,2020-04-23,NA
"100","Araucanía",9106,"Galvarino",12633,18,0,0,2020-04-30,NA
"101","Araucanía",9106,"Galvarino",12633,19,0,0,2020-05-07,NA
"102","Araucanía",9106,"Galvarino",12633,20,0,0,2020-05-14,NA
"103","Araucanía",9106,"Galvarino",12633,21,1,1,2020-05-21,1
"104","Araucanía",9106,"Galvarino",12633,22,6,9,2020-05-28,0.666666666666667
"105","Araucanía",9106,"Galvarino",12633,23,8,14,2020-06-04,0.571428571428571
"106","Araucanía",9107,"Gorbea",15148,17,0,0,2020-04-23,NA
"107","Araucanía",9107,"Gorbea",15148,18,0,0,2020-04-30,NA
"108","Araucanía",9107,"Gorbea",15148,19,0,0,2020-05-07,NA
"109","Araucanía",9107,"Gorbea",15148,20,0,1,2020-05-14,0
"110","Araucanía",9107,"Gorbea",15148,21,1,1,2020-05-21,1
"111","Araucanía",9107,"Gorbea",15148,22,1,1,2020-05-28,1
"112","Araucanía",9107,"Gorbea",15148,23,2,5,2020-06-04,0.4
"113","Araucanía",9108,"Lautaro",40746,17,2,4,2020-04-23,0.5
"114","Araucanía",9108,"Lautaro",40746,18,2,2,2020-04-30,1
"115","Araucanía",9108,"Lautaro",40746,19,5,8,2020-05-07,0.625
"116","Araucanía",9108,"Lautaro",40746,20,0,0,2020-05-14,NA
"117","Araucanía",9108,"Lautaro",40746,21,4,5,2020-05-21,0.8
"118","Araucanía",9108,"Lautaro",40746,22,8,12,2020-05-28,0.666666666666667
"119","Araucanía",9108,"Lautaro",40746,23,2,5,2020-06-04,0.4
"120","Araucanía",9109,"Loncoche",24739,17,0,1,2020-04-23,0
"121","Araucanía",9109,"Loncoche",24739,18,0,0,2020-04-30,NA
"122","Araucanía",9109,"Loncoche",24739,19,1,0,2020-05-07,NA
"123","Araucanía",9109,"Loncoche",24739,20,0,0,2020-05-14,NA
"124","Araucanía",9109,"Loncoche",24739,21,0,0,2020-05-21,NA
"125","Araucanía",9109,"Loncoche",24739,22,2,6,2020-05-28,0.333333333333333
"126","Araucanía",9109,"Loncoche",24739,23,0,0,2020-06-04,NA
"127","Araucanía",9110,"Melipeuco",6265,17,0,0,2020-04-23,NA
"128","Araucanía",9110,"Melipeuco",6265,18,0,0,2020-04-30,NA
"129","Araucanía",9110,"Melipeuco",6265,19,0,0,2020-05-07,NA
"130","Araucanía",9110,"Melipeuco",6265,20,0,0,2020-05-14,NA
"131","Araucanía",9110,"Melipeuco",6265,21,3,3,2020-05-21,1
"132","Araucanía",9110,"Melipeuco",6265,22,0,0,2020-05-28,NA
"133","Araucanía",9110,"Melipeuco",6265,23,0,0,2020-06-04,NA
"134","Araucanía",9111,"Nueva Imperial",33777,17,2,8,2020-04-23,0.25
"135","Araucanía",9111,"Nueva Imperial",33777,18,0,0,2020-04-30,NA
"136","Araucanía",9111,"Nueva Imperial",33777,19,3,3,2020-05-07,1
"137","Araucanía",9111,"Nueva Imperial",33777,20,0,0,2020-05-14,NA
"138","Araucanía",9111,"Nueva Imperial",33777,21,1,1,2020-05-21,1
"139","Araucanía",9111,"Nueva Imperial",33777,22,-1,1,2020-05-28,-1
"140","Araucanía",9111,"Nueva Imperial",33777,23,8,8,2020-06-04,1
"141","Araucanía",9112,"Padre Las Casas",82110,17,5,9,2020-04-23,0.555555555555556
"142","Araucanía",9112,"Padre Las Casas",82110,18,0,1,2020-04-30,0
"143","Araucanía",9112,"Padre Las Casas",82110,19,0,1,2020-05-07,0
"144","Araucanía",9112,"Padre Las Casas",82110,20,3,4,2020-05-14,0.75
"145","Araucanía",9112,"Padre Las Casas",82110,21,5,8,2020-05-21,0.625
"146","Araucanía",9112,"Padre Las Casas",82110,22,5,11,2020-05-28,0.454545454545455
"147","Araucanía",9112,"Padre Las Casas",82110,23,0,2,2020-06-04,0
"148","Araucanía",9113,"Perquenco",7223,17,0,0,2020-04-23,NA
"149","Araucanía",9113,"Perquenco",7223,18,0,0,2020-04-30,NA
"150","Araucanía",9113,"Perquenco",7223,19,0,0,2020-05-07,NA
"151","Araucanía",9113,"Perquenco",7223,20,0,0,2020-05-14,NA
"152","Araucanía",9113,"Perquenco",7223,21,0,0,2020-05-21,NA
"153","Araucanía",9113,"Perquenco",7223,22,0,0,2020-05-28,NA
"154","Araucanía",9113,"Perquenco",7223,23,-1,0,2020-06-04,NA
"155","Araucanía",9114,"Pitrufquen",26096,17,0,0,2020-04-23,NA
"156","Araucanía",9114,"Pitrufquen",26096,18,0,0,2020-04-30,NA
"157","Araucanía",9114,"Pitrufquen",26096,19,0,0,2020-05-07,NA
"158","Araucanía",9114,"Pitrufquen",26096,20,2,2,2020-05-14,1
"159","Araucanía",9114,"Pitrufquen",26096,21,5,8,2020-05-21,0.625
"160","Araucanía",9114,"Pitrufquen",26096,22,4,6,2020-05-28,0.666666666666667
"161","Araucanía",9114,"Pitrufquen",26096,23,3,5,2020-06-04,0.6
"162","Araucanía",9115,"Pucon",29782,17,1,2,2020-04-23,0.5
"163","Araucanía",9115,"Pucon",29782,18,0,0,2020-04-30,NA
"164","Araucanía",9115,"Pucon",29782,19,0,0,2020-05-07,NA
"165","Araucanía",9115,"Pucon",29782,20,1,1,2020-05-14,1
"166","Araucanía",9115,"Pucon",29782,21,4,5,2020-05-21,0.8
"167","Araucanía",9115,"Pucon",29782,22,8,9,2020-05-28,0.888888888888889
"168","Araucanía",9115,"Pucon",29782,23,1,2,2020-06-04,0.5
"169","Araucanía",9116,"Saavedra",12793,17,1,1,2020-04-23,1
"170","Araucanía",9116,"Saavedra",12793,18,2,9,2020-04-30,0.222222222222222
"171","Araucanía",9116,"Saavedra",12793,19,6,10,2020-05-07,0.6
"172","Araucanía",9116,"Saavedra",12793,20,4,7,2020-05-14,0.571428571428571
"173","Araucanía",9116,"Saavedra",12793,21,2,2,2020-05-21,1
"174","Araucanía",9116,"Saavedra",12793,22,3,3,2020-05-28,1
"175","Araucanía",9116,"Saavedra",12793,23,4,4,2020-06-04,1
"176","Araucanía",9117,"Teodoro Schmidt",15786,17,0,0,2020-04-23,NA
"177","Araucanía",9117,"Teodoro Schmidt",15786,18,0,0,2020-04-30,NA
"178","Araucanía",9117,"Teodoro Schmidt",15786,19,0,0,2020-05-07,NA
"179","Araucanía",9117,"Teodoro Schmidt",15786,20,0,0,2020-05-14,NA
"180","Araucanía",9117,"Teodoro Schmidt",15786,21,0,0,2020-05-21,NA
"181","Araucanía",9117,"Teodoro Schmidt",15786,22,0,2,2020-05-28,0
"182","Araucanía",9117,"Teodoro Schmidt",15786,23,0,0,2020-06-04,NA
"183","Araucanía",9118,"Tolten",10055,17,0,0,2020-04-23,NA
"184","Araucanía",9118,"Tolten",10055,18,0,0,2020-04-30,NA
"185","Araucanía",9118,"Tolten",10055,19,0,0,2020-05-07,NA
"186","Araucanía",9118,"Tolten",10055,20,0,0,2020-05-14,NA
"187","Araucanía",9118,"Tolten",10055,21,4,6,2020-05-21,0.666666666666667
"188","Araucanía",9118,"Tolten",10055,22,1,1,2020-05-28,1
"189","Araucanía",9118,"Tolten",10055,23,0,0,2020-06-04,NA
"190","Araucanía",9119,"Vilcun",30766,17,0,0,2020-04-23,NA
"191","Araucanía",9119,"Vilcun",30766,18,0,1,2020-04-30,0
"192","Araucanía",9119,"Vilcun",30766,19,0,2,2020-05-07,0
"193","Araucanía",9119,"Vilcun",30766,20,-1,2,2020-05-14,-0.5
"194","Araucanía",9119,"Vilcun",30766,21,6,7,2020-05-21,0.857142857142857
"195","Araucanía",9119,"Vilcun",30766,22,3,8,2020-05-28,0.375
"196","Araucanía",9119,"Vilcun",30766,23,3,4,2020-06-04,0.75
"197","Araucanía",9120,"Villarrica",59103,17,0,0,2020-04-23,NA
"198","Araucanía",9120,"Villarrica",59103,18,0,0,2020-04-30,NA
"199","Araucanía",9120,"Villarrica",59103,19,1,1,2020-05-07,1
"200","Araucanía",9120,"Villarrica",59103,20,1,1,2020-05-14,1
"201","Araucanía",9120,"Villarrica",59103,21,1,1,2020-05-21,1
"202","Araucanía",9120,"Villarrica",59103,22,5,6,2020-05-28,0.833333333333333
"203","Araucanía",9120,"Villarrica",59103,23,1,2,2020-06-04,0.5
"204","Araucanía",9121,"Cholchol",12341,17,0,0,2020-04-23,NA
"205","Araucanía",9121,"Cholchol",12341,18,0,0,2020-04-30,NA
"206","Araucanía",9121,"Cholchol",12341,19,0,0,2020-05-07,NA
"207","Araucanía",9121,"Cholchol",12341,20,0,0,2020-05-14,NA
"208","Araucanía",9121,"Cholchol",12341,21,0,0,2020-05-21,NA
"209","Araucanía",9121,"Cholchol",12341,22,1,1,2020-05-28,1
"210","Araucanía",9121,"Cholchol",12341,23,3,6,2020-06-04,0.5
"211","Araucanía",9201,"Angol",56058,17,3,5,2020-04-23,0.6
"212","Araucanía",9201,"Angol",56058,18,2,4,2020-04-30,0.5
"213","Araucanía",9201,"Angol",56058,19,3,6,2020-05-07,0.5
"214","Araucanía",9201,"Angol",56058,20,0,2,2020-05-14,0
"215","Araucanía",9201,"Angol",56058,21,9,11,2020-05-21,0.818181818181818
"216","Araucanía",9201,"Angol",56058,22,2,8,2020-05-28,0.25
"217","Araucanía",9201,"Angol",56058,23,8,13,2020-06-04,0.615384615384615
"218","Araucanía",9202,"Collipulli",26148,17,1,1,2020-04-23,1
"219","Araucanía",9202,"Collipulli",26148,18,0,0,2020-04-30,NA
"220","Araucanía",9202,"Collipulli",26148,19,0,0,2020-05-07,NA
"221","Araucanía",9202,"Collipulli",26148,20,0,1,2020-05-14,0
"222","Araucanía",9202,"Collipulli",26148,21,4,8,2020-05-21,0.5
"223","Araucanía",9202,"Collipulli",26148,22,2,3,2020-05-28,0.666666666666667
"224","Araucanía",9202,"Collipulli",26148,23,4,4,2020-06-04,1
"225","Araucanía",9203,"Curacautin",18178,17,0,0,2020-04-23,NA
"226","Araucanía",9203,"Curacautin",18178,18,0,1,2020-04-30,0
"227","Araucanía",9203,"Curacautin",18178,19,1,1,2020-05-07,1
"228","Araucanía",9203,"Curacautin",18178,20,0,0,2020-05-14,NA
"229","Araucanía",9203,"Curacautin",18178,21,0,0,2020-05-21,NA
"230","Araucanía",9203,"Curacautin",18178,22,1,1,2020-05-28,1
"231","Araucanía",9203,"Curacautin",18178,23,0,0,2020-06-04,NA
"232","Araucanía",9204,"Ercilla",8458,17,0,0,2020-04-23,NA
"233","Araucanía",9204,"Ercilla",8458,18,0,0,2020-04-30,NA
"234","Araucanía",9204,"Ercilla",8458,19,0,0,2020-05-07,NA
"235","Araucanía",9204,"Ercilla",8458,20,0,0,2020-05-14,NA
"236","Araucanía",9204,"Ercilla",8458,21,0,0,2020-05-21,NA
"237","Araucanía",9204,"Ercilla",8458,22,1,5,2020-05-28,0.2
"238","Araucanía",9204,"Ercilla",8458,23,0,0,2020-06-04,NA
"239","Araucanía",9205,"Lonquimay",11049,17,0,0,2020-04-23,NA
"240","Araucanía",9205,"Lonquimay",11049,18,0,0,2020-04-30,NA
"241","Araucanía",9205,"Lonquimay",11049,19,2,4,2020-05-07,0.5
"242","Araucanía",9205,"Lonquimay",11049,20,3,13,2020-05-14,0.230769230769231
"243","Araucanía",9205,"Lonquimay",11049,21,3,5,2020-05-21,0.6
"244","Araucanía",9205,"Lonquimay",11049,22,0,0,2020-05-28,NA
"245","Araucanía",9205,"Lonquimay",11049,23,0,2,2020-06-04,0
"246","Araucanía",9206,"Los Sauces",7517,17,0,0,2020-04-23,NA
"247","Araucanía",9206,"Los Sauces",7517,18,0,0,2020-04-30,NA
"248","Araucanía",9206,"Los Sauces",7517,19,0,0,2020-05-07,NA
"249","Araucanía",9206,"Los Sauces",7517,20,0,0,2020-05-14,NA
"250","Araucanía",9206,"Los Sauces",7517,21,0,0,2020-05-21,NA
"251","Araucanía",9206,"Los Sauces",7517,22,0,0,2020-05-28,NA
"252","Araucanía",9206,"Los Sauces",7517,23,2,2,2020-06-04,1
"253","Araucanía",9207,"Lumaco",10050,17,0,1,2020-04-23,0
"254","Araucanía",9207,"Lumaco",10050,18,0,0,2020-04-30,NA
"255","Araucanía",9207,"Lumaco",10050,19,0,0,2020-05-07,NA
"256","Araucanía",9207,"Lumaco",10050,20,0,0,2020-05-14,NA
"257","Araucanía",9207,"Lumaco",10050,21,0,0,2020-05-21,NA
"258","Araucanía",9207,"Lumaco",10050,22,0,3,2020-05-28,0
"259","Araucanía",9207,"Lumaco",10050,23,0,0,2020-06-04,NA
"260","Araucanía",9208,"Puren",12188,17,0,0,2020-04-23,NA
"261","Araucanía",9208,"Puren",12188,18,0,1,2020-04-30,0
"262","Araucanía",9208,"Puren",12188,19,0,1,2020-05-07,0
"263","Araucanía",9208,"Puren",12188,20,0,0,2020-05-14,NA
"264","Araucanía",9208,"Puren",12188,21,0,0,2020-05-21,NA
"265","Araucanía",9208,"Puren",12188,22,0,1,2020-05-28,0
"266","Araucanía",9208,"Puren",12188,23,0,0,2020-06-04,NA
"267","Araucanía",9209,"Renaico",10833,17,0,0,2020-04-23,NA
"268","Araucanía",9209,"Renaico",10833,18,1,1,2020-04-30,1
"269","Araucanía",9209,"Renaico",10833,19,0,0,2020-05-07,NA
"270","Araucanía",9209,"Renaico",10833,20,2,2,2020-05-14,1
"271","Araucanía",9209,"Renaico",10833,21,1,2,2020-05-21,0.5
"272","Araucanía",9209,"Renaico",10833,22,2,3,2020-05-28,0.666666666666667
"273","Araucanía",9209,"Renaico",10833,23,1,1,2020-06-04,1
"274","Araucanía",9210,"Traiguen",19314,17,0,0,2020-04-23,NA
"275","Araucanía",9210,"Traiguen",19314,18,0,0,2020-04-30,NA
"276","Araucanía",9210,"Traiguen",19314,19,0,0,2020-05-07,NA
"277","Araucanía",9210,"Traiguen",19314,20,2,2,2020-05-14,1
"278","Araucanía",9210,"Traiguen",19314,21,1,1,2020-05-21,1
"279","Araucanía",9210,"Traiguen",19314,22,0,0,2020-05-28,NA
"280","Araucanía",9210,"Traiguen",19314,23,2,4,2020-06-04,0.5
"281","Araucanía",9211,"Victoria",35467,17,3,3,2020-04-23,1
"282","Araucanía",9211,"Victoria",35467,18,0,1,2020-04-30,0
"283","Araucanía",9211,"Victoria",35467,19,0,0,2020-05-07,NA
"284","Araucanía",9211,"Victoria",35467,20,0,0,2020-05-14,NA
"285","Araucanía",9211,"Victoria",35467,21,4,3,2020-05-21,NA
"286","Araucanía",9211,"Victoria",35467,22,1,3,2020-05-28,0.333333333333333
"287","Araucanía",9211,"Victoria",35467,23,3,7,2020-06-04,0.428571428571429
"288","Arica y Parinacota",15101,"Arica",247552,17,34,46,2020-04-23,0.739130434782609
"289","Arica y Parinacota",15101,"Arica",247552,18,11,13,2020-04-30,0.846153846153846
"290","Arica y Parinacota",15101,"Arica",247552,19,18,25,2020-05-07,0.72
"291","Arica y Parinacota",15101,"Arica",247552,20,28,34,2020-05-14,0.823529411764706
"292","Arica y Parinacota",15101,"Arica",247552,21,40,48,2020-05-21,0.833333333333333
"293","Arica y Parinacota",15101,"Arica",247552,22,33,57,2020-05-28,0.578947368421053
"294","Arica y Parinacota",15101,"Arica",247552,23,70,98,2020-06-04,0.714285714285714
"295","Arica y Parinacota",15102,"Camarones",1233,17,0,0,2020-04-23,NA
"296","Arica y Parinacota",15102,"Camarones",1233,18,0,0,2020-04-30,NA
"297","Arica y Parinacota",15102,"Camarones",1233,19,0,0,2020-05-07,NA
"298","Arica y Parinacota",15102,"Camarones",1233,20,0,0,2020-05-14,NA
"299","Arica y Parinacota",15102,"Camarones",1233,21,0,0,2020-05-21,NA
"300","Arica y Parinacota",15102,"Camarones",1233,22,0,0,2020-05-28,NA
"301","Arica y Parinacota",15102,"Camarones",1233,23,0,0,2020-06-04,NA
"302","Arica y Parinacota",15201,"Putre",2515,17,0,0,2020-04-23,NA
"303","Arica y Parinacota",15201,"Putre",2515,18,0,0,2020-04-30,NA
"304","Arica y Parinacota",15201,"Putre",2515,19,0,0,2020-05-07,NA
"305","Arica y Parinacota",15201,"Putre",2515,20,0,0,2020-05-14,NA
"306","Arica y Parinacota",15201,"Putre",2515,21,0,0,2020-05-21,NA
"307","Arica y Parinacota",15201,"Putre",2515,22,0,0,2020-05-28,NA
"308","Arica y Parinacota",15201,"Putre",2515,23,1,1,2020-06-04,1
"309","Arica y Parinacota",15202,"General Lagos",810,17,0,0,2020-04-23,NA
"310","Arica y Parinacota",15202,"General Lagos",810,18,0,0,2020-04-30,NA
"311","Arica y Parinacota",15202,"General Lagos",810,19,0,0,2020-05-07,NA
"312","Arica y Parinacota",15202,"General Lagos",810,20,0,0,2020-05-14,NA
"313","Arica y Parinacota",15202,"General Lagos",810,21,0,0,2020-05-21,NA
"314","Arica y Parinacota",15202,"General Lagos",810,22,0,0,2020-05-28,NA
"315","Arica y Parinacota",15202,"General Lagos",810,23,0,0,2020-06-04,NA
"316","Atacama",3101,"Copiapo",171766,17,0,0,2020-04-23,NA
"317","Atacama",3101,"Copiapo",171766,18,13,15,2020-04-30,0.866666666666667
"318","Atacama",3101,"Copiapo",171766,19,14,19,2020-05-07,0.736842105263158
"319","Atacama",3101,"Copiapo",171766,20,10,11,2020-05-14,0.909090909090909
"320","Atacama",3101,"Copiapo",171766,21,4,4,2020-05-21,1
"321","Atacama",3101,"Copiapo",171766,22,19,20,2020-05-28,0.95
"322","Atacama",3101,"Copiapo",171766,23,31,47,2020-06-04,0.659574468085106
"323","Atacama",3102,"Caldera",19426,17,0,0,2020-04-23,NA
"324","Atacama",3102,"Caldera",19426,18,1,1,2020-04-30,1
"325","Atacama",3102,"Caldera",19426,19,1,2,2020-05-07,0.5
"326","Atacama",3102,"Caldera",19426,20,1,1,2020-05-14,1
"327","Atacama",3102,"Caldera",19426,21,0,0,2020-05-21,NA
"328","Atacama",3102,"Caldera",19426,22,1,1,2020-05-28,1
"329","Atacama",3102,"Caldera",19426,23,1,1,2020-06-04,1
"330","Atacama",3103,"Tierra Amarilla",14312,17,1,1,2020-04-23,1
"331","Atacama",3103,"Tierra Amarilla",14312,18,2,2,2020-04-30,1
"332","Atacama",3103,"Tierra Amarilla",14312,19,7,10,2020-05-07,0.7
"333","Atacama",3103,"Tierra Amarilla",14312,20,1,1,2020-05-14,1
"334","Atacama",3103,"Tierra Amarilla",14312,21,0,0,2020-05-21,NA
"335","Atacama",3103,"Tierra Amarilla",14312,22,0,0,2020-05-28,NA
"336","Atacama",3103,"Tierra Amarilla",14312,23,1,1,2020-06-04,1
"337","Atacama",3201,"Chanaral",13164,17,0,0,2020-04-23,NA
"338","Atacama",3201,"Chanaral",13164,18,0,0,2020-04-30,NA
"339","Atacama",3201,"Chanaral",13164,19,0,0,2020-05-07,NA
"340","Atacama",3201,"Chanaral",13164,20,0,0,2020-05-14,NA
"341","Atacama",3201,"Chanaral",13164,21,0,0,2020-05-21,NA
"342","Atacama",3201,"Chanaral",13164,22,0,0,2020-05-28,NA
"343","Atacama",3201,"Chanaral",13164,23,0,0,2020-06-04,NA
"344","Atacama",3202,"Diego de Almagro",14358,17,0,0,2020-04-23,NA
"345","Atacama",3202,"Diego de Almagro",14358,18,1,1,2020-04-30,1
"346","Atacama",3202,"Diego de Almagro",14358,19,1,1,2020-05-07,1
"347","Atacama",3202,"Diego de Almagro",14358,20,0,0,2020-05-14,NA
"348","Atacama",3202,"Diego de Almagro",14358,21,1,3,2020-05-21,0.333333333333333
"349","Atacama",3202,"Diego de Almagro",14358,22,0,0,2020-05-28,NA
"350","Atacama",3202,"Diego de Almagro",14358,23,1,2,2020-06-04,0.5
"351","Atacama",3301,"Vallenar",57009,17,3,6,2020-04-23,0.5
"352","Atacama",3301,"Vallenar",57009,18,4,7,2020-04-30,0.571428571428571
"353","Atacama",3301,"Vallenar",57009,19,10,13,2020-05-07,0.769230769230769
