"","comuna","region","codigo_comuna","oportunidad_comuna","oportunidad_region","oportunidad_pais","semana","dia"
"378","Puren","Araucanía",9208,NA,NA,NA,17,2020-04-22
"379","Renaico","Araucanía",9209,NA,NA,NA,17,2020-04-22
"380","Saavedra","Araucanía",9116,NA,NA,NA,17,2020-04-22
"381","Temuco","Araucanía",9101,NA,NA,NA,17,2020-04-22
"382","Teodoro Schmidt","Araucanía",9117,NA,NA,NA,17,2020-04-22
"383","Tolten","Araucanía",9118,NA,NA,NA,17,2020-04-22
"384","Traiguen","Araucanía",9210,NA,NA,NA,17,2020-04-22
"385","Victoria","Araucanía",9211,NA,NA,NA,17,2020-04-22
"386","Vilcun","Araucanía",9119,NA,NA,NA,17,2020-04-22
"387","Villarrica","Araucanía",9120,NA,NA,NA,17,2020-04-22
"388","Arica","Arica y Parinacota",15101,NA,NA,NA,17,2020-04-22
"389","Camarones","Arica y Parinacota",15102,NA,NA,NA,17,2020-04-22
"390","General Lagos","Arica y Parinacota",15202,NA,NA,NA,17,2020-04-22
"391","Putre","Arica y Parinacota",15201,NA,NA,NA,17,2020-04-22
"392","Alto del Carmen","Atacama",3302,NA,NA,NA,17,2020-04-22
"393","Caldera","Atacama",3102,NA,NA,NA,17,2020-04-22
"394","Chanaral","Atacama",3201,NA,NA,NA,17,2020-04-22
"395","Copiapo","Atacama",3101,NA,NA,NA,17,2020-04-22
"396","Diego de Almagro","Atacama",3202,NA,NA,NA,17,2020-04-22
"397","Freirina","Atacama",3303,NA,NA,NA,17,2020-04-22
"398","Huasco","Atacama",3304,NA,NA,NA,17,2020-04-22
"399","Tierra Amarilla","Atacama",3103,NA,NA,NA,17,2020-04-22
"400","Vallenar","Atacama",3301,NA,NA,NA,17,2020-04-22
"401","Aysén","Aysén",11201,NA,NA,NA,17,2020-04-22
"402","Chile Chico","Aysén",11401,NA,NA,NA,17,2020-04-22
"403","Cisnes","Aysén",11202,NA,NA,NA,17,2020-04-22
"404","Cochrane","Aysén",11301,NA,NA,NA,17,2020-04-22
"405","Coyhaique","Aysén",11101,NA,NA,NA,17,2020-04-22
"406","Guaitecas","Aysén",11203,NA,NA,NA,17,2020-04-22
"407","Lago Verde","Aysén",11102,NA,NA,NA,17,2020-04-22
"408","OHiggins","Aysén",11302,NA,NA,NA,17,2020-04-22
"409","Rio Ibanez","Aysén",11402,NA,NA,NA,17,2020-04-22
"410","Tortel","Aysén",11303,NA,NA,NA,17,2020-04-22
"411","Alto Biobio","Biobío",8314,NA,NA,NA,17,2020-04-22
"412","Antuco","Biobío",8302,NA,NA,NA,17,2020-04-22
"413","Arauco","Biobío",8202,NA,NA,NA,17,2020-04-22
"414","Cabrero","Biobío",8303,NA,NA,NA,17,2020-04-22
"415","Canete","Biobío",8203,NA,NA,NA,17,2020-04-22
"416","Chiguayante","Biobío",8103,NA,NA,NA,17,2020-04-22
"417","Concepcion","Biobío",8101,NA,NA,NA,17,2020-04-22
"418","Contulmo","Biobío",8204,NA,NA,NA,17,2020-04-22
"419","Coronel","Biobío",8102,NA,NA,NA,17,2020-04-22
"420","Curanilahue","Biobío",8205,NA,NA,NA,17,2020-04-22
"421","Florida","Biobío",8104,NA,NA,NA,17,2020-04-22
"422","Hualpen","Biobío",8112,NA,NA,NA,17,2020-04-22
"423","Hualqui","Biobío",8105,NA,NA,NA,17,2020-04-22
"424","Laja","Biobío",8304,NA,NA,NA,17,2020-04-22
"425","Lebu","Biobío",8201,NA,NA,NA,17,2020-04-22
"426","Los Alamos","Biobío",8206,NA,NA,NA,17,2020-04-22
"427","Los Angeles","Biobío",8301,NA,NA,NA,17,2020-04-22
"428","Lota","Biobío",8106,NA,NA,NA,17,2020-04-22
"429","Mulchen","Biobío",8305,NA,NA,NA,17,2020-04-22
"430","Nacimiento","Biobío",8306,NA,NA,NA,17,2020-04-22
"431","Negrete","Biobío",8307,NA,NA,NA,17,2020-04-22
"432","Penco","Biobío",8107,NA,NA,NA,17,2020-04-22
"433","Quilaco","Biobío",8308,NA,NA,NA,17,2020-04-22
"434","Quilleco","Biobío",8309,NA,NA,NA,17,2020-04-22
"435","San Pedro de la Paz","Biobío",8108,NA,NA,NA,17,2020-04-22
"436","San Rosendo","Biobío",8310,NA,NA,NA,17,2020-04-22
"437","Santa Barbara","Biobío",8311,NA,NA,NA,17,2020-04-22
"438","Santa Juana","Biobío",8109,NA,NA,NA,17,2020-04-22
"439","Talcahuano","Biobío",8110,NA,NA,NA,17,2020-04-22
"440","Tirua","Biobío",8207,NA,NA,NA,17,2020-04-22
"441","Tome","Biobío",8111,NA,NA,NA,17,2020-04-22
"442","Tucapel","Biobío",8312,NA,NA,NA,17,2020-04-22
"443","Yumbel","Biobío",8313,NA,NA,NA,17,2020-04-22
"444","Andacollo","Coquimbo",4103,NA,NA,NA,17,2020-04-22
"445","Canela","Coquimbo",4202,NA,NA,NA,17,2020-04-22
"446","Combarbala","Coquimbo",4302,NA,NA,NA,17,2020-04-22
"447","Coquimbo","Coquimbo",4102,NA,NA,NA,17,2020-04-22
"448","Illapel","Coquimbo",4201,NA,NA,NA,17,2020-04-22
"449","La Higuera","Coquimbo",4104,NA,NA,NA,17,2020-04-22
"450","La Serena","Coquimbo",4101,NA,NA,NA,17,2020-04-22
"451","Los Vilos","Coquimbo",4203,NA,NA,NA,17,2020-04-22
"452","Monte Patria","Coquimbo",4303,NA,NA,NA,17,2020-04-22
"453","Ovalle","Coquimbo",4301,NA,NA,NA,17,2020-04-22
"454","Paiguano","Coquimbo",4105,NA,NA,NA,17,2020-04-22
"455","Punitaqui","Coquimbo",4304,NA,NA,NA,17,2020-04-22
"456","Rio Hurtado","Coquimbo",4305,NA,NA,NA,17,2020-04-22
"457","Salamanca","Coquimbo",4204,NA,NA,NA,17,2020-04-22
"458","Vicuna","Coquimbo",4106,NA,NA,NA,17,2020-04-22
"459","Ancud","Los Lagos",10202,NA,NA,NA,17,2020-04-22
"460","Calbuco","Los Lagos",10102,NA,NA,NA,17,2020-04-22
"461","Castro","Los Lagos",10201,NA,NA,NA,17,2020-04-22
"462","Chaiten","Los Lagos",10401,NA,NA,NA,17,2020-04-22
"463","Chonchi","Los Lagos",10203,NA,NA,NA,17,2020-04-22
"464","Cochamo","Los Lagos",10103,NA,NA,NA,17,2020-04-22
"465","Curaco de Velez","Los Lagos",10204,NA,NA,NA,17,2020-04-22
"466","Dalcahue","Los Lagos",10205,NA,NA,NA,17,2020-04-22
"467","Fresia","Los Lagos",10104,NA,NA,NA,17,2020-04-22
"468","Frutillar","Los Lagos",10105,NA,NA,NA,17,2020-04-22
"469","Futaleufu","Los Lagos",10402,NA,NA,NA,17,2020-04-22
"470","Hualaihue","Los Lagos",10403,NA,NA,NA,17,2020-04-22
"471","Llanquihue","Los Lagos",10107,NA,NA,NA,17,2020-04-22
"472","Los Muermos","Los Lagos",10106,NA,NA,NA,17,2020-04-22
"473","Maullin","Los Lagos",10108,NA,NA,NA,17,2020-04-22
"474","Osorno","Los Lagos",10301,NA,NA,NA,17,2020-04-22
"475","Palena","Los Lagos",10404,NA,NA,NA,17,2020-04-22
"476","Puerto Montt","Los Lagos",10101,NA,NA,NA,17,2020-04-22
"477","Puerto Octay","Los Lagos",10302,NA,NA,NA,17,2020-04-22
"478","Puerto Varas","Los Lagos",10109,NA,NA,NA,17,2020-04-22
"479","Puqueldon","Los Lagos",10206,NA,NA,NA,17,2020-04-22
"480","Purranque","Los Lagos",10303,NA,NA,NA,17,2020-04-22
"481","Puyehue","Los Lagos",10304,NA,NA,NA,17,2020-04-22
"482","Queilen","Los Lagos",10207,NA,NA,NA,17,2020-04-22
"483","Quellon","Los Lagos",10208,NA,NA,NA,17,2020-04-22
"484","Quemchi","Los Lagos",10209,NA,NA,NA,17,2020-04-22
"485","Quinchao","Los Lagos",10210,NA,NA,NA,17,2020-04-22
"486","Rio Negro","Los Lagos",10305,NA,NA,NA,17,2020-04-22
"487","San Juan de la Costa","Los Lagos",10306,NA,NA,NA,17,2020-04-22
"488","San Pablo","Los Lagos",10307,NA,NA,NA,17,2020-04-22
"489","Corral","Los Ríos",14102,NA,NA,NA,17,2020-04-22
"490","Futrono","Los Ríos",14202,NA,NA,NA,17,2020-04-22
"491","La Union","Los Ríos",14201,NA,NA,NA,17,2020-04-22
"492","Lago Ranco","Los Ríos",14203,NA,NA,NA,17,2020-04-22
"493","Lanco","Los Ríos",14103,NA,NA,NA,17,2020-04-22
"494","Los Lagos","Los Ríos",14104,NA,NA,NA,17,2020-04-22
"495","Mafil","Los Ríos",14105,NA,NA,NA,17,2020-04-22
"496","Mariquina","Los Ríos",14106,NA,NA,NA,17,2020-04-22
"497","Paillaco","Los Ríos",14107,NA,NA,NA,17,2020-04-22
"498","Panguipulli","Los Ríos",14108,NA,NA,NA,17,2020-04-22
"499","Rio Bueno","Los Ríos",14204,NA,NA,NA,17,2020-04-22
"500","Valdivia","Los Ríos",14101,NA,NA,NA,17,2020-04-22
"501","Antartica","Magallanes",12202,NA,NA,NA,17,2020-04-22
"502","Cabo de Hornos","Magallanes",12201,NA,NA,NA,17,2020-04-22
"503","Laguna Blanca","Magallanes",12102,NA,NA,NA,17,2020-04-22
"504","Natales","Magallanes",12401,NA,NA,NA,17,2020-04-22
"505","Porvenir","Magallanes",12301,NA,NA,NA,17,2020-04-22
"506","Primavera","Magallanes",12302,NA,NA,NA,17,2020-04-22
"507","Punta Arenas","Magallanes",12101,NA,NA,NA,17,2020-04-22
"508","Rio Verde","Magallanes",12103,NA,NA,NA,17,2020-04-22
"509","San Gregorio","Magallanes",12104,NA,NA,NA,17,2020-04-22
"510","Timaukel","Magallanes",12303,NA,NA,NA,17,2020-04-22
"511","Torres del Paine","Magallanes",12402,NA,NA,NA,17,2020-04-22
"512","Cauquenes","Maule",7201,NA,NA,NA,17,2020-04-22
"513","Chanco","Maule",7202,NA,NA,NA,17,2020-04-22
"514","Colbun","Maule",7402,NA,NA,NA,17,2020-04-22
"515","Constitucion","Maule",7102,NA,NA,NA,17,2020-04-22
"516","Curepto","Maule",7103,NA,NA,NA,17,2020-04-22
"517","Curico","Maule",7301,NA,NA,NA,17,2020-04-22
"518","Empedrado","Maule",7104,NA,NA,NA,17,2020-04-22
"519","Hualane","Maule",7302,NA,NA,NA,17,2020-04-22
"520","Licanten","Maule",7303,NA,NA,NA,17,2020-04-22
"521","Linares","Maule",7401,NA,NA,NA,17,2020-04-22
"522","Longavi","Maule",7403,NA,NA,NA,17,2020-04-22
"523","Maule","Maule",7105,NA,NA,NA,17,2020-04-22
"524","Molina","Maule",7304,NA,NA,NA,17,2020-04-22
"525","Parral","Maule",7404,NA,NA,NA,17,2020-04-22
"526","Pelarco","Maule",7106,NA,NA,NA,17,2020-04-22
"527","Pelluhue","Maule",7203,NA,NA,NA,17,2020-04-22
"528","Pencahue","Maule",7107,NA,NA,NA,17,2020-04-22
"529","Rauco","Maule",7305,NA,NA,NA,17,2020-04-22
"530","Retiro","Maule",7405,NA,NA,NA,17,2020-04-22
"531","Rio Claro","Maule",7108,NA,NA,NA,17,2020-04-22
"532","Romeral","Maule",7306,NA,NA,NA,17,2020-04-22
"533","Sagrada Familia","Maule",7307,NA,NA,NA,17,2020-04-22
"534","San Clemente","Maule",7109,NA,NA,NA,17,2020-04-22
"535","San Javier","Maule",7406,NA,NA,NA,17,2020-04-22
"536","San Rafael","Maule",7110,NA,NA,NA,17,2020-04-22
"537","Talca","Maule",7101,NA,NA,NA,17,2020-04-22
"538","Teno","Maule",7308,NA,NA,NA,17,2020-04-22
"539","Vichuquen","Maule",7309,NA,NA,NA,17,2020-04-22
"540","Villa Alegre","Maule",7407,NA,NA,NA,17,2020-04-22
"541","Yerbas Buenas","Maule",7408,NA,NA,NA,17,2020-04-22
"542","Alhue","Metropolitana",13502,NA,NA,NA,17,2020-04-22
"543","Buin","Metropolitana",13402,NA,NA,NA,17,2020-04-22
"544","Calera de Tango","Metropolitana",13403,NA,NA,NA,17,2020-04-22
"545","Cerrillos","Metropolitana",13102,NA,NA,NA,17,2020-04-22
"546","Cerro Navia","Metropolitana",13103,NA,NA,NA,17,2020-04-22
"547","Colina","Metropolitana",13301,NA,NA,NA,17,2020-04-22
"548","Conchali","Metropolitana",13104,NA,NA,NA,17,2020-04-22
"549","Curacavi","Metropolitana",13503,NA,NA,NA,17,2020-04-22
"550","El Bosque","Metropolitana",13105,NA,NA,NA,17,2020-04-22
"551","El Monte","Metropolitana",13602,NA,NA,NA,17,2020-04-22
"552","Estacion Central","Metropolitana",13106,NA,NA,NA,17,2020-04-22
"553","Huechuraba","Metropolitana",13107,NA,NA,NA,17,2020-04-22
"554","Independencia","Metropolitana",13108,NA,NA,NA,17,2020-04-22
"555","Isla de Maipo","Metropolitana",13603,NA,NA,NA,17,2020-04-22
"556","La Cisterna","Metropolitana",13109,NA,NA,NA,17,2020-04-22
"557","La Florida","Metropolitana",13110,NA,NA,NA,17,2020-04-22
"558","La Granja","Metropolitana",13111,NA,NA,NA,17,2020-04-22
"559","La Pintana","Metropolitana",13112,NA,NA,NA,17,2020-04-22
"560","La Reina","Metropolitana",13113,NA,NA,NA,17,2020-04-22
"561","Lampa","Metropolitana",13302,NA,NA,NA,17,2020-04-22
"562","Las Condes","Metropolitana",13114,NA,NA,NA,17,2020-04-22
"563","Lo Barnechea","Metropolitana",13115,NA,NA,NA,17,2020-04-22
"564","Lo Espejo","Metropolitana",13116,NA,NA,NA,17,2020-04-22
"565","Lo Prado","Metropolitana",13117,NA,NA,NA,17,2020-04-22
"566","Macul","Metropolitana",13118,NA,NA,NA,17,2020-04-22
"567","Maipu","Metropolitana",13119,NA,NA,NA,17,2020-04-22
"568","Maria Pinto","Metropolitana",13504,NA,NA,NA,17,2020-04-22
"569","Melipilla","Metropolitana",13501,NA,NA,NA,17,2020-04-22
"570","Nunoa","Metropolitana",13120,NA,NA,NA,17,2020-04-22
"571","Padre Hurtado","Metropolitana",13604,NA,NA,NA,17,2020-04-22
"572","Paine","Metropolitana",13404,NA,NA,NA,17,2020-04-22
"573","Pedro Aguirre Cerda","Metropolitana",13121,NA,NA,NA,17,2020-04-22
"574","Penaflor","Metropolitana",13605,NA,NA,NA,17,2020-04-22
"575","Penalolen","Metropolitana",13122,NA,NA,NA,17,2020-04-22
"576","Pirque","Metropolitana",13202,NA,NA,NA,17,2020-04-22
"577","Providencia","Metropolitana",13123,NA,NA,NA,17,2020-04-22
"578","Pudahuel","Metropolitana",13124,NA,NA,NA,17,2020-04-22
"579","Puente Alto","Metropolitana",13201,NA,NA,NA,17,2020-04-22
"580","Quilicura","Metropolitana",13125,NA,NA,NA,17,2020-04-22
"581","Quinta Normal","Metropolitana",13126,NA,NA,NA,17,2020-04-22
"582","Recoleta","Metropolitana",13127,NA,NA,NA,17,2020-04-22
"583","Renca","Metropolitana",13128,NA,NA,NA,17,2020-04-22
"584","San Bernardo","Metropolitana",13401,NA,NA,NA,17,2020-04-22
"585","San Joaquin","Metropolitana",13129,NA,NA,NA,17,2020-04-22
"586","San Jose de Maipo","Metropolitana",13203,NA,NA,NA,17,2020-04-22
"587","San Miguel","Metropolitana",13130,NA,NA,NA,17,2020-04-22
"588","San Pedro","Metropolitana",13505,NA,NA,NA,17,2020-04-22
"589","San Ramon","Metropolitana",13131,NA,NA,NA,17,2020-04-22
"590","Santiago","Metropolitana",13101,NA,NA,NA,17,2020-04-22
"591","Talagante","Metropolitana",13601,NA,NA,NA,17,2020-04-22
"592","Tiltil","Metropolitana",13303,NA,NA,NA,17,2020-04-22
"593","Vitacura","Metropolitana",13132,NA,NA,NA,17,2020-04-22
"594","Chepica","O’Higgins",6302,NA,NA,NA,17,2020-04-22
"595","Chimbarongo","O’Higgins",6303,NA,NA,NA,17,2020-04-22
"596","Codegua","O’Higgins",6102,NA,NA,NA,17,2020-04-22
"597","Coinco","O’Higgins",6103,NA,NA,NA,17,2020-04-22
"598","Coltauco","O’Higgins",6104,NA,NA,NA,17,2020-04-22
"599","Donihue","O’Higgins",6105,NA,NA,NA,17,2020-04-22
"600","Graneros","O’Higgins",6106,NA,NA,NA,17,2020-04-22
"601","La Estrella","O’Higgins",6202,NA,NA,NA,17,2020-04-22
"602","Las Cabras","O’Higgins",6107,NA,NA,NA,17,2020-04-22
"603","Litueche","O’Higgins",6203,NA,NA,NA,17,2020-04-22
"604","Lolol","O’Higgins",6304,NA,NA,NA,17,2020-04-22
"605","Machali","O’Higgins",6108,NA,NA,NA,17,2020-04-22
"606","Malloa","O’Higgins",6109,NA,NA,NA,17,2020-04-22
"607","Marchihue","O’Higgins",6204,NA,NA,NA,17,2020-04-22
"608","Mostazal","O’Higgins",6110,NA,NA,NA,17,2020-04-22
"609","Nancagua","O’Higgins",6305,NA,NA,NA,17,2020-04-22
"610","Navidad","O’Higgins",6205,NA,NA,NA,17,2020-04-22
"611","Olivar","O’Higgins",6111,NA,NA,NA,17,2020-04-22
"612","Palmilla","O’Higgins",6306,NA,NA,NA,17,2020-04-22
"613","Paredones","O’Higgins",6206,NA,NA,NA,17,2020-04-22
"614","Peralillo","O’Higgins",6307,NA,NA,NA,17,2020-04-22
"615","Peumo","O’Higgins",6112,NA,NA,NA,17,2020-04-22
"616","Pichidegua","O’Higgins",6113,NA,NA,NA,17,2020-04-22
"617","Pichilemu","O’Higgins",6201,NA,NA,NA,17,2020-04-22
"618","Placilla","O’Higgins",6308,NA,NA,NA,17,2020-04-22
"619","Pumanque","O’Higgins",6309,NA,NA,NA,17,2020-04-22
"620","Quinta de Tilcoco","O’Higgins",6114,NA,NA,NA,17,2020-04-22
"621","Rancagua","O’Higgins",6101,NA,NA,NA,17,2020-04-22
"622","Rengo","O’Higgins",6115,NA,NA,NA,17,2020-04-22
"623","Requinoa","O’Higgins",6116,NA,NA,NA,17,2020-04-22
"624","San Fernando","O’Higgins",6301,NA,NA,NA,17,2020-04-22
"625","San Vicente","O’Higgins",6117,NA,NA,NA,17,2020-04-22
"626","Santa Cruz","O’Higgins",6310,NA,NA,NA,17,2020-04-22
"627","Alto Hospicio","Tarapacá",1107,NA,NA,NA,17,2020-04-22
"628","Camina","Tarapacá",1402,NA,NA,NA,17,2020-04-22
"629","Colchane","Tarapacá",1403,NA,NA,NA,17,2020-04-22
"630","Huara","Tarapacá",1404,NA,NA,NA,17,2020-04-22
"631","Iquique","Tarapacá",1101,NA,NA,NA,17,2020-04-22
"632","Pica","Tarapacá",1405,NA,NA,NA,17,2020-04-22
"633","Pozo Almonte","Tarapacá",1401,NA,NA,NA,17,2020-04-22
"634","Algarrobo","Valparaíso",5602,NA,NA,NA,17,2020-04-22
"635","Cabildo","Valparaíso",5402,NA,NA,NA,17,2020-04-22
"636","Calera","Valparaíso",5502,NA,NA,NA,17,2020-04-22
"637","Calle Larga","Valparaíso",5302,NA,NA,NA,17,2020-04-22
"638","Cartagena","Valparaíso",5603,NA,NA,NA,17,2020-04-22
"639","Casablanca","Valparaíso",5102,NA,NA,NA,17,2020-04-22
"640","Catemu","Valparaíso",5702,NA,NA,NA,17,2020-04-22
"641","Concon","Valparaíso",5103,NA,NA,NA,17,2020-04-22
"642","El Quisco","Valparaíso",5604,NA,NA,NA,17,2020-04-22
"643","El Tabo","Valparaíso",5605,NA,NA,NA,17,2020-04-22
"644","Hijuelas","Valparaíso",5503,NA,NA,NA,17,2020-04-22
"645","Isla de Pascua","Valparaíso",5201,NA,NA,NA,17,2020-04-22
"646","Juan Fernandez","Valparaíso",5104,NA,NA,NA,17,2020-04-22
"647","La Cruz","Valparaíso",5504,NA,NA,NA,17,2020-04-22
"648","La Ligua","Valparaíso",5401,NA,NA,NA,17,2020-04-22
"649","Limache","Valparaíso",5802,NA,NA,NA,17,2020-04-22
"650","Llaillay","Valparaíso",5703,NA,NA,NA,17,2020-04-22
"651","Los Andes","Valparaíso",5301,NA,NA,NA,17,2020-04-22
"652","Nogales","Valparaíso",5506,NA,NA,NA,17,2020-04-22
"653","Olmue","Valparaíso",5803,NA,NA,NA,17,2020-04-22
"654","Panquehue","Valparaíso",5704,NA,NA,NA,17,2020-04-22
"655","Papudo","Valparaíso",5403,NA,NA,NA,17,2020-04-22
"656","Petorca","Valparaíso",5404,NA,NA,NA,17,2020-04-22
"657","Puchuncavi","Valparaíso",5105,NA,NA,NA,17,2020-04-22
"658","Putaendo","Valparaíso",5705,NA,NA,NA,17,2020-04-22
"659","Quillota","Valparaíso",5501,NA,NA,NA,17,2020-04-22
"660","Quilpue","Valparaíso",5801,NA,NA,NA,17,2020-04-22
"661","Quintero","Valparaíso",5107,NA,NA,NA,17,2020-04-22
"662","Rinconada","Valparaíso",5303,NA,NA,NA,17,2020-04-22
"663","San Antonio","Valparaíso",5601,NA,NA,NA,17,2020-04-22
"664","San Esteban","Valparaíso",5304,NA,NA,NA,17,2020-04-22
"665","San Felipe","Valparaíso",5701,NA,NA,NA,17,2020-04-22
"666","Santa Maria","Valparaíso",5706,NA,NA,NA,17,2020-04-22
"667","Santo Domingo","Valparaíso",5606,NA,NA,NA,17,2020-04-22
"668","Valparaiso","Valparaíso",5101,NA,NA,NA,17,2020-04-22
"669","Villa Alemana","Valparaíso",5804,NA,NA,NA,17,2020-04-22
"670","Vina del Mar","Valparaíso",5109,NA,NA,NA,17,2020-04-22
"671","Zapallar","Valparaíso",5405,NA,NA,NA,17,2020-04-22
"672","Bulnes","Ñuble",16102,NA,NA,NA,17,2020-04-22
"673","Chillan","Ñuble",16101,NA,NA,NA,17,2020-04-22
"674","Chillan Viejo","Ñuble",16103,NA,NA,NA,17,2020-04-22
"675","Cobquecura","Ñuble",16202,NA,NA,NA,17,2020-04-22
"676","Coelemu","Ñuble",16203,NA,NA,NA,17,2020-04-22
"677","Coihueco","Ñuble",16302,NA,NA,NA,17,2020-04-22
"678","El Carmen","Ñuble",16104,NA,NA,NA,17,2020-04-22
"679","Ninhue","Ñuble",16204,NA,NA,NA,17,2020-04-22
"680","Niquen","Ñuble",16303,NA,NA,NA,17,2020-04-22
"681","Pemuco","Ñuble",16105,NA,NA,NA,17,2020-04-22
"682","Pinto","Ñuble",16106,NA,NA,NA,17,2020-04-22
"683","Portezuelo","Ñuble",16205,NA,NA,NA,17,2020-04-22
"684","Quillon","Ñuble",16107,NA,NA,NA,17,2020-04-22
"685","Quirihue","Ñuble",16201,NA,NA,NA,17,2020-04-22
"686","Ranquil","Ñuble",16206,NA,NA,NA,17,2020-04-22
"687","San Carlos","Ñuble",16301,NA,NA,NA,17,2020-04-22
"688","San Fabian","Ñuble",16304,NA,NA,NA,17,2020-04-22
"689","San Ignacio","Ñuble",16108,NA,NA,NA,17,2020-04-22
"690","San Nicolas","Ñuble",16305,NA,NA,NA,17,2020-04-22
"691","Treguaco","Ñuble",16207,NA,NA,NA,17,2020-04-22
"692","Yungay","Ñuble",16109,NA,NA,NA,17,2020-04-22
"693","Antofagasta","Antofagasta",2101,NA,NA,NA,18,2020-04-29
"694","Calama","Antofagasta",2201,NA,NA,NA,18,2020-04-29
"695","Maria Elena","Antofagasta",2302,NA,NA,NA,18,2020-04-29
"696","Mejillones","Antofagasta",2102,NA,NA,NA,18,2020-04-29
"697","Ollague","Antofagasta",2202,NA,NA,NA,18,2020-04-29
"698","San Pedro de Atacama","Antofagasta",2203,NA,NA,NA,18,2020-04-29
"699","Sierra Gorda","Antofagasta",2103,NA,NA,NA,18,2020-04-29
"700","Taltal","Antofagasta",2104,NA,NA,NA,18,2020-04-29
"701","Tocopilla","Antofagasta",2301,NA,NA,NA,18,2020-04-29
"702","Angol","Araucanía",9201,NA,NA,NA,18,2020-04-29
"703","Carahue","Araucanía",9102,NA,NA,NA,18,2020-04-29
"704","Cholchol","Araucanía",9121,NA,NA,NA,18,2020-04-29
"705","Collipulli","Araucanía",9202,NA,NA,NA,18,2020-04-29
"706","Cunco","Araucanía",9103,NA,NA,NA,18,2020-04-29
"707","Curacautin","Araucanía",9203,NA,NA,NA,18,2020-04-29
"708","Curarrehue","Araucanía",9104,NA,NA,NA,18,2020-04-29
"709","Ercilla","Araucanía",9204,NA,NA,NA,18,2020-04-29
"710","Freire","Araucanía",9105,NA,NA,NA,18,2020-04-29
"711","Galvarino","Araucanía",9106,NA,NA,NA,18,2020-04-29
"712","Gorbea","Araucanía",9107,NA,NA,NA,18,2020-04-29
"713","Lautaro","Araucanía",9108,NA,NA,NA,18,2020-04-29
"714","Loncoche","Araucanía",9109,NA,NA,NA,18,2020-04-29
"715","Lonquimay","Araucanía",9205,NA,NA,NA,18,2020-04-29
"716","Los Sauces","Araucanía",9206,NA,NA,NA,18,2020-04-29
"717","Lumaco","Araucanía",9207,NA,NA,NA,18,2020-04-29
"718","Melipeuco","Araucanía",9110,NA,NA,NA,18,2020-04-29
"719","Nueva Imperial","Araucanía",9111,NA,NA,NA,18,2020-04-29
"720","Padre Las Casas","Araucanía",9112,NA,NA,NA,18,2020-04-29
"721","Perquenco","Araucanía",9113,NA,NA,NA,18,2020-04-29
"722","Pitrufquen","Araucanía",9114,NA,NA,NA,18,2020-04-29
"723","Pucon","Araucanía",9115,NA,NA,NA,18,2020-04-29
"724","Puren","Araucanía",9208,NA,NA,NA,18,2020-04-29
"725","Renaico","Araucanía",9209,NA,NA,NA,18,2020-04-29
"726","Saavedra","Araucanía",9116,NA,NA,NA,18,2020-04-29
"727","Temuco","Araucanía",9101,NA,NA,NA,18,2020-04-29
"728","Teodoro Schmidt","Araucanía",9117,NA,NA,NA,18,2020-04-29
"729","Tolten","Araucanía",9118,NA,NA,NA,18,2020-04-29
"730","Traiguen","Araucanía",9210,NA,NA,NA,18,2020-04-29
"731","Victoria","Araucanía",9211,NA,NA,NA,18,2020-04-29
"732","Vilcun","Araucanía",9119,NA,NA,NA,18,2020-04-29
"733","Villarrica","Araucanía",9120,NA,NA,NA,18,2020-04-29
"734","Arica","Arica y Parinacota",15101,NA,NA,NA,18,2020-04-29
"735","Camarones","Arica y Parinacota",15102,NA,NA,NA,18,2020-04-29
"736","General Lagos","Arica y Parinacota",15202,NA,NA,NA,18,2020-04-29
"737","Putre","Arica y Parinacota",15201,NA,NA,NA,18,2020-04-29
"738","Alto del Carmen","Atacama",3302,NA,NA,NA,18,2020-04-29
"739","Caldera","Atacama",3102,NA,NA,NA,18,2020-04-29
"740","Chanaral","Atacama",3201,NA,NA,NA,18,2020-04-29
"741","Copiapo","Atacama",3101,NA,NA,NA,18,2020-04-29
"742","Diego de Almagro","Atacama",3202,NA,NA,NA,18,2020-04-29
"743","Freirina","Atacama",3303,NA,NA,NA,18,2020-04-29
"744","Huasco","Atacama",3304,NA,NA,NA,18,2020-04-29
"745","Tierra Amarilla","Atacama",3103,NA,NA,NA,18,2020-04-29
"746","Vallenar","Atacama",3301,NA,NA,NA,18,2020-04-29
"747","Aysén","Aysén",11201,NA,NA,NA,18,2020-04-29
"748","Chile Chico","Aysén",11401,NA,NA,NA,18,2020-04-29
"749","Cisnes","Aysén",11202,NA,NA,NA,18,2020-04-29
"750","Cochrane","Aysén",11301,NA,NA,NA,18,2020-04-29
"751","Coyhaique","Aysén",11101,NA,NA,NA,18,2020-04-29
"752","Guaitecas","Aysén",11203,NA,NA,NA,18,2020-04-29
"753","Lago Verde","Aysén",11102,NA,NA,NA,18,2020-04-29
"754","OHiggins","Aysén",11302,NA,NA,NA,18,2020-04-29
"755","Rio Ibanez","Aysén",11402,NA,NA,NA,18,2020-04-29
"756","Tortel","Aysén",11303,NA,NA,NA,18,2020-04-29
"757","Alto Biobio","Biobío",8314,NA,NA,NA,18,2020-04-29
"758","Antuco","Biobío",8302,NA,NA,NA,18,2020-04-29
"759","Arauco","Biobío",8202,NA,NA,NA,18,2020-04-29
"760","Cabrero","Biobío",8303,NA,NA,NA,18,2020-04-29
